review_score,order_status,payment_value,payment_installments,payment_type,price,freight_value,num_items,customer_state,product_name_length,product_description_length,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,seller_state,product_category_name_english,delivery_days,is_late,purchase_dayofweek
5,delivered,69.14,2.0,credit_card,55.0,14.14,1.0,SP,44.0,1112.0,3.0,300.0,22.0,7.0,14.0,RJ,watches_gifts,8.0,0,6
5,delivered,450.42,1.0,boleto,240.60000000000002,209.82,6.0,BA,48.0,143.0,3.0,2700.0,41.0,36.0,31.0,RS,housewares,16.0,0,1
3,delivered,72.65,1.0,boleto,57.5,15.15,1.0,SC,54.0,617.0,2.0,350.0,47.0,4.0,35.0,SP,bed_bath_table,28.0,1,1
5,delivered,312.82,1.0,credit_card,278.0,34.82,2.0,MG,52.0,418.0,1.0,467.0,22.0,34.0,21.0,RS,pet_shop,9.0,0,6
5,delivered,225.21,1.0,credit_card,209.0,16.21,1.0,MG,46.0,394.0,1.0,350.0,20.0,15.0,18.0,DF,computers_accessories,7.0,0,3
5,delivered,35.09,1.0,boleto,19.99,15.1,1.0,MG,57.0,1311.0,2.0,50.0,18.0,6.0,11.0,SP,telephony,18.0,0,3
5,delivered,167.43,1.0,boleto,149.9,17.53,1.0,MG,63.0,632.0,2.0,2350.0,38.0,7.0,28.0,MG,furniture_decor,9.0,0,2
5,delivered,52.59,5.0,credit_card,39.9,12.69,1.0,SP,45.0,2578.0,1.0,1325.0,24.0,24.0,20.0,SP,sports_leisure,5.0,0,2
5,delivered,71.13,3.0,credit_card,47.99,23.14,1.0,RJ,46.0,383.0,1.0,1200.0,37.0,9.0,30.0,SP,bed_bath_table,9.0,1,0
5,delivered,241.73,2.0,credit_card,220.99,20.74,1.0,RJ,44.0,299.0,1.0,867.0,17.0,27.0,16.0,SP,health_beauty,8.0,0,6
5,delivered,49.42,1.0,credit_card,34.9,14.52,1.0,MG,60.0,1251.0,2.0,800.0,30.0,10.0,30.0,SP,garden_tools,7.0,0,3
5,delivered,116.94,2.0,credit_card,99.99,16.95,1.0,RJ,54.0,995.0,1.0,4475.0,44.0,24.0,31.0,SP,cool_stuff,16.0,0,5
4,delivered,95.84,1.0,boleto,44.99,50.85,1.0,PB,58.0,751.0,5.0,300.0,17.0,4.0,12.0,SP,telephony,34.0,1,4
4,delivered,39.78,1.0,credit_card,32.0,7.78,1.0,SP,59.0,1371.0,2.0,200.0,18.0,15.0,15.0,SP,housewares,3.0,0,6
1,delivered,176.07,3.0,credit_card,149.99,26.08,1.0,PA,58.0,614.0,3.0,800.0,16.0,18.0,17.0,RJ,toys,28.0,0,0
4,delivered,157.74,7.0,credit_card,119.99,37.75,1.0,CE,51.0,419.0,1.0,350.0,16.0,6.0,11.0,SP,telephony,20.0,0,1
4,delivered,31.72,1.0,boleto,13.49,18.23,1.0,RJ,12.0,3231.0,3.0,100.0,20.0,18.0,18.0,SP,sports_leisure,7.0,0,1
4,delivered,73.17,1.0,boleto,51.0,22.169999999999998,3.0,SP,41.0,767.0,1.0,100.0,18.0,18.0,18.0,SP,sports_leisure,2.0,0,0
5,delivered,157.91,2.0,credit_card,148.0,9.91,1.0,SP,54.0,850.0,1.0,125.0,16.0,12.0,12.0,PR,cool_stuff,16.0,0,5
5,delivered,142.69,1.0,boleto,117.0,25.69,1.0,PR,51.0,754.0,1.0,9450.0,38.0,7.0,26.0,PR,bed_bath_table,6.0,0,3
5,delivered,38.86,1.0,credit_card,29.9,8.96,1.0,SP,24.0,49.0,4.0,500.0,25.0,15.0,15.0,SP,housewares,3.0,0,0
5,delivered,120.18,4.0,credit_card,99.0,21.18,1.0,MG,60.0,361.0,4.0,2900.0,67.0,3.0,31.0,SP,garden_tools,14.0,0,0
1,delivered,133.42,5.0,credit_card,107.98,25.44,2.0,SP,55.0,556.0,1.0,650.0,16.0,10.0,16.0,SP,bed_bath_table,16.0,0,5
5,delivered,126.68,1.0,credit_card,99.9,26.78,1.0,SC,63.0,749.0,7.0,3850.0,32.0,42.0,32.0,SP,furniture_decor,14.0,0,2
5,delivered,95.78,1.0,credit_card,48.9,46.88,1.0,SP,30.0,1565.0,4.0,1750.0,20.0,16.0,30.0,SP,kitchen_dining_laundry_garden_furniture,14.0,0,6
5,delivered,61.69,1.0,credit_card,49.0,12.69,1.0,SP,38.0,716.0,3.0,833.0,19.0,12.0,17.0,SP,computers_accessories,11.0,0,5
2,delivered,240.83,5.0,credit_card,223.51,17.32,1.0,MG,52.0,980.0,1.0,463.0,19.0,16.0,18.0,SP,perfumery,9.0,0,1
5,delivered,63.27,1.0,boleto,49.9,13.37,1.0,SP,56.0,348.0,2.0,1550.0,30.0,22.0,30.0,SP,garden_tools,10.0,0,0
4,delivered,355.08,8.0,credit_card,311.95,43.13,1.0,SP,54.0,1394.0,2.0,7700.0,59.0,38.0,42.0,PR,sports_leisure,10.0,0,1
5,delivered,36.0,1.0,credit_card,20.9,15.1,1.0,GO,28.0,1290.0,2.0,260.0,18.0,11.0,14.0,SP,sports_leisure,10.0,0,6
4,delivered,262.25,4.0,credit_card,229.99,32.26,1.0,BA,55.0,934.0,1.0,2150.0,42.0,25.0,15.0,SP,cool_stuff,14.0,0,3
1,delivered,221.44,4.0,credit_card,199.99,21.45,1.0,PE,35.0,730.0,2.0,200.0,21.0,7.0,15.0,SP,auto,21.0,0,3
5,delivered,160.79,1.0,credit_card,135.0,25.79,1.0,SC,35.0,805.0,1.0,3045.0,55.0,60.0,30.0,SP,baby,15.0,0,3
1,delivered,280.91,3.0,credit_card,259.6,21.31,1.0,RS,49.0,709.0,1.0,1758.0,35.0,25.0,25.0,SP,cool_stuff,33.0,1,5
5,delivered,161.46,1.0,boleto,145.69,15.77,1.0,PR,60.0,580.0,1.0,100.0,16.0,8.0,12.0,RS,computers_accessories,11.0,0,4
5,delivered,144.64,2.0,credit_card,124.8,19.84,1.0,PR,54.0,800.0,4.0,1075.0,53.0,8.0,25.0,SP,auto,7.0,0,4
4,delivered,104.41,10.0,credit_card,65.9,38.51,1.0,PA,55.0,556.0,1.0,675.0,40.0,18.0,35.0,SP,bed_bath_table,14.0,0,2
5,delivered,142.02,2.0,credit_card,124.9,17.12,1.0,SP,49.0,718.0,1.0,800.0,16.0,16.0,18.0,PR,sports_leisure,4.0,0,0
4,delivered,201.82,1.0,boleto,186.0,15.82,2.0,SP,58.0,737.0,3.0,350.0,16.0,2.0,20.0,SP,watches_gifts,2.0,0,6
5,delivered,143.39,1.0,credit_card,129.9,13.49,1.0,SP,60.0,269.0,1.0,1700.0,34.0,7.0,32.0,SP,bed_bath_table,10.0,0,3
1,delivered,85.81,4.0,credit_card,78.0,7.81,1.0,SP,59.0,319.0,4.0,250.0,16.0,2.0,20.0,SP,watches_gifts,1.0,0,1
5,delivered,101.07,1.0,credit_card,69.5,31.57,2.0,MG,42.0,164.0,1.0,500.0,16.0,5.0,12.0,PR,furniture_decor,20.0,0,1
5,delivered,101.07,1.0,credit_card,69.5,31.57,2.0,MG,43.0,508.0,1.0,700.0,20.0,15.0,20.0,PR,furniture_decor,20.0,0,1
5,delivered,37.77,3.0,credit_card,29.99,7.78,1.0,SP,51.0,678.0,2.0,150.0,17.0,8.0,14.0,SP,telephony,9.0,0,0
5,delivered,520.75,4.0,credit_card,500.0,20.75,1.0,SP,39.0,2030.0,2.0,1200.0,50.0,11.0,40.0,MG,consoles_games,6.0,0,1
5,delivered,66.01,2.0,credit_card,49.9,16.11,1.0,RS,54.0,593.0,4.0,500.0,20.0,12.0,12.0,SP,housewares,13.0,0,3
5,delivered,67.98,4.0,credit_card,54.9,13.08,1.0,SP,48.0,641.0,3.0,2050.0,50.0,10.0,40.0,SP,bed_bath_table,5.0,0,6
5,delivered,109.42,1.0,boleto,95.0,14.42,1.0,RJ,58.0,737.0,3.0,350.0,16.0,2.0,20.0,SP,watches_gifts,14.0,0,3
5,delivered,76.38,1.0,boleto,59.99,16.39,1.0,RS,44.0,1854.0,6.0,525.0,29.0,16.0,20.0,SP,sports_leisure,16.0,0,6
5,delivered,53.0,1.0,boleto,37.9,15.1,1.0,SP,44.0,284.0,12.0,300.0,29.0,7.0,16.0,PR,fashion_shoes,13.0,0,2
5,delivered,25.75,1.0,voucher,13.9,11.85,1.0,SP,53.0,646.0,1.0,300.0,16.0,30.0,20.0,SP,furniture_decor,14.0,0,3
5,delivered,105.45,10.0,credit_card,87.9,17.55,1.0,GO,60.0,1469.0,4.0,550.0,36.0,8.0,15.0,RJ,auto,6.0,0,0
5,delivered,655.6,10.0,credit_card,618.0,37.6,1.0,SP,38.0,1176.0,3.0,15350.0,47.0,40.0,47.0,SP,cool_stuff,21.0,0,1
5,delivered,87.64,1.0,credit_card,69.9,17.74,1.0,ES,48.0,543.0,2.0,1200.0,35.0,20.0,30.0,SP,home_appliances,16.0,0,0
5,delivered,84.72,2.0,credit_card,72.99,11.73,1.0,SP,54.0,874.0,1.0,1000.0,42.0,25.0,15.0,SP,cool_stuff,3.0,0,1
4,delivered,75.07,2.0,credit_card,59.9,15.17,1.0,PR,59.0,2124.0,6.0,100.0,18.0,7.0,16.0,SP,telephony,12.0,0,3
5,delivered,264.59,8.0,credit_card,245.0,19.59,1.0,DF,56.0,528.0,2.0,292.0,18.0,10.0,15.0,MG,watches_gifts,6.0,0,2
5,delivered,62.91,5.0,credit_card,49.9,13.01,1.0,SP,49.0,1062.0,3.0,100.0,25.0,3.0,14.0,SP,auto,4.0,0,0
5,delivered,131.25,6.0,credit_card,109.99,21.26,1.0,SP,38.0,817.0,4.0,6200.0,69.0,10.0,49.0,PR,pet_shop,7.0,0,6
3,delivered,87.64,1.0,credit_card,69.9,17.74,1.0,RJ,48.0,543.0,2.0,1200.0,35.0,20.0,30.0,SP,home_appliances,12.0,0,0
5,delivered,112.1,1.0,credit_card,88.9,23.2,1.0,RJ,58.0,292.0,2.0,2950.0,30.0,10.0,60.0,SP,auto,10.0,0,0
5,delivered,1129.85,6.0,credit_card,899.5,230.35,5.0,BA,43.0,1128.0,1.0,16133.0,63.0,59.0,25.0,SP,office_furniture,19.0,0,2
5,delivered,73.16,1.0,boleto,52.0,21.16,1.0,SP,26.0,2427.0,1.0,200.0,20.0,12.0,15.0,BA,food_drink,14.0,0,0
5,delivered,166.26,1.0,boleto,140.0,26.26,1.0,ES,56.0,279.0,2.0,170.0,23.0,5.0,16.0,PR,telephony,30.0,0,0
5,delivered,123.75,6.0,credit_card,110.32,13.43,1.0,SP,60.0,919.0,1.0,200.0,22.0,3.0,15.0,SP,health_beauty,6.0,0,4
5,delivered,161.06,1.0,credit_card,152.25,8.81,1.0,SP,52.0,394.0,1.0,250.0,27.0,13.0,17.0,SP,home_appliances,5.0,0,2
5,delivered,153.69,10.0,credit_card,135.9,17.79,1.0,RJ,63.0,1451.0,3.0,7050.0,40.0,20.0,50.0,SC,pet_shop,18.0,0,5
5,delivered,157.22,3.0,credit_card,139.99,17.23,1.0,MG,33.0,658.0,1.0,1400.0,42.0,25.0,15.0,SP,cool_stuff,9.0,0,3
4,delivered,36.69,1.0,boleto,19.9,16.79,1.0,MG,53.0,109.0,1.0,150.0,24.0,12.0,18.0,PR,electronics,11.0,0,6
4,delivered,56.6,2.0,credit_card,49.0,7.6,1.0,SP,58.0,600.0,3.0,250.0,16.0,2.0,11.0,SP,watches_gifts,3.0,0,0
3,delivered,199.49,2.0,credit_card,168.9,30.59,1.0,SP,48.0,565.0,1.0,1623.0,32.0,15.0,39.0,SE,computers_accessories,9.0,0,4
5,delivered,2389.78,3.0,credit_card,2299.95,89.83,1.0,PR,45.0,2292.0,4.0,14425.0,29.0,29.0,42.0,SP,cool_stuff,14.0,0,1
4,delivered,144.72,1.0,boleto,116.4,28.32,2.0,RJ,45.0,1276.0,1.0,83.0,13.0,8.0,12.0,MG,health_beauty,9.0,0,5
5,delivered,68.02,1.0,debit_card,51.9,16.12,1.0,SP,59.0,734.0,4.0,650.0,33.0,18.0,27.0,SP,cool_stuff,10.0,0,4
5,delivered,105.63,1.0,credit_card,79.0,26.63,1.0,RS,58.0,1553.0,4.0,5200.0,38.0,30.0,25.0,SP,industry_commerce_and_business,11.0,0,6
5,delivered,61.23,1.0,credit_card,43.0,18.23,1.0,DF,50.0,799.0,1.0,150.0,18.0,18.0,18.0,SP,sports_leisure,7.0,0,4
5,delivered,28.09,2.0,credit_card,12.99,15.1,1.0,PR,47.0,137.0,2.0,100.0,16.0,4.0,11.0,SP,telephony,8.0,0,1
5,delivered,31.24,1.0,credit_card,21.9,9.34,1.0,MG,35.0,2618.0,1.0,1200.0,16.0,22.0,11.0,SP,bed_bath_table,3.0,0,0
5,delivered,219.3,4.0,credit_card,199.0,20.3,1.0,PE,59.0,544.0,5.0,450.0,16.0,2.0,11.0,SP,watches_gifts,12.0,0,2
5,delivered,86.36,1.0,boleto,69.9,16.46,1.0,DF,57.0,486.0,2.0,800.0,35.0,8.0,35.0,SP,pet_shop,11.0,0,4
5,delivered,501.78999999999996,1.5,credit_card,465.0,36.79,1.0,SP,54.0,2352.0,3.0,5800.0,30.0,30.0,20.0,PR,agro_industry_and_commerce,5.0,0,4
5,delivered,354.08,1.0,boleto,329.9,24.18,1.0,SC,46.0,753.0,2.0,1582.0,31.0,31.0,35.0,RJ,toys,7.0,0,6
4,delivered,56.01,2.0,credit_card,39.9,16.11,1.0,RS,60.0,207.0,1.0,750.0,50.0,11.0,40.0,SP,bed_bath_table,7.0,0,1
5,delivered,55.08,1.0,boleto,38.97,16.11,1.0,GO,49.0,138.0,2.0,500.0,25.0,9.0,18.0,SP,baby,22.0,0,3
4,delivered,48.69,1.0,credit_card,31.9,16.79,1.0,BA,24.0,718.0,2.0,200.0,41.0,2.0,29.0,MG,computers_accessories,19.0,0,2
1,delivered,107.07,10.0,credit_card,90.0,17.07,1.0,BA,53.0,352.0,1.0,200.0,16.0,15.0,15.0,SP,auto,15.0,0,1
5,delivered,138.84,1.0,credit_card,119.9,18.94,1.0,SP,56.0,817.0,1.0,50.0,16.0,8.0,16.0,RS,watches_gifts,11.0,0,3
5,delivered,153.22,5.0,credit_card,139.9,13.32,1.0,SP,46.0,602.0,2.0,450.0,16.0,12.0,22.0,SP,cool_stuff,9.0,0,0
5,delivered,60.01,2.0,credit_card,44.9,15.11,1.0,RJ,42.0,232.0,4.0,650.0,25.0,14.0,19.0,SP,furniture_decor,7.0,0,3
1,delivered,202.79,1.0,voucher,179.0,23.79,1.0,RJ,47.0,162.0,4.0,3000.0,35.0,12.0,30.0,SP,bed_bath_table,28.0,1,1
5,delivered,56.94,1.0,voucher,39.99,16.95,1.0,RJ,39.0,161.0,2.0,350.0,25.0,8.0,19.0,SP,bed_bath_table,12.0,0,4
4,delivered,98.9,2.0,credit_card,84.44,14.46,1.0,PR,37.0,1049.0,1.0,2150.0,26.0,26.0,23.0,SC,bed_bath_table,21.0,0,2
2,delivered,78.2,1.0,credit_card,59.9,18.3,1.0,RJ,38.0,1112.0,1.0,1700.0,80.0,20.0,20.0,SP,furniture_decor,39.0,1,4
1,delivered,28.64,1.0,boleto,16.9,11.74,1.0,SP,56.0,740.0,2.0,350.0,22.0,18.0,21.0,SP,health_beauty,5.0,0,3
5,delivered,22.38,1.0,credit_card,14.99,7.39,1.0,SP,53.0,679.0,3.0,150.0,17.0,8.0,11.0,SP,telephony,13.0,0,2
5,delivered,129.53,2.0,credit_card,105.99,23.54,1.0,MG,59.0,410.0,1.0,1164.0,17.0,22.0,28.0,SP,toys,5.0,0,5
5,delivered,816.01,10.0,credit_card,795.0,21.01,1.0,RJ,39.0,728.0,3.0,464.0,19.0,11.0,17.0,DF,computers_accessories,7.0,0,0
5,delivered,66.06,2.0,credit_card,49.0,17.06,1.0,MG,57.0,2135.0,2.0,350.0,69.0,11.0,11.0,PR,furniture_decor,11.0,0,3
4,delivered,158.66,2.0,credit_card,134.99,23.67,1.0,PE,43.0,597.0,1.0,250.0,18.0,9.0,17.0,RJ,watches_gifts,6.0,0,5
4,delivered,106.52,3.0,credit_card,84.0,22.52,1.0,MG,58.0,593.0,4.0,100.0,16.0,5.0,11.0,RS,fashion_bags_accessories,5.0,0,0
5,delivered,45.0,2.0,credit_card,29.9,15.1,1.0,SP,54.0,675.0,2.0,350.0,16.0,16.0,11.0,SC,electronics,13.0,0,2
5,delivered,195.0,3.0,credit_card,174.9,20.1,1.0,SP,54.0,830.0,4.0,5000.0,40.0,10.0,40.0,SP,baby,16.0,0,4
5,delivered,148.45,1.0,credit_card,125.0,23.45,1.0,GO,42.0,485.0,1.0,4970.0,53.0,31.0,32.0,SP,baby,17.0,0,2
5,delivered,90.28,2.0,credit_card,75.0,15.28,1.0,GO,53.0,669.0,2.0,100.0,16.0,3.0,11.0,SP,telephony,11.0,0,3
4,delivered,46.0,1.0,boleto,31.9,14.1,1.0,SP,24.0,718.0,2.0,200.0,41.0,2.0,29.0,MG,computers_accessories,18.0,0,5
4,delivered,118.38,6.0,credit_card,78.9,39.48,1.0,PE,59.0,603.0,1.0,9350.0,52.0,51.0,17.0,SP,office_furniture,22.0,0,3
4,delivered,160.37,1.0,boleto,139.9,20.47,1.0,ES,58.0,1854.0,1.0,3500.0,36.0,30.0,32.0,SP,housewares,45.0,1,0
4,delivered,138.12,1.0,debit_card,120.0,18.12,1.0,PR,47.0,673.0,7.0,175.0,16.0,12.0,14.0,DF,watches_gifts,12.0,0,3
4,delivered,92.9,1.0,credit_card,80.0,12.9,1.0,SP,54.0,405.0,1.0,700.0,45.0,15.0,30.0,SP,bed_bath_table,13.0,0,3
5,delivered,528.62,10.0,credit_card,452.6,76.02,1.0,RN,55.0,1441.0,1.0,10000.0,60.0,25.0,25.0,SP,home_construction,10.0,0,6
5,delivered,146.09,1.0,credit_card,113.0,33.09,1.0,MS,57.0,574.0,4.0,5950.0,20.0,30.0,80.0,PR,sports_leisure,5.0,0,3
3,delivered,111.17,1.0,credit_card,97.9,13.27,1.0,SP,53.0,553.0,1.0,1400.0,35.0,9.0,25.0,SP,furniture_decor,5.0,0,5
5,delivered,132.44,4.0,credit_card,119.9,12.54,1.0,SP,56.0,189.0,1.0,1800.0,46.0,3.0,34.0,SP,bed_bath_table,7.0,0,2
5,delivered,150.73,1.0,boleto,127.9,22.83,1.0,RJ,55.0,408.0,1.0,233.0,16.0,14.0,15.0,PR,computers_accessories,8.0,0,1
5,delivered,42.52,1.0,credit_card,28.0,14.52,1.0,MG,33.0,199.0,1.0,200.0,24.0,9.0,16.0,SP,fashion_bags_accessories,6.0,0,1
1,delivered,173.77,1.0,voucher,151.0,22.77,1.0,BA,58.0,2879.0,1.0,200.0,18.0,9.0,14.0,SP,health_beauty,14.0,0,0
3,delivered,199.26,1.0,boleto,179.9,19.36,1.0,RJ,41.0,1662.0,1.0,300.0,18.0,11.0,15.0,SP,telephony,11.0,0,6
5,delivered,59.59,5.0,credit_card,44.49,15.1,1.0,MG,53.0,537.0,2.0,1800.0,34.0,5.0,34.0,SP,cool_stuff,7.0,0,6
5,delivered,47.72,1.0,credit_card,39.0,8.72,1.0,SP,48.0,352.0,2.0,400.0,50.0,11.0,11.0,SP,bed_bath_table,15.0,0,6
1,delivered,83.99,1.0,credit_card,65.0,18.99,1.0,BA,44.0,2413.0,1.0,300.0,16.0,19.0,15.0,DF,cool_stuff,17.0,0,6
5,delivered,49.87,1.0,credit_card,42.31,7.56,1.0,SP,26.0,715.0,1.0,397.0,18.0,17.0,17.0,SP,sports_leisure,2.0,0,1
5,delivered,143.78,1.0,boleto,131.0,12.78,1.0,SP,59.0,971.0,2.0,1600.0,40.0,20.0,30.0,SP,health_beauty,10.0,0,0
3,delivered,60.11,1.0,boleto,45.0,15.11,1.0,DF,57.0,1042.0,7.0,800.0,42.0,8.0,26.0,SP,sports_leisure,18.0,0,2
5,delivered,203.32,5.0,credit_card,164.43,38.89,2.0,SP,37.0,1049.0,1.0,2150.0,26.0,26.0,23.0,SC,bed_bath_table,16.0,0,5
5,delivered,203.32,5.0,credit_card,164.43,38.89,2.0,SP,34.0,1056.0,1.0,2630.0,26.0,21.0,23.0,SC,bed_bath_table,16.0,0,5
5,delivered,169.08,1.0,boleto,155.55,13.53,1.0,SP,35.0,514.0,2.0,4338.0,17.0,12.0,14.0,SP,watches_gifts,8.0,0,0
1,delivered,75.43,7.0,credit_card,36.9,38.53,1.0,RS,51.0,589.0,1.0,700.0,30.0,20.0,20.0,MG,unknown,13.0,0,4
4,delivered,634.83,8.0,credit_card,619.0,15.83,1.0,SP,33.0,623.0,1.0,425.0,19.0,13.0,16.0,SP,watches_gifts,6.0,0,3
2,delivered,185.64,3.0,credit_card,170.0,15.64,1.0,BA,58.0,1500.0,4.0,700.0,32.0,15.0,21.0,BA,telephony,11.0,0,2
5,delivered,250.4,1.0,boleto,210.0,40.4,1.0,SC,57.0,1161.0,10.0,9450.0,85.0,10.0,33.0,SP,sports_leisure,13.0,0,2
3,delivered,71.82000000000001,1.0,credit_card,59.9,11.92,1.0,SP,60.0,123.0,2.0,500.0,70.0,8.0,40.0,SP,bed_bath_table,14.0,0,4
1,delivered,57.09,5.0,credit_card,42.99,14.1,1.0,SC,60.0,298.0,7.0,350.0,17.0,4.0,13.0,SP,telephony,33.0,1,4
3,delivered,57.59,1.0,boleto,39.99,17.6,1.0,SP,51.0,1570.0,4.0,592.0,21.0,18.0,20.0,PR,furniture_decor,8.0,0,1
1,delivered,124.9,6.0,credit_card,106.9,18.0,1.0,SP,57.0,444.0,1.0,1200.0,32.0,10.0,45.0,MG,luggage_accessories,12.0,0,2
5,delivered,121.9,1.0,credit_card,99.9,22.0,1.0,RJ,52.0,1732.0,10.0,2550.0,24.0,23.0,27.0,MG,cool_stuff,7.0,0,2
5,delivered,138.84,2.0,credit_card,119.9,18.94,1.0,RJ,42.0,631.0,2.0,459.0,18.0,13.0,14.0,SP,watches_gifts,10.0,0,5
5,delivered,43.1,2.0,credit_card,29.0,14.1,1.0,RJ,60.0,167.0,2.0,250.0,16.0,2.0,11.0,SP,watches_gifts,8.0,0,2
5,delivered,170.36,3.0,credit_card,149.0,21.36,1.0,MG,34.0,1151.0,9.0,1950.0,36.0,5.0,23.0,PR,books_general_interest,8.0,0,1
4,delivered,31.79,3.0,credit_card,19.0,12.79,1.0,SP,45.0,84.0,1.0,350.0,30.0,20.0,20.0,SP,housewares,8.0,1,2
4,delivered,65.88,3.0,credit_card,47.65,18.23,1.0,PR,40.0,409.0,1.0,1110.0,19.0,11.0,18.0,SP,health_beauty,13.0,0,1
5,delivered,133.35,6.0,credit_card,119.49,13.86,1.0,SP,55.0,842.0,1.0,1200.0,25.0,11.0,15.0,SP,health_beauty,8.0,0,1
5,delivered,124.43,4.0,credit_card,90.0,34.43,1.0,PB,55.0,426.0,1.0,14050.0,16.0,10.0,16.0,SP,bed_bath_table,11.0,0,2
5,delivered,101.14,5.0,credit_card,89.9,11.24,1.0,SP,54.0,245.0,1.0,1383.0,50.0,10.0,40.0,SP,bed_bath_table,5.0,0,3
5,delivered,95.42,1.0,credit_card,73.5,21.92,2.0,SP,49.0,893.0,1.0,600.0,26.0,13.0,41.0,SP,toys,9.0,0,0
1,delivered,63.07,6.0,credit_card,49.7,13.37,1.0,SP,56.0,296.0,3.0,1700.0,100.0,7.0,15.0,SP,furniture_decor,9.0,0,5
4,delivered,55.18,2.0,credit_card,26.99,28.189999999999998,2.0,RJ,30.0,138.0,1.0,150.0,20.0,7.0,20.0,MG,perfumery,13.0,0,2
4,delivered,55.18,2.0,credit_card,26.99,28.189999999999998,2.0,RJ,30.0,138.0,1.0,150.0,22.0,7.0,16.0,MG,perfumery,13.0,0,2
5,delivered,77.57,1.0,boleto,59.9,17.67,1.0,MG,59.0,341.0,2.0,1750.0,37.0,22.0,40.0,SP,garden_tools,20.0,0,2
4,delivered,174.41,3.0,credit_card,159.9,14.51,1.0,SP,58.0,502.0,3.0,2050.0,50.0,5.0,20.0,SP,watches_gifts,2.0,0,0
3,delivered,203.31,3.0,credit_card,179.99,23.32,1.0,PE,56.0,1002.0,2.0,4950.0,18.0,32.0,18.0,SP,cool_stuff,10.0,0,4
5,delivered,38.42,1.0,credit_card,29.7,8.72,1.0,SP,59.0,1446.0,4.0,300.0,20.0,20.0,20.0,SP,auto,20.0,1,0
2,delivered,93.72,4.0,credit_card,79.0,14.72,1.0,RJ,55.0,981.0,1.0,150.0,18.0,5.0,24.0,SP,electronics,21.0,0,6
5,delivered,33.72,3.0,credit_card,15.49,18.23,1.0,RJ,12.0,3231.0,3.0,100.0,20.0,18.0,18.0,SP,sports_leisure,10.0,0,3
4,delivered,110.02,4.0,credit_card,82.9,27.12,1.0,TO,33.0,374.0,1.0,304.0,20.0,15.0,15.0,RJ,health_beauty,7.0,0,2
5,delivered,29.24,1.0,credit_card,19.9,9.34,1.0,SP,50.0,979.0,2.0,700.0,30.0,30.0,30.0,SP,housewares,7.0,0,3
2,delivered,95.09,3.0,credit_card,81.5,13.59,1.0,SP,32.0,253.0,1.0,1150.0,33.0,9.0,38.0,SP,bed_bath_table,8.0,0,0
4,delivered,300.58,10.0,credit_card,260.2,40.37,4.0,SP,51.0,831.0,1.0,1400.0,20.0,30.0,20.0,SP,furniture_decor,4.0,0,3
4,delivered,300.58,10.0,credit_card,260.2,40.37,4.0,SP,45.0,246.0,1.0,3700.0,30.0,30.0,30.0,SP,furniture_decor,4.0,0,3
5,delivered,63.12,1.0,boleto,39.9,23.22,1.0,BA,24.0,249.0,2.0,5850.0,25.0,25.0,25.0,SP,furniture_decor,23.0,0,2
1,delivered,32.09,1.0,credit_card,16.99,15.1,1.0,RJ,33.0,308.0,1.0,200.0,19.0,5.0,13.0,SP,computers_accessories,18.0,0,5
4,delivered,61.68,5.0,credit_card,37.98,23.7,2.0,SP,45.0,343.0,2.0,117.0,18.0,4.0,11.0,SP,telephony,7.0,0,0
5,delivered,74.42,1.0,credit_card,65.08,9.34,1.0,SP,47.0,466.0,1.0,600.0,31.0,3.0,14.0,SP,garden_tools,6.0,0,3
5,delivered,119.2,10.0,credit_card,99.0,20.2,1.0,RJ,59.0,624.0,5.0,2000.0,20.0,10.0,20.0,MG,air_conditioning,15.0,0,2
5,delivered,77.66,2.0,credit_card,59.99,17.67,1.0,MG,33.0,910.0,1.0,700.0,42.0,25.0,15.0,SP,cool_stuff,8.0,0,3
5,delivered,65.09,1.0,voucher,49.99,15.1,1.0,GO,59.0,179.0,6.0,200.0,16.0,2.0,20.0,SP,fashion_bags_accessories,10.0,0,4
5,delivered,76.79,7.0,credit_card,49.9,26.89,1.0,ES,58.0,374.0,3.0,1650.0,41.0,10.0,13.0,PR,art,5.0,0,0
3,delivered,37.9,1.0,credit_card,23.8,14.1,1.0,SP,56.0,595.0,1.0,260.0,21.0,16.0,20.0,MG,sports_leisure,12.0,0,3
5,delivered,49.16,1.0,credit_card,39.9,9.26,1.0,SP,58.0,254.0,1.0,2800.0,40.0,20.0,40.0,SP,bed_bath_table,5.0,0,3
4,delivered,420.53,10.0,credit_card,395.0,25.53,1.0,SP,58.0,1930.0,1.0,4050.0,30.0,20.0,30.0,PR,industry_commerce_and_business,5.0,0,1
5,delivered,171.32,1.0,boleto,159.0,12.32,1.0,SP,30.0,451.0,2.0,1300.0,30.0,10.0,25.0,SP,sports_leisure,6.0,0,4
5,delivered,59.16,3.0,credit_card,49.9,9.26,1.0,RS,51.0,589.0,1.0,500.0,30.0,19.0,18.0,RS,unknown,1.0,0,1
5,delivered,53.1,1.0,boleto,39.0,14.1,1.0,MG,45.0,499.0,3.0,250.0,19.0,4.0,14.0,SP,computers_accessories,9.0,0,2
1,delivered,68.37,6.0,credit_card,53.9,14.47,1.0,SP,41.0,1146.0,1.0,2775.0,60.0,21.0,25.0,SP,auto,10.0,0,4
