review_score,review_category,delivery_time_delta,delayed_days_ratio,is_late,actual_delivery_days,carrier_to_customer_time,num_items,avg_item_price,freight_ratio,total_order_value,product_category_name_english,product_volume,product_density,product_photos_qty,price_per_weight,seller_customer_same_state,purchase_day_of_week,weekend_purchase,purchase_hour,purchase_month,customer_state,seller_state,main_payment_type
5.0,1,4.0,0.21052631578947367,1,23.0,744.7930555555556,1.0,125.25,0.18035928143712573,147.84,home_appliances,17472.0,0.0243246336996337,1.0,0.29470588235294115,0,5,1,21,5,BA,SP,credit_card
5.0,1,-8.0,-0.5333333333333333,0,7.0,179.01305555555555,1.0,59.9,0.30918196994991654,78.42,electronics,5168.0,0.04256965944272446,3.0,0.2722727272727273,0,2,0,11,8,RS,SP,credit_card
5.0,1,-1.0,-0.05555555555555555,0,17.0,382.7061111111111,1.0,104.9,0.3780743565300285,144.56,costruction_tools_garden,68000.0,0.04264705882352941,2.0,0.03617241379310345,0,1,0,19,1,DF,SP,credit_card
4.0,1,-8.0,-0.6153846153846154,0,5.0,151.74166666666667,1.0,69.9,0.20371959942775392,84.14,health_beauty,3200.0,0.15625,2.0,0.1398,0,4,0,13,9,SP,RJ,credit_card
2.0,0,0.0,0.0,0,10.0,117.66194444444444,1.0,39.45,0.23675538656527248,48.790000000000006,bed_bath_table,8000.0,0.1,5.0,0.0493125,1,0,0,23,11,SP,SP,credit_card
5.0,1,-13.0,-0.5652173913043478,0,10.0,276.3275,1.0,144.99,0.20284157528105384,174.4,cool_stuff,19008.0,0.05523989898989899,1.0,0.13808571428571428,0,1,0,21,2,PA,SP,credit_card
3.0,0,-7.0,-0.5833333333333334,0,5.0,123.21277777777777,1.0,268.38,0.06732990535807437,286.45,perfumery,10000.0,0.15,3.0,0.17892,0,6,1,20,7,DF,SP,credit_card
5.0,1,-8.0,-0.3333333333333333,0,16.0,167.1963888888889,1.0,164.9,0.10254699818071558,181.81,cool_stuff,9180.0,0.09803921568627451,4.0,0.18322222222222223,0,3,0,12,11,MG,SP,boleto
5.0,1,2.0,0.07407407407407407,1,29.0,895.8883333333333,1.0,49.95,0.36496496496496494,68.18,bed_bath_table,4275.0,0.08187134502923976,2.0,0.1427142857142857,0,5,1,10,3,RJ,SP,credit_card
5.0,1,-5.0,-0.8333333333333334,0,1.0,76.43,1.0,64.0,0.21921875,78.03,bed_bath_table,6930.0,0.09740259740259741,2.0,0.09481481481481481,1,4,0,14,8,SP,SP,credit_card
5.0,1,-11.0,-0.5238095238095238,0,10.0,312.37333333333333,1.0,159.9,0.09924953095684802,175.77,watches_gifts,2288.0,0.25524475524475526,3.0,0.27380136986301373,0,0,0,1,8,RS,SP,credit_card
1.0,0,3.0,0.13043478260869565,1,26.0,863.6180555555555,1.0,49.0,0.2889795918367347,63.16,fashion_bags_accessories,352.0,0.7102272727272727,7.0,0.196,0,6,1,13,3,RJ,SP,credit_card
5.0,1,-14.0,-0.7777777777777778,0,4.0,149.19555555555556,1.0,79.9,0.2471839799749687,99.65,housewares,10320.0,0.06298449612403101,1.0,0.12292307692307693,0,2,0,19,7,SP,PR,credit_card
5.0,1,-13.0,-0.5652173913043478,0,10.0,189.25444444444443,1.0,99.96,0.21018407362945182,120.97,office_furniture,61880.0,0.12766645119586295,1.0,0.012653164556962025,1,6,1,15,3,SP,SP,credit_card
4.0,1,-9.0,-0.8181818181818182,0,2.0,45.28666666666667,1.0,29.9,0.27123745819397993,38.01,health_beauty,1200.0,0.20833333333333334,1.0,0.1196,1,6,1,11,12,SP,SP,boleto
4.0,1,-6.0,-0.4,0,9.0,291.4302777777778,1.0,185.81,0.09181421882568214,202.87,computers_accessories,3360.0,0.10416666666666667,2.0,0.5308857142857143,0,0,0,16,11,SP,MG,credit_card
5.0,1,-3.0,-0.21428571428571427,0,11.0,341.55055555555555,1.0,34.8,0.3405172413793104,46.65,housewares,1584.0,0.1893939393939394,4.0,0.11599999999999999,1,0,0,13,1,SP,SP,boleto
5.0,1,-15.0,-0.6818181818181818,0,7.0,178.11055555555555,1.0,58.0,0.3191379310344828,76.51,drinks,5832.0,0.042866941015089165,1.0,0.232,0,4,0,10,7,RJ,SP,credit_card
5.0,1,-15.0,-0.6818181818181818,0,7.0,198.61083333333335,1.0,47.9,0.4903966597077244,71.39,baby,2240.0,0.29017857142857145,4.0,0.0736923076923077,0,4,0,20,6,RJ,SC,credit_card
5.0,1,-9.0,-0.6,0,6.0,144.5702777777778,1.0,99.9,0.17967967967967965,117.85000000000001,furniture_decor,14960.0,0.0785427807486631,6.0,0.08502127659574468,0,2,0,23,11,MG,SP,credit_card
4.0,1,-8.0,-0.5714285714285714,0,6.0,192.08083333333335,1.0,377.9,0.09505160095263299,413.82,air_conditioning,85550.0,0.056107539450613676,1.0,0.07872916666666666,1,3,0,9,2,SP,SP,credit_card
5.0,1,-7.0,-0.875,0,1.0,75.16,1.0,103.0,0.08242718446601942,111.49,pet_shop,12000.0,0.03333333333333333,3.0,0.2575,1,3,0,16,5,SP,SP,credit_card
5.0,1,-10.0,-0.6666666666666666,0,5.0,169.62416666666667,1.0,29.0,0.5206896551724138,44.1,watches_gifts,352.0,0.5681818181818182,3.0,0.145,0,5,1,0,11,MG,SP,credit_card
5.0,1,-17.0,-0.7391304347826086,0,6.0,181.39638888888888,1.0,699.99,0.028214688781268305,719.74,toys,46410.0,0.09446240034475328,2.0,0.15966925182481753,1,0,0,10,5,MG,MG,credit_card
3.0,0,-14.0,-0.5185185185185185,0,13.0,335.34027777777777,1.0,129.0,0.298062015503876,167.45,stationery,31920.0,0.20520050125313283,3.0,0.01969465648854962,0,2,0,8,1,PI,SP,credit_card
5.0,1,-1.0,-0.2,0,4.0,101.92222222222222,1.0,95.9,0.08269030239833158,103.83000000000001,auto,1936.0,0.15495867768595042,4.0,0.3196666666666667,1,1,0,21,8,SP,SP,credit_card
5.0,1,-16.0,-0.8421052631578947,0,3.0,71.73611111111111,1.0,149.9,0.157371581054036,173.49,sports_leisure,45000.0,0.15555555555555556,8.0,0.021414285714285716,0,6,1,13,4,RS,PR,credit_card
5.0,1,-13.0,-0.6842105263157895,0,6.0,131.43055555555554,1.0,56.99,0.2482891735392174,71.14,perfumery,3960.0,0.10101010101010101,2.0,0.14247500000000002,0,0,0,18,12,MG,SP,voucher
5.0,1,-3.0,-0.17647058823529413,0,14.0,307.42027777777776,1.0,24.5,0.6163265306122448,39.6,consoles_games,2304.0,0.06510416666666667,4.0,0.16333333333333333,0,4,0,1,12,RJ,SP,boleto
5.0,1,-9.0,-0.375,0,15.0,328.0136111111111,1.0,89.0,0.2007865168539326,106.87,stationery,31920.0,0.18953634085213034,3.0,0.014710743801652892,0,0,0,18,1,RJ,SP,credit_card
5.0,1,-7.0,-0.5384615384615384,0,6.0,166.67111111111112,1.0,89.9,0.27741935483870966,114.84,luggage_accessories,100100.0,0.16083916083916083,2.0,0.005583850931677019,1,3,0,23,6,SP,SP,boleto
4.0,1,-12.0,-0.75,0,4.0,126.80888888888889,1.0,190.0,0.11447368421052631,211.75,costruction_tools_tools,21875.0,0.21485714285714286,8.0,0.04042553191489362,1,6,1,13,4,SP,SP,boleto
4.0,1,-11.0,-0.5,0,11.0,226.57777777777778,1.0,39.9,0.6423558897243108,65.53,computers_accessories,1875.0,0.10666666666666667,2.0,0.19949999999999998,0,3,0,22,8,RS,MG,credit_card
5.0,1,-6.0,-0.5,0,6.0,178.94166666666666,1.0,99.0,0.23505050505050504,122.27,housewares,15000.0,0.07666666666666666,4.0,0.08608695652173913,0,3,0,14,5,GO,SP,credit_card
1.0,0,5.0,0.3125,1,21.0,629.1583333333333,1.0,44.9,0.3363028953229399,60.0,bed_bath_table,600.0,0.6666666666666666,1.0,0.11225,0,0,0,15,11,ES,SP,credit_card
4.0,1,-9.0,-0.5294117647058824,0,8.0,288.21944444444443,1.0,239.99,0.06429434559773324,255.42000000000002,watches_gifts,2340.0,0.07863247863247863,1.0,1.3042934782608697,0,3,0,3,8,RS,SP,boleto
4.0,1,-10.0,-0.6666666666666666,0,5.0,167.4297222222222,1.0,23.9,0.6372384937238494,39.129999999999995,sports_leisure,2560.0,0.09765625,2.0,0.09559999999999999,0,4,0,8,4,GO,SP,credit_card
5.0,1,-8.0,-0.4444444444444444,0,10.0,245.23083333333332,1.0,20.3,0.7438423645320197,35.4,fashion_bags_accessories,352.0,0.5681818181818182,1.0,0.1015,0,1,0,16,1,MG,SP,boleto
4.0,1,-10.0,-0.5,0,10.0,168.3311111111111,1.0,21.9,0.6894977168949772,37.0,musical_instruments,6300.0,0.047619047619047616,2.0,0.073,0,4,0,14,11,RS,SC,credit_card
5.0,1,-8.0,-0.47058823529411764,0,9.0,310.26194444444445,1.0,159.77,0.09313387995243162,174.65,Unknown,1232.0,0.44642857142857145,0.0,0.29049090909090913,0,4,0,12,4,RJ,SP,credit_card
3.0,0,-17.0,-0.7391304347826086,0,6.0,191.86805555555554,1.0,18.9,0.8883597883597883,35.69,electronics,3840.0,0.0390625,1.0,0.126,0,5,1,23,12,MG,PR,credit_card
5.0,1,-9.0,-0.5294117647058824,0,8.0,220.8925,1.0,126.12,0.11600063431652395,140.75,computers_accessories,4096.0,0.0244140625,5.0,1.2612,0,6,1,15,3,SP,RS,credit_card
2.0,0,-3.0,-0.15,0,17.0,509.11,1.0,155.55,0.12195435551269687,174.52,watches_gifts,2856.0,1.51890756302521,2.0,0.03585753803596128,0,1,0,1,3,MG,SP,credit_card
5.0,1,-11.0,-0.6470588235294118,0,6.0,149.44944444444445,1.0,45.9,0.3291938997821351,61.01,bed_bath_table,8000.0,0.1,5.0,0.057374999999999995,0,0,0,22,10,RJ,SP,credit_card
4.0,1,-14.0,-0.6086956521739131,0,9.0,289.4819444444444,1.0,97.52,0.17555373256767845,114.64,computers_accessories,3276.0,0.050976800976800976,1.0,0.5839520958083833,0,1,0,12,12,RJ,PR,boleto
5.0,1,-16.0,-0.8,0,4.0,73.39027777777778,1.0,219.9,0.11673487949067758,245.57,sports_leisure,44100.0,0.23129251700680273,8.0,0.021558823529411766,0,0,0,14,4,SP,PR,credit_card
4.0,1,-11.0,-0.6470588235294118,0,6.0,135.07583333333332,1.0,29.67,0.5160094371418942,44.980000000000004,telephony,836.0,0.17942583732057416,1.0,0.1978,0,2,0,12,7,RJ,SP,debit_card
3.0,0,-4.0,-0.23529411764705882,0,13.0,454.7236111111111,1.0,95.49,0.2085035082207561,115.39999999999999,health_beauty,22050.0,0.12244897959183673,1.0,0.035366666666666664,0,1,0,17,2,BA,SP,credit_card
3.0,0,2.0,0.10526315789473684,1,21.0,703.3602777777778,1.0,179.99,0.25401411189510525,225.71,garden_tools,8000.0,0.95625,2.0,0.0235281045751634,0,0,0,21,12,RJ,MG,boleto
5.0,1,-7.0,-0.5833333333333334,0,5.0,107.84472222222222,1.0,19.9,0.9165829145728643,38.14,electronics,3872.0,0.04519628099173554,1.0,0.11371428571428571,0,4,0,15,7,PR,SP,credit_card
5.0,1,-4.0,-0.2222222222222222,0,14.0,380.86305555555555,2.0,49.0,0.40122448979591835,137.32,garden_tools,19800.0,0.07575757575757576,2.0,0.03266666666666666,0,5,1,1,11,BA,SP,credit_card
1.0,0,0.0,,0,7.0,0.0,1.0,89.9,0.18231368186874305,106.29,pet_shop,7200.0,0.0763888888888889,2.0,0.16345454545454546,0,4,0,15,1,RJ,MG,credit_card
5.0,1,-10.0,-0.7692307692307693,0,3.0,68.36833333333334,1.0,148.0,0.09891891891891892,162.64,bed_bath_table,12600.0,0.7738095238095238,5.0,0.015179487179487179,1,2,0,21,9,SP,SP,credit_card
5.0,1,-23.0,-0.6764705882352942,0,11.0,312.89944444444444,1.0,69.9,0.2575107296137339,87.9,bed_bath_table,23625.0,0.04021164021164021,1.0,0.07357894736842106,0,6,1,11,1,PR,SP,debit_card
5.0,1,-10.0,-0.625,0,6.0,193.4275,1.0,81.49,0.2308258682046877,100.3,health_beauty,3960.0,0.30303030303030304,3.0,0.06790833333333333,0,5,1,11,10,BA,SP,credit_card
5.0,1,-14.0,-0.7,0,6.0,175.56,1.0,99.9,0.1881881881881882,118.7,watches_gifts,2772.0,0.11327561327561328,1.0,0.31815286624203826,0,3,0,14,6,MG,SP,credit_card
5.0,1,-1.0,-0.08333333333333333,0,11.0,338.40305555555557,1.0,39.9,0.3533834586466165,54.0,sports_leisure,1344.0,0.2604166666666667,2.0,0.11399999999999999,0,0,0,13,9,RJ,SP,credit_card
5.0,1,-15.0,-0.5555555555555556,0,12.0,350.68694444444446,1.0,34.9,0.5169054441260745,52.94,health_beauty,17576.0,0.12801547564861174,1.0,0.015511111111111111,0,2,0,19,6,RJ,SP,credit_card
5.0,1,-1.0,-0.1111111111111111,0,8.0,198.00472222222223,1.0,258.9,0.1679026651216686,302.37,luggage_accessories,125504.0,0.17808197348291688,1.0,0.011583892617449663,1,4,0,19,7,SP,SP,credit_card
5.0,1,-10.0,-0.43478260869565216,0,13.0,406.25083333333333,1.0,105.9,0.1886685552407932,125.88000000000001,sports_leisure,16000.0,0.065625,4.0,0.10085714285714287,0,0,0,19,10,RJ,PR,boleto
5.0,1,-5.0,-0.38461538461538464,0,8.0,282.9897222222222,1.0,27.9,0.653405017921147,46.129999999999995,food,2873.0,0.05221023320570832,1.0,0.186,0,0,0,11,3,PR,SP,boleto
4.0,1,-7.0,-0.3888888888888889,0,11.0,241.29722222222222,1.0,44.9,0.3919821826280624,62.5,furniture_decor,36414.0,0.0714011094633932,1.0,0.01726923076923077,0,2,0,10,7,RJ,MG,boleto
4.0,1,-18.0,-0.75,0,6.0,154.42805555555555,1.0,149.9,0.11034022681787857,166.44,bed_bath_table,7616.0,0.22321428571428573,1.0,0.0881764705882353,0,1,0,20,5,RS,SP,credit_card
5.0,1,11.0,0.7857142857142857,1,25.0,714.7361111111111,1.0,294.0,0.04612244897959184,307.56,bed_bath_table,35000.0,0.16714285714285715,1.0,0.050256410256410255,1,4,0,12,11,SP,SP,credit_card
5.0,1,-10.0,-0.625,0,6.0,161.64805555555554,1.0,29.0,0.4862068965517241,43.1,watches_gifts,352.0,0.5681818181818182,3.0,0.145,0,1,0,10,2,RJ,SP,credit_card
5.0,1,-17.0,-0.7083333333333334,0,7.0,266.67027777777776,1.0,199.0,0.09884422110552765,218.67000000000002,furniture_decor,30875.0,0.07449392712550608,2.0,0.08652173913043479,0,1,0,19,2,MG,SP,boleto
4.0,1,-11.0,-0.6875,0,5.0,133.2711111111111,1.0,129.05,0.15397132894227042,148.92000000000002,furniture_decor,4352.0,0.13786764705882354,1.0,0.21508333333333335,0,3,0,15,4,SP,PR,credit_card
4.0,1,-3.0,-0.17647058823529413,0,14.0,206.79083333333332,1.0,24.5,0.6163265306122448,39.6,consoles_games,2304.0,0.06510416666666667,4.0,0.16333333333333333,0,1,0,11,11,MG,SP,credit_card
5.0,1,0.0,0.0,0,5.0,75.22777777777777,1.0,42.9,0.26386946386946386,54.22,housewares,5952.0,0.29401881720430106,1.0,0.024514285714285714,1,0,0,17,8,SP,SP,credit_card
3.0,0,-11.0,-0.4782608695652174,0,12.0,363.75694444444446,1.0,29.99,0.4811603867955985,44.42,baby,9375.0,0.064,1.0,0.04998333333333333,0,1,0,20,5,SP,MG,credit_card
4.0,1,-13.0,-0.7222222222222222,0,5.0,142.61027777777778,1.0,169.0,0.6499999999999999,278.85,pet_shop,154440.0,0.07203444703444703,1.0,0.015191011235955057,0,0,0,20,7,DF,SP,credit_card
1.0,0,11.0,0.5789473684210527,1,30.0,737.4891666666666,1.0,70.97,0.2501056784556855,88.72,toys,46080.0,0.06527777777777778,1.0,0.02359375,0,2,0,7,12,RJ,SP,boleto
1.0,0,-14.0,-0.7,0,6.0,168.9325,1.0,94.9,0.1887249736564805,112.81,pet_shop,8500.0,0.12352941176470589,6.0,0.09038095238095238,0,5,1,11,10,GO,SP,boleto
1.0,0,-13.0,-0.6190476190476191,0,8.0,220.83083333333335,1.0,52.9,0.2858223062381853,68.02,perfumery,2560.0,0.05859375,1.0,0.3526666666666667,0,4,0,16,1,SP,MG,credit_card
5.0,1,-4.0,-0.5714285714285714,0,3.0,36.96083333333333,1.0,52.9,0.1724007561436673,62.019999999999996,fashion_male_clothing,8000.0,0.08125,1.0,0.08138461538461539,1,2,0,23,8,SP,SP,boleto
5.0,1,-5.0,-0.2631578947368421,0,14.0,429.60833333333335,1.0,34.9,0.4040114613180516,49.0,furniture_decor,7728.0,0.03299689440993789,1.0,0.13686274509803922,0,6,1,23,11,RS,SP,credit_card
5.0,1,-6.0,-0.2857142857142857,0,15.0,478.62916666666666,1.0,89.9,0.2581757508342603,113.11000000000001,art,18720.0,0.08012820512820513,1.0,0.05993333333333334,0,6,1,14,3,SP,RS,credit_card
5.0,1,-11.0,-0.5789473684210527,0,8.0,254.77444444444444,1.0,79.99,0.1922740342542818,95.36999999999999,perfumery,5040.0,0.10912698412698413,1.0,0.1454363636363636,0,3,0,11,4,MG,SP,credit_card
3.0,0,-4.0,-0.5,0,4.0,80.64694444444444,1.0,149.99,0.05873724914994333,158.8,sports_leisure,11250.0,0.06222222222222222,2.0,0.21427142857142858,1,4,0,21,5,SP,SP,credit_card
4.0,1,-8.0,-0.4444444444444444,0,10.0,266.5213888888889,1.0,154.9,0.15461588121368625,178.85,bed_bath_table,51300.0,0.1627680311890838,2.0,0.018550898203592816,0,6,1,22,10,RJ,SC,credit_card
5.0,1,-3.0,-0.21428571428571427,0,11.0,153.11805555555554,1.0,79.9,0.23354192740926155,98.56,telephony,816.0,0.18382352941176472,4.0,0.5326666666666667,0,4,0,12,8,ES,SP,credit_card
5.0,1,-7.0,-0.4666666666666667,0,8.0,166.11111111111111,4.0,9.73,1.551901336073998,99.32,housewares,2904.0,0.16976584022038568,3.0,0.019736308316430022,0,4,0,18,8,MG,SP,boleto
3.0,0,-7.0,-0.875,0,1.0,22.108888888888888,1.0,29.9,0.31237458193979933,39.239999999999995,housewares,5625.0,0.08888888888888889,4.0,0.0598,1,4,0,8,8,SP,SP,boleto
4.0,1,-10.0,-0.7692307692307693,0,3.0,69.14916666666667,2.0,59.9,0.22437395659432388,146.68,housewares,32994.0,0.21215978662787174,1.0,0.008557142857142857,1,0,0,9,6,SP,SP,boleto
5.0,1,-13.0,-0.5909090909090909,0,9.0,283.6333333333333,1.0,117.3,0.323614663256607,155.26,auto,44890.0,0.09144575629316105,1.0,0.028574908647990255,0,4,0,23,11,PE,SP,boleto
5.0,1,-15.0,-0.8333333333333334,0,3.0,49.23444444444444,1.0,29.0,0.4862068965517241,43.1,watches_gifts,352.0,0.5681818181818182,3.0,0.145,0,6,1,15,12,GO,SP,voucher
4.0,1,-8.0,-0.42105263157894735,0,11.0,245.5911111111111,1.0,37.99,0.4419584101079231,54.78,garden_tools,5400.0,0.35185185185185186,1.0,0.019994736842105263,0,3,0,19,6,RJ,SC,credit_card
4.0,1,-14.0,-0.8235294117647058,0,3.0,153.08555555555554,1.0,69.99,0.33276182311758823,93.28,furniture_decor,8100.0,0.06790123456790123,6.0,0.12725454545454545,0,1,0,9,7,SC,SP,credit_card
5.0,1,7.0,0.3684210526315789,1,26.0,719.5997222222222,1.0,572.0,0.11318181818181818,636.74,cool_stuff,88360.0,0.17372114078768675,3.0,0.03726384364820847,0,1,0,10,6,GO,SP,boleto
5.0,1,-4.0,-0.3076923076923077,0,9.0,220.18527777777777,1.0,34.9,0.3928366762177651,48.61,stationery,22725.0,0.033003300330033,4.0,0.04653333333333333,1,1,0,20,3,SP,SP,credit_card
5.0,1,-4.0,-0.6666666666666666,0,2.0,69.98333333333333,1.0,64.9,0.11879815100154083,72.61,fashion_bags_accessories,880.0,0.22727272727272727,4.0,0.3245,1,3,0,8,7,SP,SP,credit_card
4.0,1,-12.0,-0.6666666666666666,0,6.0,176.49972222222223,1.0,180.0,0.09833333333333333,197.7,health_beauty,1080.0,0.18518518518518517,4.0,0.9,0,6,1,20,1,RS,RJ,boleto
5.0,1,-8.0,-0.42105263157894735,0,11.0,292.82722222222225,1.0,149.99,0.14567637842522835,171.84,baby,7500.0,0.06,1.0,0.3333111111111111,0,6,1,18,2,MA,MG,credit_card
3.0,0,-7.0,-0.3888888888888889,0,11.0,335.38694444444445,1.0,144.99,0.13587143940961444,164.69,auto,880.0,0.3409090909090909,2.0,0.4833,0,3,0,22,3,CE,SP,credit_card
5.0,1,-10.0,-0.625,0,6.0,176.2138888888889,1.0,54.9,0.3063752276867031,71.72,sports_leisure,6900.0,0.057971014492753624,3.0,0.13724999999999998,0,4,0,10,11,RJ,SC,credit_card
5.0,1,-10.0,-0.5882352941176471,0,7.0,164.81083333333333,1.0,28.9,0.5224913494809689,44.0,books_technical,1134.0,0.5291005291005291,1.0,0.04816666666666666,0,0,0,9,1,RJ,SP,debit_card
5.0,1,-6.0,-0.42857142857142855,0,8.0,265.8855555555556,1.0,220.0,0.05927272727272727,233.04,bed_bath_table,23625.0,0.14814814814814814,1.0,0.06285714285714286,1,3,0,22,7,SP,SP,credit_card
5.0,1,-14.0,-0.7368421052631579,0,5.0,167.7275,1.0,150.0,0.23060000000000003,184.59,furniture_decor,31500.0,0.12698412698412698,1.0,0.0375,0,0,0,22,4,MG,SP,credit_card
1.0,0,3.0,0.23076923076923078,1,16.0,482.34583333333336,2.0,69.9,0.2858369098712446,179.76000000000002,furniture_decor,15000.0,0.17333333333333334,6.0,0.026884615384615385,0,0,0,15,3,MG,SP,credit_card
5.0,1,-8.0,-0.6666666666666666,0,4.0,29.830555555555556,1.0,56.99,0.15300929987717143,65.71000000000001,perfumery,3360.0,0.0744047619047619,2.0,0.22796,1,3,0,21,10,SP,SP,credit_card
5.0,1,-11.0,-0.7857142857142857,0,3.0,25.649444444444445,1.0,138.0,0.1013768115942029,151.99,sports_leisure,13068.0,0.1147842056932966,1.0,0.092,1,5,1,5,7,SP,SP,credit_card
5.0,1,-21.0,-0.7241379310344828,0,8.0,185.4477777777778,1.0,112.0,0.13866071428571428,127.53,sports_leisure,1056.0,0.14204545454545456,1.0,0.7466666666666667,0,0,0,11,1,PR,SP,boleto
4.0,1,-15.0,-0.7142857142857143,0,6.0,152.74722222222223,1.0,34.9,0.5223495702005732,53.129999999999995,cool_stuff,1936.0,0.25826446280991733,3.0,0.0698,0,6,1,16,3,MG,DF,credit_card
5.0,1,-7.0,-0.6363636363636364,0,4.0,42.39805555555556,1.0,99.9,0.1326326326326326,113.15,sports_leisure,13500.0,0.11481481481481481,2.0,0.0644516129032258,1,5,1,19,1,SP,SP,credit_card
4.0,1,-17.0,-0.7391304347826086,0,6.0,166.66055555555556,1.0,549.0,0.07466302367941713,589.99,baby,136125.0,0.20826446280991737,1.0,0.019365079365079366,0,4,0,5,4,SP,PR,credit_card
4.0,1,-3.0,-0.125,0,21.0,697.3802777777778,1.0,60.0,0.8523333333333334,111.14,toys,3024.0,0.11574074074074074,1.0,0.17142857142857143,0,5,1,9,6,CE,GO,credit_card
5.0,1,-7.0,-0.5,0,7.0,187.42694444444444,1.0,89.9,0.13492769744160177,102.03,home_confort,21200.0,0.08608490566037735,1.0,0.04926027397260274,1,2,0,17,8,SP,SP,credit_card
4.0,1,-9.0,-0.6923076923076923,0,4.0,38.25861111111111,3.0,22.5,0.3874074074074074,93.65,electronics,2450.0,0.10204081632653061,1.0,0.09,1,0,0,14,2,SP,SP,credit_card
5.0,1,-3.0,-0.75,0,1.0,77.7911111111111,1.0,19.9,0.4170854271356785,28.2,bed_bath_table,3795.0,0.07905138339920949,1.0,0.06633333333333333,1,3,0,17,8,SP,SP,boleto
5.0,1,-28.0,-0.8484848484848485,0,5.0,172.0663888888889,1.0,34.9,0.6320916905444126,56.959999999999994,air_conditioning,2700.0,0.06185185185185185,2.0,0.2089820359281437,0,5,1,13,6,RJ,PR,credit_card
5.0,1,-12.0,-0.8571428571428571,0,2.0,52.45111111111111,1.0,129.0,0.14356589147286822,147.52,housewares,58621.0,0.1697343955237884,4.0,0.012964824120603015,1,6,1,14,10,MG,MG,credit_card
5.0,1,-2.0,-0.07142857142857142,0,26.0,380.1458333333333,1.0,140.0,0.1857857142857143,166.01,telephony,1840.0,0.09239130434782608,2.0,0.8235294117647058,0,3,0,13,8,PA,PR,credit_card
5.0,1,-9.0,-0.5,0,9.0,242.57416666666666,1.0,1197.9,0.1086735119792971,1328.0800000000002,luggage_accessories,177600.0,0.12725225225225226,1.0,0.053004424778761064,0,6,1,12,5,SC,SP,credit_card
5.0,1,-2.0,-0.4,0,3.0,55.7175,1.0,387.9,0.035421500386697606,401.64,sports_leisure,4000.0,0.275,5.0,0.35263636363636364,1,1,0,14,8,SP,SP,credit_card
1.0,0,18.0,1.3846153846153846,1,31.0,983.1594444444445,1.0,13.3,1.1353383458646615,28.4,fashion_bags_accessories,352.0,0.7102272727272727,2.0,0.053200000000000004,0,4,0,17,3,RJ,SP,credit_card
5.0,1,-20.0,-0.7407407407407407,0,7.0,190.01916666666668,1.0,220.33,0.11972949666409476,246.71,housewares,17280.0,0.1880787037037037,3.0,0.06779384615384616,0,6,1,11,10,SP,MG,credit_card
5.0,1,-7.0,-0.4375,0,9.0,21.9775,1.0,439.0,0.027084282460136676,450.89,consoles_games,6000.0,0.11666666666666667,2.0,0.6271428571428571,1,6,1,17,7,SP,SP,voucher
4.0,1,-9.0,-0.5,0,9.0,289.6694444444444,1.0,69.99,0.23917702528932705,86.72999999999999,cool_stuff,15750.0,0.06666666666666667,1.0,0.06665714285714285,0,1,0,14,5,RS,SP,credit_card
5.0,1,-8.0,-0.7272727272727273,0,3.0,81.65222222222222,2.0,64.9,0.15023112480739598,149.3,health_beauty,1200.0,0.20833333333333334,1.0,0.2596,1,2,0,11,5,SP,SP,voucher
5.0,1,-14.0,-0.7777777777777778,0,4.0,80.43111111111111,1.0,94.9,0.14520547945205478,108.68,toys,19602.0,0.05137230894806653,1.0,0.09424031777557101,0,4,0,0,6,SP,PR,debit_card
5.0,1,-8.0,-0.4444444444444444,0,10.0,210.70027777777779,1.0,59.9,0.1989983305509182,71.82,telephony,1638.0,0.1221001221001221,5.0,0.2995,1,3,0,20,12,SP,SP,credit_card
5.0,1,-7.0,-0.5384615384615384,0,6.0,165.1275,1.0,278.0,0.05176258992805756,292.39,watches_gifts,3042.0,0.11932938856015779,4.0,0.7658402203856749,1,1,0,20,5,SP,SP,credit_card
5.0,1,-8.0,-0.6666666666666666,0,4.0,73.09083333333334,1.0,19.9,0.5954773869346733,31.75,telephony,2700.0,0.07407407407407407,2.0,0.09949999999999999,1,0,0,21,10,SP,SP,credit_card
5.0,1,-12.0,-0.8571428571428571,0,2.0,150.47861111111112,1.0,129.9,0.27821401077752117,166.04000000000002,toys,60000.0,0.09,7.0,0.024055555555555556,0,5,1,13,6,SP,PR,boleto
3.0,0,-13.0,-0.6842105263157895,0,6.0,184.1536111111111,1.0,49.9,0.31462925851703405,65.6,toys,16128.0,0.046875,3.0,0.066005291005291,0,1,0,21,2,SC,PR,boleto
5.0,1,-10.0,-0.7142857142857143,0,4.0,141.35444444444445,1.0,39.9,0.3786967418546366,55.01,costruction_tools_garden,8190.0,0.07484737484737485,1.0,0.06508972267536704,0,6,1,12,11,DF,SP,boleto
5.0,1,-5.0,-0.7142857142857143,0,2.0,47.46805555555556,2.0,83.0,0.11373493975903613,184.88,books_imported,1276.0,0.54858934169279,1.0,0.11857142857142858,1,0,0,15,9,SP,SP,boleto
2.0,0,-10.0,-0.7692307692307693,0,3.0,118.64583333333333,1.0,115.0,0.11434782608695652,128.15,sports_leisure,13068.0,0.09565350474441384,1.0,0.092,1,2,0,14,5,SP,SP,boleto
5.0,1,-45.0,-0.9,0,5.0,132.8625,1.0,123.62,0.10685973143504288,136.83,perfumery,8778.0,0.06265664160401002,1.0,0.22476363636363636,1,5,1,20,1,SP,SP,credit_card
