order_id,payment_sequential,payment_installments,payment_value,payment_type_boleto,payment_type_credit_card,payment_type_debit_card,payment_type_not_defined,payment_type_voucher
ORD_51878,1,1,165.48,True,False,False,False,False
ORD_86125,1,1,76.57,True,False,False,False,False
ORD_13568,1,1,135.58,False,True,False,False,False
ORD_71417,1,1,70.27,True,False,False,False,False
ORD_55908,1,1,36.1,False,True,False,False,False
ORD_97272,4,1,8.46,False,False,False,False,True
ORD_31250,1,2,42.84,False,True,False,False,False
ORD_63585,1,1,348.07,True,False,False,False,False
ORD_6448,1,4,223.54,False,True,False,False,False
ORD_3854,1,1,56.86,False,True,False,False,False
ORD_40006,1,1,96.61,False,True,False,False,False
ORD_26400,1,6,69.29,False,True,False,False,False
ORD_29884,1,1,138.73,True,False,False,False,False
ORD_63748,1,11,135.34,False,True,False,False,False
ORD_1074,1,1,145.57,True,False,False,False,False
ORD_54098,1,1,154.1,True,False,False,False,False
ORD_30034,1,3,100.82,False,True,False,False,False
ORD_73410,1,2,53.33,False,True,False,False,False
ORD_63675,1,1,190.3,True,False,False,False,False
ORD_59340,1,1,131.46,False,True,False,False,False
ORD_14253,1,8,175.55,False,True,False,False,False
ORD_88552,1,1,3.58,False,True,False,False,False
ORD_18516,1,1,46.0,False,True,False,False,False
ORD_25406,2,1,4.59,False,False,False,False,True
ORD_1998,1,1,144.13,True,False,False,False,False
ORD_5355,1,1,77.57,True,False,False,False,False
ORD_96901,1,10,551.49,False,True,False,False,False
ORD_22363,1,1,25.72,True,False,False,False,False
ORD_12174,1,1,185.94,True,False,False,False,False
ORD_35318,1,4,78.73,False,True,False,False,False
ORD_92451,1,3,178.85,False,True,False,False,False
ORD_49396,1,1,28.1,True,False,False,False,False
ORD_8904,1,2,43.1,False,True,False,False,False
ORD_67578,1,1,110.74,True,False,False,False,False
ORD_76941,1,10,2734.66,False,True,False,False,False
ORD_54804,1,5,53.57,False,True,False,False,False
ORD_5129,1,10,157.22,False,True,False,False,False
ORD_54523,1,1,300.12,False,True,False,False,False
ORD_8347,1,1,28.88,False,True,False,False,False
ORD_23236,1,5,231.41,False,True,False,False,False
ORD_65642,1,2,301.66,False,True,False,False,False
ORD_5187,1,6,65.05,False,True,False,False,False
ORD_56479,1,1,32.78,True,False,False,False,False
ORD_53617,1,8,127.38,False,True,False,False,False
ORD_57671,1,3,37.78,False,True,False,False,False
ORD_19977,1,1,82.03,False,True,False,False,False
ORD_16008,1,1,34.05,False,True,False,False,False
ORD_11931,1,2,27.84,False,True,False,False,False
ORD_1900,1,1,199.51,False,True,False,False,False
ORD_65464,1,4,100.63,False,True,False,False,False
ORD_25313,2,1,35.4,False,False,False,False,True
ORD_30693,1,1,64.14,True,False,False,False,False
ORD_66674,1,6,198.93,False,True,False,False,False
ORD_13907,1,3,147.45,False,True,False,False,False
ORD_66506,1,1,102.3,False,True,False,False,False
ORD_6955,1,1,34.0,False,True,False,False,False
ORD_90737,1,1,80.85,True,False,False,False,False
ORD_70220,1,5,50.35,False,True,False,False,False
ORD_65245,1,2,125.77,False,True,False,False,False
ORD_60603,1,1,84.13,True,False,False,False,False
ORD_66386,1,1,78.65,True,False,False,False,False
ORD_66473,1,1,47.13,False,True,False,False,False
ORD_2147,1,10,137.09,False,True,False,False,False
ORD_62048,1,1,108.86,False,True,False,False,False
ORD_41237,1,3,266.5,False,True,False,False,False
ORD_50261,1,3,64.34,False,True,False,False,False
ORD_39181,1,1,48.0,False,True,False,False,False
ORD_57431,1,1,84.62,False,True,False,False,False
ORD_83116,1,2,57.59,False,True,False,False,False
ORD_50555,1,1,142.49,True,False,False,False,False
ORD_49662,1,6,209.45,False,True,False,False,False
ORD_82277,1,3,73.03,False,True,False,False,False
ORD_21769,1,4,42.22,False,True,False,False,False
ORD_48384,1,1,74.27,False,True,False,False,False
ORD_85725,1,1,40.84,False,True,False,False,False
ORD_57014,1,1,55.58,False,True,False,False,False
ORD_71652,1,3,65.43,False,True,False,False,False
ORD_93939,1,2,295.26,False,True,False,False,False
ORD_83905,1,1,21.01,False,True,False,False,False
ORD_67483,1,1,115.45,False,True,False,False,False
ORD_33391,1,4,326.57,False,True,False,False,False
ORD_72338,1,1,31.22,True,False,False,False,False
ORD_85693,1,1,74.07,True,False,False,False,False
ORD_55657,1,1,99.9,True,False,False,False,False
ORD_97321,1,1,107.66,False,True,False,False,False
ORD_95595,1,8,163.79,False,True,False,False,False
ORD_41585,1,1,7.83,False,False,False,False,True
ORD_39631,1,3,39.13,False,True,False,False,False
ORD_89295,1,1,22.36,False,False,True,False,False
ORD_45159,1,2,65.71,False,True,False,False,False
ORD_22168,1,8,120.22,False,True,False,False,False
ORD_21344,1,3,109.24,False,True,False,False,False
ORD_54759,1,1,188.27,False,True,False,False,False
ORD_5928,1,1,131.73,True,False,False,False,False
ORD_86243,1,1,102.36,False,True,False,False,False
ORD_70410,1,1,23.54,False,True,False,False,False
ORD_51946,1,1,153.61,False,False,False,False,True
ORD_49739,1,1,61.4,True,False,False,False,False
ORD_71877,1,1,90.66,False,True,False,False,False
ORD_83624,1,1,134.55,False,True,False,False,False
ORD_42534,1,1,44.48,False,True,False,False,False
ORD_77178,1,1,207.7,True,False,False,False,False
ORD_74065,1,1,550.93,False,True,False,False,False
ORD_24061,1,4,105.38,False,True,False,False,False
ORD_37584,1,6,141.44,False,True,False,False,False
ORD_67232,1,3,640.89,False,True,False,False,False
ORD_94311,1,6,73.43,False,True,False,False,False
ORD_3666,1,2,56.05,False,True,False,False,False
ORD_28008,1,4,278.16,False,True,False,False,False
ORD_49560,1,4,100.19,False,True,False,False,False
ORD_6632,1,2,93.3,False,True,False,False,False
ORD_15024,2,4,51.38,False,True,False,False,False
ORD_25914,1,3,37.72,False,True,False,False,False
ORD_29382,1,6,85.03,False,True,False,False,False
ORD_25324,1,5,72.76,False,True,False,False,False
ORD_530,1,2,131.05,False,True,False,False,False
ORD_28448,1,1,41.78,True,False,False,False,False
ORD_40244,1,10,636.74,False,True,False,False,False
ORD_19159,1,1,72.66,False,True,False,False,False
ORD_71288,1,1,139.62,True,False,False,False,False
ORD_25595,1,1,37.23,True,False,False,False,False
ORD_90501,1,1,112.79,False,True,False,False,False
ORD_68009,1,5,189.04,False,True,False,False,False
ORD_39628,1,3,36.35,False,True,False,False,False
ORD_74668,1,1,149.14,True,False,False,False,False
ORD_6194,1,5,198.57,False,True,False,False,False
ORD_85746,1,1,44.32,True,False,False,False,False
ORD_31095,1,1,63.22,False,True,False,False,False
ORD_63059,1,1,96.65,False,True,False,False,False
ORD_28423,1,4,137.99,False,True,False,False,False
ORD_2511,1,1,52.47,False,True,False,False,False
ORD_78958,1,8,428.8,False,True,False,False,False
ORD_56653,1,1,183.97,False,True,False,False,False
ORD_51191,1,4,221.07,False,True,False,False,False
ORD_98273,1,4,114.33,False,True,False,False,False
ORD_24700,1,1,404.06,False,True,False,False,False
ORD_52827,1,1,36.46,True,False,False,False,False
ORD_56607,4,1,12.8,False,False,False,False,True
ORD_66204,1,5,101.39,False,True,False,False,False
ORD_68798,1,1,223.26,False,True,False,False,False
ORD_74578,1,3,87.71,False,True,False,False,False
ORD_19727,1,1,40.13,False,True,False,False,False
ORD_29316,1,3,214.27,False,True,False,False,False
ORD_26848,1,10,151.49,False,True,False,False,False
ORD_41427,1,1,78.65,False,True,False,False,False
ORD_62985,1,6,110.66,False,True,False,False,False
ORD_80590,1,5,353.4,False,True,False,False,False
ORD_49208,2,1,200.0,False,False,False,False,True
ORD_75396,1,4,219.63,False,True,False,False,False
ORD_82442,1,2,81.16,False,True,False,False,False
ORD_58335,1,1,130.28,True,False,False,False,False
ORD_4656,1,1,92.85,False,True,False,False,False
ORD_83007,1,6,67.3,False,True,False,False,False
ORD_95214,1,1,55.22,False,True,False,False,False
ORD_73343,1,6,67.22,False,True,False,False,False
ORD_27082,1,1,301.46,True,False,False,False,False
ORD_21089,1,10,1075.83,False,True,False,False,False
ORD_70247,1,1,307.8,True,False,False,False,False
ORD_7695,17,1,1.23,False,False,False,False,True
ORD_62530,1,1,93.79,True,False,False,False,False
ORD_61303,1,1,21.36,False,True,False,False,False
ORD_78305,1,2,78.01,False,True,False,False,False
ORD_39260,1,5,107.8,False,True,False,False,False
ORD_44370,1,10,273.22,False,True,False,False,False
ORD_71590,1,1,376.0,False,True,False,False,False
ORD_16561,1,1,77.04,False,True,False,False,False
ORD_84652,1,6,357.74,False,True,False,False,False
ORD_96028,1,1,92.9,True,False,False,False,False
ORD_92130,1,1,20.82,False,False,True,False,False
ORD_92748,1,1,155.67,False,False,True,False,False
ORD_98570,1,2,192.9,False,True,False,False,False
ORD_58168,1,2,111.67,False,True,False,False,False
ORD_62187,1,1,75.48,False,True,False,False,False
ORD_46597,1,10,649.82,False,True,False,False,False
ORD_57865,1,1,87.64,True,False,False,False,False
ORD_26707,1,1,111.78,True,False,False,False,False
ORD_53855,1,6,65.11,False,True,False,False,False
ORD_11622,1,1,63.72,False,False,False,False,True
ORD_52246,1,10,577.92,False,True,False,False,False
ORD_60493,1,2,157.36,False,True,False,False,False
ORD_49178,2,1,100.0,False,False,False,False,True
ORD_60499,1,2,175.77,False,True,False,False,False
ORD_72294,1,3,127.66,False,True,False,False,False
ORD_64927,1,1,116.17,False,True,False,False,False
ORD_59837,1,1,20.75,True,False,False,False,False
ORD_59746,1,1,146.36,True,False,False,False,False
ORD_44313,1,6,338.78,False,True,False,False,False
ORD_95719,1,1,118.67,False,True,False,False,False
ORD_86036,1,1,175.87,False,True,False,False,False
ORD_42754,1,6,126.2,False,True,False,False,False
ORD_23314,1,1,21.43,False,True,False,False,False
ORD_27694,1,1,57.58,True,False,False,False,False
ORD_94642,1,5,60.09,False,True,False,False,False
ORD_36304,1,1,119.57,False,True,False,False,False
ORD_9562,2,1,899.99,False,False,False,False,True
ORD_19948,2,1,2.84,False,False,False,False,True
ORD_17654,1,1,362.48,True,False,False,False,False
ORD_25322,1,3,122.17,False,True,False,False,False
ORD_6252,1,2,168.52,False,True,False,False,False
ORD_24980,1,1,119.64,False,True,False,False,False
ORD_3853,1,1,109.5,True,False,False,False,False
ORD_50325,1,2,108.1,False,True,False,False,False
ORD_31501,1,1,118.63,False,True,False,False,False
ORD_99381,1,2,109.3,False,True,False,False,False
ORD_37691,1,1,25.0,True,False,False,False,False
ORD_61380,1,3,208.48,False,True,False,False,False
ORD_90510,1,3,84.23,False,True,False,False,False
ORD_907,1,3,87.13,False,True,False,False,False
ORD_88721,1,1,116.23,True,False,False,False,False
ORD_21015,1,10,255.83,False,True,False,False,False
ORD_54322,1,3,260.77,False,True,False,False,False
ORD_76793,1,5,266.4,False,True,False,False,False
ORD_21713,1,8,227.38,False,True,False,False,False
ORD_48439,1,2,76.39,False,True,False,False,False
ORD_81097,1,3,614.02,False,True,False,False,False
ORD_30422,1,4,135.46,False,True,False,False,False
ORD_29405,1,1,310.29,True,False,False,False,False
ORD_6652,1,1,85.15,False,False,True,False,False
ORD_22178,1,1,17.78,False,False,False,False,True
ORD_57779,1,1,135.49,False,True,False,False,False
ORD_86458,1,1,43.09,False,True,False,False,False
ORD_40126,1,1,82.33,False,True,False,False,False
ORD_34102,1,2,47.44,False,True,False,False,False
ORD_26210,1,10,442.29,False,True,False,False,False
ORD_85843,1,1,166.96,False,True,False,False,False
ORD_98613,1,6,68.57,False,True,False,False,False
ORD_81416,1,10,111.89,False,True,False,False,False
ORD_26289,1,1,160.28,True,False,False,False,False
ORD_84538,1,7,76.07,False,True,False,False,False
ORD_75749,1,2,81.34,False,True,False,False,False
ORD_61514,1,1,320.96,True,False,False,False,False
ORD_22837,1,1,30.1,False,True,False,False,False
ORD_62967,1,6,194.0,False,True,False,False,False
ORD_7418,1,1,101.93,True,False,False,False,False
ORD_68631,1,1,138.17,True,False,False,False,False
ORD_29853,2,1,133.0,False,True,False,False,False
ORD_83812,8,1,2.96,False,False,False,False,True
ORD_24335,1,2,65.92,False,True,False,False,False
ORD_69810,1,1,301.44,True,False,False,False,False
ORD_41945,1,1,20.34,True,False,False,False,False
ORD_78064,1,1,96.8,False,True,False,False,False
ORD_23936,1,4,160.17,False,True,False,False,False
ORD_67220,1,1,64.0,False,True,False,False,False
ORD_51237,1,1,40.68,True,False,False,False,False
ORD_19090,1,1,193.83,False,False,True,False,False
ORD_9503,1,1,433.81,True,False,False,False,False
ORD_12515,1,4,67.3,False,True,False,False,False
ORD_15486,1,3,186.16,False,True,False,False,False
ORD_96482,1,1,359.91,True,False,False,False,False
ORD_74754,1,6,299.98,False,True,False,False,False
ORD_23095,1,1,28.89,False,True,False,False,False
ORD_16936,1,1,10.19,False,True,False,False,False
ORD_8332,1,1,24.97,False,True,False,False,False
ORD_88349,1,3,278.16,False,True,False,False,False
ORD_95390,1,10,117.18,False,True,False,False,False
ORD_57803,1,3,94.26,False,True,False,False,False
ORD_4946,1,1,25.78,True,False,False,False,False
ORD_61976,1,4,65.9,False,True,False,False,False
ORD_70866,1,20,578.82,False,True,False,False,False
ORD_52473,2,1,66.0,False,False,False,False,True
ORD_84145,1,5,136.71,False,True,False,False,False
ORD_58975,1,1,108.11,False,True,False,False,False
ORD_18761,1,1,21.48,False,True,False,False,False
ORD_63014,1,4,67.58,False,True,False,False,False
ORD_58014,1,3,195.81,False,True,False,False,False
ORD_15842,1,1,158.31,False,True,False,False,False
ORD_30032,1,1,259.68,True,False,False,False,False
ORD_67802,1,1,95.37,False,True,False,False,False
ORD_5400,1,1,26.29,False,True,False,False,False
ORD_93737,1,8,386.66,False,True,False,False,False
ORD_79433,1,1,311.19,True,False,False,False,False
ORD_24713,1,9,886.96,False,True,False,False,False
ORD_92743,1,1,225.63,True,False,False,False,False
ORD_58426,1,1,39.92,False,True,False,False,False
ORD_91695,1,1,142.1,False,True,False,False,False
ORD_1380,2,1,127.94,False,False,False,False,True
ORD_73442,1,1,76.37,False,True,False,False,False
ORD_41286,1,4,204.76,False,True,False,False,False
ORD_44159,1,1,129.53,False,True,False,False,False
ORD_56981,1,4,146.45,False,True,False,False,False
ORD_11038,1,1,36.96,False,True,False,False,False
ORD_44665,1,4,114.44,False,True,False,False,False
ORD_45364,1,1,104.85,True,False,False,False,False
ORD_64025,1,3,129.35,False,True,False,False,False
ORD_69702,1,5,216.29,False,True,False,False,False
ORD_71278,1,1,178.03,False,True,False,False,False
ORD_93562,1,2,114.77,False,True,False,False,False
ORD_54912,1,10,167.51,False,True,False,False,False
ORD_21334,1,2,131.94,False,True,False,False,False
ORD_60692,1,1,83.12,False,False,True,False,False
ORD_71836,1,2,21.72,False,True,False,False,False
ORD_39503,1,2,133.05,False,True,False,False,False
ORD_53607,1,3,137.5,False,True,False,False,False
ORD_50350,1,1,46.14,False,True,False,False,False
ORD_37210,3,1,36.38,False,False,False,False,True
ORD_85180,1,2,131.51,False,True,False,False,False
ORD_25371,1,1,45.65,False,True,False,False,False
ORD_15585,1,4,176.2,False,True,False,False,False
ORD_1462,1,5,77.03,False,True,False,False,False
ORD_35828,1,1,87.55,False,True,False,False,False
ORD_15080,1,10,811.46,False,True,False,False,False
ORD_69057,1,3,135.53,False,True,False,False,False
ORD_54685,2,1,3.07,False,False,False,False,True
ORD_17799,1,2,249.02,False,True,False,False,False
ORD_60981,1,8,208.23,False,True,False,False,False
ORD_79823,1,1,77.28,False,True,False,False,False
ORD_86529,1,1,53.0,False,True,False,False,False
ORD_39269,1,1,72.65,False,False,False,False,True
ORD_60811,1,1,92.44,False,True,False,False,False
ORD_52975,1,10,756.49,False,True,False,False,False
ORD_53614,1,1,1006.12,False,True,False,False,False
ORD_64587,1,11,167.94,False,True,False,False,False
ORD_79785,1,4,447.68,False,True,False,False,False
ORD_9588,1,3,113.89,False,True,False,False,False
ORD_60214,1,3,102.23,False,True,False,False,False
ORD_69595,1,10,344.61,False,True,False,False,False
ORD_72922,1,2,134.99,False,True,False,False,False
ORD_88726,1,1,89.79,False,False,True,False,False
ORD_20065,1,1,154.67,False,True,False,False,False
ORD_66722,1,1,43.7,True,False,False,False,False
ORD_86997,1,3,91.03,False,True,False,False,False
ORD_4105,1,4,106.97,False,True,False,False,False
ORD_41805,1,1,139.46,False,False,True,False,False
ORD_1961,1,10,239.42,False,True,False,False,False
ORD_39148,1,6,124.52,False,True,False,False,False
ORD_28485,4,1,0.34,False,False,False,False,True
ORD_27816,1,10,345.07,False,True,False,False,False
ORD_97742,1,1,108.19,True,False,False,False,False
ORD_83027,1,1,317.99,True,False,False,False,False
ORD_4940,1,1,139.22,False,False,False,False,True
ORD_34993,1,1,24.1,False,True,False,False,False
ORD_83899,1,1,106.36,False,True,False,False,False
ORD_49729,1,1,44.38,False,True,False,False,False
ORD_98969,1,8,128.97,False,True,False,False,False
ORD_3931,1,4,205.07,False,True,False,False,False
ORD_59788,1,3,128.5,False,True,False,False,False
ORD_10859,1,10,190.46,False,True,False,False,False
ORD_63449,1,8,927.28,False,True,False,False,False
ORD_19654,1,1,49.44,False,True,False,False,False
ORD_14933,1,4,204.6,False,True,False,False,False
ORD_71875,1,1,73.34,False,True,False,False,False
ORD_55357,1,6,68.73,False,True,False,False,False
ORD_80501,1,10,192.14,False,True,False,False,False
ORD_45852,1,1,41.84,False,True,False,False,False
ORD_26177,1,8,242.37,False,True,False,False,False
ORD_31061,1,8,235.26,False,True,False,False,False
ORD_3951,1,6,146.35,False,True,False,False,False
ORD_66480,1,1,86.15,False,True,False,False,False
ORD_16779,1,6,94.31,False,True,False,False,False
ORD_17936,1,10,215.05,False,True,False,False,False
ORD_88000,1,1,35.69,False,True,False,False,False
ORD_8647,1,1,91.23,False,True,False,False,False
ORD_68963,1,10,715.28,False,True,False,False,False
ORD_75629,1,1,60.53,False,True,False,False,False
ORD_78479,1,1,37.29,False,False,False,False,True
ORD_38533,1,5,175.42,False,True,False,False,False
ORD_7947,1,3,58.59,False,True,False,False,False
ORD_63294,1,1,168.63,False,True,False,False,False
ORD_62260,1,4,42.51,False,True,False,False,False
ORD_47813,1,2,61.0,False,True,False,False,False
ORD_62333,1,2,101.78,False,True,False,False,False
ORD_62668,3,1,43.98,False,False,False,False,True
ORD_13020,1,1,213.38,True,False,False,False,False
ORD_66690,1,4,128.62,False,True,False,False,False
ORD_43592,1,3,33.59,False,True,False,False,False
ORD_26003,1,3,35.44,False,True,False,False,False
ORD_3468,1,1,31.35,False,True,False,False,False
ORD_76097,1,1,115.44,True,False,False,False,False
ORD_71649,1,3,35.09,False,True,False,False,False
ORD_81878,1,4,313.5,False,True,False,False,False
ORD_15889,1,2,138.03,False,True,False,False,False
ORD_46810,1,1,69.31,False,False,True,False,False
ORD_86323,1,10,173.77,False,True,False,False,False
ORD_21432,1,10,100.58,False,True,False,False,False
ORD_64672,1,1,140.52,False,True,False,False,False
ORD_81277,1,3,49.51,False,True,False,False,False
ORD_61819,1,1,87.64,False,True,False,False,False
ORD_78175,1,1,35.69,False,True,False,False,False
ORD_25912,1,2,86.53,False,True,False,False,False
ORD_29374,1,1,100.38,True,False,False,False,False
ORD_19579,1,8,206.61,False,True,False,False,False
ORD_46707,1,2,53.14,False,True,False,False,False
ORD_75408,1,5,136.6,False,True,False,False,False
ORD_6122,1,1,35.14,True,False,False,False,False
ORD_36219,1,3,67.19,False,True,False,False,False
ORD_21382,1,2,64.0,False,True,False,False,False
ORD_22282,1,1,280.44,True,False,False,False,False
ORD_55197,1,6,79.75,False,True,False,False,False
ORD_13977,1,2,106.66,False,True,False,False,False
ORD_27492,1,1,50.86,False,True,False,False,False
ORD_36250,1,1,81.63,False,True,False,False,False
ORD_76566,1,1,63.13,True,False,False,False,False
ORD_81073,1,4,128.22,False,True,False,False,False
ORD_14946,1,1,136.99,True,False,False,False,False
ORD_80219,1,8,491.98,False,True,False,False,False
ORD_80939,3,1,20.59,False,False,False,False,True
ORD_62406,1,2,70.72,False,True,False,False,False
ORD_35421,1,1,247.48,False,True,False,False,False
ORD_87793,1,4,85.14,False,True,False,False,False
ORD_43017,1,10,2574.38,False,True,False,False,False
ORD_97595,1,1,101.93,False,True,False,False,False
ORD_76887,1,2,344.05,False,True,False,False,False
ORD_58833,1,1,167.43,True,False,False,False,False
ORD_43258,1,5,157.24,False,True,False,False,False
ORD_14135,1,4,239.64,False,True,False,False,False
ORD_57694,1,2,260.37,False,True,False,False,False
ORD_75346,1,1,123.69,True,False,False,False,False
ORD_21152,1,1,69.73,True,False,False,False,False
ORD_51244,1,6,230.65,False,True,False,False,False
ORD_82250,1,1,48.84,False,True,False,False,False
ORD_35200,1,6,1354.06,False,True,False,False,False
ORD_44984,1,1,30.43,False,True,False,False,False
ORD_66915,1,8,84.84,False,True,False,False,False
ORD_33941,1,5,76.64,False,True,False,False,False
ORD_52313,2,1,54.98,False,False,False,False,True
ORD_66027,1,4,182.14,False,True,False,False,False
ORD_34145,1,1,54.05,True,False,False,False,False
ORD_11752,1,5,86.05,False,True,False,False,False
ORD_4864,1,1,243.01,True,False,False,False,False
ORD_96526,1,1,64.23,False,True,False,False,False
ORD_32119,1,8,94.29,False,True,False,False,False
ORD_30868,1,1,112.51,False,True,False,False,False
ORD_89053,1,1,34.1,False,False,True,False,False
ORD_48416,1,1,219.87,False,True,False,False,False
ORD_62481,1,6,153.43,False,True,False,False,False
ORD_73999,1,4,191.75,False,True,False,False,False
ORD_19467,1,10,105.4,False,True,False,False,False
ORD_98734,1,4,193.84,False,True,False,False,False
ORD_26821,1,1,102.13,False,True,False,False,False
ORD_71404,1,1,50.09,True,False,False,False,False
ORD_48145,1,1,117.94,True,False,False,False,False
ORD_35717,1,1,65.43,False,True,False,False,False
ORD_64160,1,1,8.2,False,True,False,False,False
ORD_36783,1,1,415.75,False,True,False,False,False
ORD_59358,1,8,227.84,False,True,False,False,False
ORD_38502,1,1,58.18,False,True,False,False,False
ORD_64963,1,3,270.19,False,True,False,False,False
ORD_29068,1,2,72.86,False,True,False,False,False
ORD_74802,1,2,53.8,False,True,False,False,False
ORD_98860,1,1,53.96,False,True,False,False,False
ORD_75055,1,10,143.36,False,True,False,False,False
ORD_79448,1,10,242.1,False,True,False,False,False
ORD_70438,1,3,147.15,False,True,False,False,False
ORD_65051,2,1,96.31,False,False,False,False,True
ORD_57234,1,2,193.6,False,True,False,False,False
ORD_96996,1,1,31.88,True,False,False,False,False
ORD_44827,1,1,52.26,True,False,False,False,False
ORD_21404,1,1,16.87,False,True,False,False,False
ORD_53645,1,1,41.41,True,False,False,False,False
ORD_64967,1,5,53.27,False,True,False,False,False
ORD_83987,1,1,80.9,False,True,False,False,False
ORD_24034,1,1,115.94,False,True,False,False,False
ORD_79658,1,2,778.47,False,True,False,False,False
ORD_86659,1,3,175.86,False,True,False,False,False
ORD_86861,1,6,82.88,False,True,False,False,False
ORD_91826,1,5,192.56,False,True,False,False,False
ORD_16146,1,1,188.78,True,False,False,False,False
ORD_84346,1,1,179.41,True,False,False,False,False
ORD_76676,1,1,114.42,False,True,False,False,False
ORD_66608,1,3,130.46,False,True,False,False,False
ORD_47254,1,1,265.12,True,False,False,False,False
ORD_43926,1,10,158.28,False,True,False,False,False
ORD_16746,1,3,81.67,False,True,False,False,False
ORD_62915,1,7,147.37,False,True,False,False,False
ORD_96092,1,4,95.58,False,True,False,False,False
ORD_5401,1,1,20.19,True,False,False,False,False
ORD_25601,1,3,214.77,False,True,False,False,False
ORD_58976,1,3,87.27,False,True,False,False,False
ORD_26347,1,2,146.68,False,True,False,False,False
ORD_56848,1,1,73.34,True,False,False,False,False
ORD_7033,1,4,217.64,False,True,False,False,False
ORD_30574,1,1,199.02,False,True,False,False,False
ORD_68777,1,1,112.73,True,False,False,False,False
ORD_80507,1,1,227.51,True,False,False,False,False
ORD_77221,1,1,158.22,True,False,False,False,False
ORD_5952,1,1,96.19,True,False,False,False,False
ORD_11435,1,1,68.87,False,True,False,False,False
ORD_16309,1,1,111.02,True,False,False,False,False
ORD_22917,1,1,116.17,False,False,True,False,False
ORD_33212,1,1,150.6,False,True,False,False,False
ORD_95786,1,1,45.0,False,True,False,False,False
ORD_93777,1,1,59.93,False,False,False,False,True
ORD_66656,1,1,53.95,True,False,False,False,False
ORD_3680,1,10,606.08,False,True,False,False,False
ORD_57839,1,2,115.92,False,True,False,False,False
ORD_69828,1,2,105.53,False,True,False,False,False
ORD_25815,1,1,37.09,False,True,False,False,False
ORD_5416,1,2,27.19,False,True,False,False,False
ORD_50559,1,8,1288.74,False,True,False,False,False
ORD_85012,1,6,153.0,False,True,False,False,False
ORD_43176,1,1,137.66,True,False,False,False,False
ORD_70887,1,1,77.51,False,True,False,False,False
ORD_95635,1,1,111.22,True,False,False,False,False
ORD_62890,1,1,102.26,False,True,False,False,False
ORD_51225,1,5,165.04,False,True,False,False,False
ORD_79962,1,2,157.74,False,True,False,False,False
ORD_75576,1,3,34.51,False,True,False,False,False
ORD_48536,1,1,41.84,False,True,False,False,False
ORD_38023,1,2,52.5,False,True,False,False,False
ORD_92073,1,1,96.37,True,False,False,False,False
ORD_40910,1,3,228.86,False,True,False,False,False
ORD_87892,1,10,1373.83,False,True,False,False,False
ORD_54522,1,8,232.03,False,True,False,False,False
ORD_19078,1,2,101.18,False,True,False,False,False
ORD_4282,1,10,1343.44,False,True,False,False,False
ORD_63112,2,1,1.4,False,False,False,False,True
ORD_18709,1,1,50.35,True,False,False,False,False
ORD_79665,1,1,39.25,False,True,False,False,False
ORD_27906,1,1,152.35,True,False,False,False,False
ORD_45175,1,3,168.94,False,True,False,False,False
ORD_29243,1,1,118.67,True,False,False,False,False
ORD_99365,1,1,127.24,True,False,False,False,False
ORD_88113,1,8,109.38,False,True,False,False,False
ORD_3511,1,7,415.44,False,True,False,False,False
ORD_33760,1,1,22.79,False,True,False,False,False
ORD_54874,1,1,74.17,False,True,False,False,False
ORD_4529,1,1,20.68,False,True,False,False,False
ORD_36393,1,10,1021.24,False,True,False,False,False
ORD_71031,2,1,17.57,False,False,False,False,True
ORD_55725,1,2,21.78,False,True,False,False,False
ORD_21272,1,3,98.79,False,True,False,False,False
ORD_57473,1,1,117.57,True,False,False,False,False
ORD_78824,1,1,111.76,True,False,False,False,False
ORD_30933,1,3,68.19,False,True,False,False,False
ORD_67510,1,1,53.52,True,False,False,False,False
ORD_4457,1,3,268.62,False,True,False,False,False
ORD_29494,1,1,215.14,True,False,False,False,False
ORD_11536,1,3,645.68,False,True,False,False,False
ORD_13139,1,1,39.34,True,False,False,False,False
ORD_30630,1,1,116.43,True,False,False,False,False
ORD_63973,1,1,55.75,True,False,False,False,False
ORD_3712,1,2,83.71,False,True,False,False,False
ORD_20651,1,10,283.2,False,True,False,False,False
ORD_80040,1,1,24.89,False,True,False,False,False
ORD_71621,1,3,162.41,False,True,False,False,False
ORD_74798,1,4,40.85,False,True,False,False,False
ORD_17013,1,3,138.14,False,True,False,False,False
ORD_19746,2,4,45.16,False,True,False,False,False
ORD_52771,1,1,91.07,True,False,False,False,False
ORD_28344,1,1,116.94,True,False,False,False,False
ORD_45055,1,5,1400.03,False,True,False,False,False
ORD_58925,1,1,36.22,True,False,False,False,False
ORD_37212,1,2,74.38,False,True,False,False,False
ORD_22343,1,2,329.45,False,True,False,False,False
ORD_71644,1,1,57.1,True,False,False,False,False
ORD_76086,1,1,119.79,True,False,False,False,False
ORD_10747,1,4,44.73,False,True,False,False,False
ORD_98295,1,2,189.19,False,True,False,False,False
ORD_45834,1,1,50.12,False,True,False,False,False
ORD_2161,1,1,35.42,False,False,True,False,False
ORD_85802,1,1,53.0,False,True,False,False,False
ORD_27422,1,1,133.27,False,True,False,False,False
ORD_20892,1,1,27.75,False,True,False,False,False
ORD_87533,1,1,249.49,False,False,False,False,True
ORD_29175,1,1,64.03,False,True,False,False,False
ORD_74008,1,1,106.5,False,True,False,False,False
