customer_id,customer_zip_code_prefix,customer_city,customer_state
CUS_20900,21061,3155,18
CUS_20901,95320,2526,22
CUS_20902,9840,3428,25
CUS_20903,22790,3155,18
CUS_20904,5594,3597,25
CUS_20905,29162,3690,7
CUS_20906,15400,2578,25
CUS_20907,24358,2461,18
CUS_20908,7244,1529,25
CUS_20909,8573,1828,25
CUS_20910,78850,3026,12
CUS_20911,9920,1172,25
CUS_20912,41920,3247,4
CUS_20913,20960,3155,18
CUS_20914,25946,1495,18
CUS_20915,1008,3597,25
CUS_20916,27542,3100,18
CUS_20917,57442,2576,1
CUS_20918,38010,3949,10
CUS_20919,4523,3597,25
CUS_20920,70736,558,6
CUS_20921,16370,3030,25
CUS_20922,35930,1981,10
CUS_20923,25780,3552,18
CUS_20924,58062,1983,14
CUS_20925,13506,3149,25
CUS_20926,11095,3415,25
CUS_20927,32340,1041,10
CUS_20928,8660,3770,25
CUS_20929,20715,3155,18
CUS_20930,78725,3206,12
CUS_20931,13215,2010,25
CUS_20932,99260,865,22
CUS_20933,18530,3858,25
CUS_20934,81210,1143,17
CUS_20935,17800,23,25
CUS_20936,71218,558,6
CUS_20937,13215,2010,25
CUS_20938,30380,453,10
CUS_20939,14735,3722,25
CUS_20940,89560,4058,23
CUS_20941,88503,2034,23
CUS_20942,64206,2711,16
CUS_20943,18550,501,25
CUS_20944,2043,3597,25
CUS_20945,11442,1527,25
CUS_20946,29105,4074,7
CUS_20947,20540,3155,18
CUS_20948,95611,3811,22
CUS_20949,24435,3471,18
CUS_20950,27330,413,18
CUS_20951,23033,3155,18
CUS_20952,13010,707,25
CUS_20953,95097,900,22
CUS_20954,12301,1884,25
CUS_20955,23540,3155,18
CUS_20956,14870,1878,25
CUS_20957,6543,3350,25
CUS_20958,28570,1791,18
CUS_20959,25665,2815,18
CUS_20960,28909,609,18
CUS_20961,3805,3597,25
CUS_20962,16022,231,25
CUS_20963,89610,1544,23
CUS_20964,32146,1041,10
CUS_20965,1315,3597,25
CUS_20966,16800,2326,25
CUS_20967,72603,558,6
CUS_20968,22461,3155,18
CUS_20969,21230,3155,18
CUS_20970,78300,3796,12
CUS_20971,3648,3597,25
CUS_20972,76906,1971,20
CUS_20973,5409,3597,25
CUS_20974,38190,3226,10
CUS_20975,38703,2731,10
CUS_20976,78280,2331,12
CUS_20977,38440,246,10
CUS_20978,18460,1834,25
CUS_20979,2840,3597,25
CUS_20980,20560,3155,18
CUS_20981,81870,1143,17
CUS_20982,23570,3155,18
CUS_20983,13091,707,25
CUS_20984,62200,2532,5
CUS_20985,4016,3597,25
CUS_20986,4841,3597,25
CUS_20987,26255,2506,18
CUS_20988,23078,3155,18
CUS_20989,88047,1358,23
CUS_20990,38730,1536,10
CUS_20991,40470,3247,4
CUS_20992,63530,835,5
CUS_20993,6172,2594,25
CUS_20994,72910,55,8
CUS_20995,65550,3427,9
CUS_20996,13301,1855,25
CUS_20997,95020,900,22
CUS_20998,6401,430,25
CUS_20999,89280,3424,23
CUS_21000,83055,3556,17
CUS_21001,2883,3597,25
CUS_21002,74477,1445,8
CUS_21003,30535,453,10
CUS_21004,13420,2867,25
CUS_21005,12380,3264,25
CUS_21006,57039,2150,1
CUS_21007,89590,312,23
CUS_21008,21011,3155,18
CUS_21009,13274,4002,25
CUS_21010,23580,3155,18
CUS_21011,22710,3155,18
CUS_21012,11025,3415,25
CUS_21013,21330,3155,18
CUS_21014,23092,3155,18
CUS_21015,90160,2964,22
CUS_21016,2017,3597,25
CUS_21017,46570,547,4
CUS_21018,37550,2995,10
CUS_21019,9561,3433,25
CUS_21020,24914,2234,18
CUS_21021,18072,3758,25
CUS_21022,33400,2057,10
CUS_21023,11900,3095,25
CUS_21024,13566,3434,25
CUS_21025,95630,2714,22
CUS_21026,30150,453,10
CUS_21027,1009,3597,25
CUS_21028,6533,3350,25
CUS_21029,22775,3155,18
CUS_21030,31310,453,10
CUS_21031,46980,1722,4
CUS_21032,13500,3149,25
CUS_21033,24340,2461,18
CUS_21034,72308,558,6
CUS_21035,84150,3507,17
CUS_21036,74255,1445,8
CUS_21037,18200,1808,25
CUS_21038,64690,1399,16
CUS_21039,79304,1080,11
CUS_21040,36640,2203,10
CUS_21041,38065,3949,10
CUS_21042,78080,1133,12
CUS_21043,4116,3597,25
CUS_21044,15040,3549,25
CUS_21045,11055,3415,25
CUS_21046,14980,3227,25
CUS_21047,13046,707,25
CUS_21048,15085,3549,25
CUS_21049,13972,1813,25
CUS_21050,40285,3247,4
CUS_21051,2125,3597,25
CUS_21052,85887,2265,17
CUS_21053,7600,2172,25
CUS_21054,13450,3261,25
CUS_21055,16010,231,25
CUS_21056,88801,1102,23
CUS_21057,29102,4074,7
CUS_21058,45400,3998,4
CUS_21059,11030,3415,25
CUS_21060,87083,2242,17
CUS_21061,9190,3375,25
CUS_21062,37640,1310,10
CUS_21063,29057,4087,7
CUS_21064,88103,3520,23
CUS_21065,49037,227,24
CUS_21066,35500,1190,10
CUS_21067,66093,448,13
CUS_21068,4304,3597,25
CUS_21069,4018,3597,25
CUS_21070,28010,740,18
CUS_21071,32260,1041,10
CUS_21072,70236,558,6
CUS_21073,8744,2341,25
CUS_21074,36660,79,10
CUS_21075,83706,276,17
CUS_21076,85660,1201,17
CUS_21077,95800,4031,22
CUS_21078,2251,3597,25
CUS_21079,95043,900,22
CUS_21080,86170,3713,17
CUS_21081,25821,3907,18
CUS_21082,5686,3597,25
CUS_21083,95084,900,22
CUS_21084,11463,1527,25
CUS_21085,9895,3428,25
CUS_21086,2941,3597,25
CUS_21087,11722,3003,25
CUS_21088,37450,63,10
CUS_21089,21940,3155,18
CUS_21090,93135,3558,22
CUS_21091,4470,3597,25
CUS_21092,62770,2621,5
CUS_21093,5017,3597,25
CUS_21094,14027,3132,25
CUS_21095,13295,1861,25
CUS_21096,3104,3597,25
CUS_21097,40150,3247,4
CUS_21098,13484,2098,25
CUS_21099,11608,3617,25
CUS_21100,27288,4097,18
CUS_21101,16270,1434,25
CUS_21102,78035,1133,12
CUS_21103,5757,3597,25
CUS_21104,9280,3375,25
CUS_21105,54400,1874,15
CUS_21106,71680,558,6
CUS_21107,81220,1143,17
CUS_21108,64080,3843,16
CUS_21109,17300,1197,25
CUS_21110,77023,2641,26
CUS_21111,26296,2506,18
CUS_21112,8270,3597,25
CUS_21113,17470,1231,25
CUS_21114,55026,860,15
CUS_21115,17514,2240,25
CUS_21116,4144,3597,25
CUS_21117,65760,3011,9
CUS_21118,8780,2341,25
CUS_21119,29047,4087,7
CUS_21120,59010,2442,19
CUS_21121,7041,1529,25
CUS_21122,31050,453,10
CUS_21123,17601,3924,25
CUS_21124,8391,3597,25
CUS_21125,98640,1105,22
CUS_21126,14600,3512,25
CUS_21127,13040,707,25
CUS_21128,41207,3247,4
CUS_21129,74730,1445,8
CUS_21130,4374,3597,25
CUS_21131,5416,3597,25
CUS_21132,9551,3433,25
CUS_21133,4532,3597,25
CUS_21134,11075,3415,25
CUS_21135,13054,707,25
CUS_21136,22041,3155,18
CUS_21137,2252,3597,25
CUS_21138,89259,1936,23
CUS_21139,11013,3415,25
CUS_21140,71929,558,6
CUS_21141,88811,1102,23
CUS_21142,13087,707,25
CUS_21143,75843,2962,8
CUS_21144,2174,3597,25
CUS_21145,14960,2553,25
CUS_21146,43700,3735,4
CUS_21147,48120,2927,4
CUS_21148,23020,3155,18
CUS_21149,11940,1896,25
CUS_21150,5863,3597,25
CUS_21151,18120,2171,25
CUS_21152,21370,3155,18
CUS_21153,31365,453,10
CUS_21154,95555,781,22
CUS_21155,6447,430,25
CUS_21156,15220,2295,25
CUS_21157,12312,1884,25
CUS_21158,18500,2075,25
CUS_21159,1423,3597,25
CUS_21160,36160,1508,10
CUS_21161,4849,3597,25
CUS_21162,64053,3843,16
CUS_21163,24745,3471,18
CUS_21164,80310,1143,17
CUS_21165,8452,3597,25
CUS_21166,59114,2442,19
CUS_21167,37160,741,10
CUS_21168,5060,3597,25
CUS_21169,13506,3149,25
CUS_21170,8630,3770,25
CUS_21171,86390,682,17
CUS_21172,29066,4087,7
CUS_21173,85460,3050,17
CUS_21174,86930,3498,17
CUS_21175,88062,1358,23
CUS_21176,29155,829,7
CUS_21177,83035,3556,17
CUS_21178,53250,2579,15
CUS_21179,94170,1474,22
CUS_21180,49360,536,24
CUS_21181,4828,3597,25
CUS_21182,18530,3858,25
CUS_21183,20211,3155,18
CUS_21184,9110,3375,25
CUS_21185,6900,1250,25
CUS_21186,60763,1374,5
CUS_21187,38410,3950,10
CUS_21188,22745,3155,18
CUS_21189,79560,939,11
CUS_21190,45400,3998,4
CUS_21191,5833,3597,25
CUS_21192,71060,558,6
CUS_21193,41830,3247,4
CUS_21194,11055,3415,25
CUS_21195,93548,2552,22
CUS_21196,25651,2815,18
CUS_21197,62250,1705,5
CUS_21198,93260,1291,22
CUS_21199,32210,1041,10
CUS_21200,8330,3597,25
CUS_21201,13820,1908,25
CUS_21202,6622,1921,25
CUS_21203,13857,1294,25
CUS_21204,29108,4074,7
CUS_21205,3665,3597,25
CUS_21206,68400,691,13
CUS_21207,4012,3597,25
CUS_21208,29163,3690,7
CUS_21209,4560,3597,25
CUS_21210,28896,3152,18
CUS_21211,9892,3428,25
CUS_21212,36970,2195,10
CUS_21213,15084,3549,25
CUS_21214,12242,3554,25
CUS_21215,1203,3597,25
CUS_21216,72007,558,6
CUS_21217,35565,2762,10
CUS_21218,7162,1529,25
CUS_21219,75940,1239,8
CUS_21220,7190,1529,25
CUS_21221,12214,3554,25
CUS_21222,13960,3750,25
CUS_21223,91787,2964,22
CUS_21224,42709,2078,4
CUS_21225,1330,3597,25
CUS_21226,24220,2461,18
CUS_21227,21230,3155,18
CUS_21228,9811,3428,25
CUS_21229,83406,988,17
CUS_21230,13015,707,25
CUS_21231,36081,2005,10
CUS_21232,50731,3086,15
CUS_21233,12211,3554,25
CUS_21234,1139,3597,25
CUS_21235,95940,307,22
CUS_21236,20270,3155,18
CUS_21237,5051,3597,25
CUS_21238,4915,3597,25
CUS_21239,6526,3350,25
CUS_21240,27511,3100,18
CUS_21241,78050,1133,12
CUS_21242,35060,1463,10
CUS_21243,49300,3869,24
CUS_21244,89062,480,23
CUS_21245,9682,3428,25
CUS_21246,4649,3597,25
CUS_21247,79083,725,11
CUS_21248,2201,3597,25
CUS_21249,85530,967,17
CUS_21250,30820,453,10
CUS_21251,6710,1092,25
CUS_21252,35059,1463,10
CUS_21253,13190,2378,25
CUS_21254,31515,453,10
CUS_21255,45051,4088,4
CUS_21256,11900,3095,25
CUS_21257,12010,3825,25
CUS_21258,41195,3247,4
CUS_21259,78398,2972,12
CUS_21260,4576,3597,25
CUS_21261,88058,1358,23
CUS_21262,3077,3597,25
CUS_21263,37468,2996,10
CUS_21264,3567,3597,25
CUS_21265,87305,731,17
CUS_21266,7072,1529,25
CUS_21267,95765,521,22
CUS_21268,7085,1529,25
CUS_21269,58884,890,14
CUS_21270,88020,1358,23
CUS_21271,84660,1424,17
CUS_21272,30411,453,10
CUS_21273,20541,3155,18
CUS_21274,4476,3597,25
CUS_21275,30350,453,10
CUS_21276,29890,2358,7
CUS_21277,4288,3597,25
CUS_21278,2859,3597,25
CUS_21279,41610,3247,4
CUS_21280,18010,3758,25
CUS_21281,13770,635,25
CUS_21282,18720,2692,25
CUS_21283,37505,1772,10
CUS_21284,28635,2501,18
CUS_21285,22251,3155,18
CUS_21286,22775,3155,18
CUS_21287,85900,3874,17
CUS_21288,29166,3690,7
CUS_21289,11045,3415,25
CUS_21290,45654,1645,4
CUS_21291,30421,453,10
CUS_21292,20551,3155,18
CUS_21293,80520,1143,17
CUS_21294,13053,707,25
CUS_21295,76400,3976,8
CUS_21296,25213,1235,18
CUS_21297,50771,3086,15
CUS_21298,20250,3155,18
CUS_21299,9291,3375,25
CUS_21300,19013,3022,25
CUS_21301,91770,2964,22
CUS_21302,3447,3597,25
CUS_21303,5319,3597,25
CUS_21304,6016,2594,25
CUS_21305,95800,4031,22
CUS_21306,12071,3825,25
CUS_21307,12220,3554,25
CUS_21308,39402,2386,10
CUS_21309,89870,2851,23
CUS_21310,35920,2492,10
CUS_21311,3634,3597,25
CUS_21312,13049,707,25
CUS_21313,12605,2114,25
CUS_21314,78325,296,12
CUS_21315,28495,213,18
CUS_21316,13238,728,25
CUS_21317,22270,3155,18
CUS_21318,9520,3433,25
CUS_21319,38760,3697,10
CUS_21320,25850,2673,18
CUS_21321,9993,1172,25
CUS_21322,4814,3597,25
CUS_21323,18072,3758,25
CUS_21324,98010,1121,22
CUS_21325,30626,453,10
CUS_21326,4213,3597,25
CUS_21327,8410,3597,25
CUS_21328,78550,3740,12
CUS_21329,12246,3554,25
CUS_21330,7033,1529,25
CUS_21331,3821,3597,25
CUS_21332,8061,3597,25
CUS_21333,5268,3597,25
CUS_21334,2530,3597,25
CUS_21335,58840,2930,14
CUS_21336,16403,2107,25
CUS_21337,22780,3155,18
CUS_21338,89838,1407,23
CUS_21339,21832,3155,18
CUS_21340,88132,2635,23
CUS_21341,2022,3597,25
CUS_21342,4359,3597,25
CUS_21343,13405,2867,25
CUS_21344,6266,2594,25
CUS_21345,69301,486,21
CUS_21346,68901,2143,3
CUS_21347,48830,3059,4
CUS_21348,5869,3597,25
CUS_21349,20551,3155,18
CUS_21350,5791,3597,25
CUS_21351,44055,1324,4
CUS_21352,81940,1143,17
CUS_21353,28633,2501,18
CUS_21354,85601,1384,17
CUS_21355,7600,2172,25
CUS_21356,41701,3247,4
CUS_21357,64049,3843,16
CUS_21358,44700,1891,4
CUS_21359,37550,2995,10
CUS_21360,5734,3597,25
CUS_21361,13600,266,25
CUS_21362,24717,3471,18
CUS_21363,13466,151,25
CUS_21364,75240,444,8
CUS_21365,25850,2673,18
CUS_21366,88802,1102,23
CUS_21367,35519,2536,10
CUS_21368,41830,3247,4
CUS_21369,99200,1498,22
CUS_21370,22793,3155,18
CUS_21371,1410,3597,25
CUS_21372,9530,3433,25
CUS_21373,89560,4058,23
CUS_21374,1424,3597,25
CUS_21375,2877,3597,25
CUS_21376,35400,2608,10
CUS_21377,35930,1981,10
CUS_21378,37704,2925,10
CUS_21379,86813,222,17
CUS_21380,8673,3770,25
CUS_21381,82940,1143,17
CUS_21382,5145,3597,25
CUS_21383,35900,1741,10
CUS_21384,62050,3748,5
CUS_21385,29102,4074,7
CUS_21386,29120,4074,7
CUS_21387,22250,3155,18
CUS_21388,1224,3597,25
CUS_21389,18045,3758,25
CUS_21390,82560,1143,17
CUS_21391,13500,3149,25
CUS_21392,9521,3433,25
CUS_21393,31655,453,10
CUS_21394,18087,3758,25
CUS_21395,26070,2506,18
CUS_21396,3040,3597,25
CUS_21397,8773,2341,25
CUS_21398,3455,3597,25
CUS_21399,9981,1172,25
CUS_21400,38400,3950,10
CUS_21401,13033,707,25
CUS_21402,35702,3719,10
CUS_21403,3651,3597,25
CUS_21404,29170,3690,7
CUS_21405,40717,3247,4
CUS_21406,9790,3428,25
CUS_21407,40279,3247,4
CUS_21408,38400,3950,10
CUS_21409,30190,453,10
CUS_21410,77001,2641,26
CUS_21411,9551,3433,25
CUS_21412,35420,2230,10
CUS_21413,21655,3155,18
CUS_21414,12606,2114,25
CUS_21415,15600,1335,25
CUS_21416,86400,1885,17
CUS_21417,9310,2282,25
CUS_21418,15400,2578,25
CUS_21419,89201,1989,23
CUS_21420,7905,1387,25
CUS_21421,36774,882,10
CUS_21422,20720,3155,18
CUS_21423,26053,2506,18
CUS_21424,8613,3770,25
CUS_21425,22710,3155,18
CUS_21426,3111,3597,25
CUS_21427,3982,3597,25
CUS_21428,36570,4055,10
CUS_21429,18702,342,25
CUS_21430,8421,3597,25
CUS_21431,9260,3375,25
CUS_21432,25260,1235,18
CUS_21433,30150,453,10
CUS_21434,9980,1172,25
CUS_21435,16600,2874,25
CUS_21436,4707,3597,25
CUS_21437,3319,3597,25
CUS_21438,24858,1744,18
CUS_21439,99010,2723,22
CUS_21440,4115,3597,25
CUS_21441,37880,610,10
CUS_21442,5367,3597,25
CUS_21443,95840,3912,22
CUS_21444,20510,3155,18
CUS_21445,15840,1769,25
CUS_21446,6440,430,25
CUS_21447,27274,4097,18
CUS_21448,72500,558,6
CUS_21449,80220,1143,17
CUS_21450,30535,453,10
CUS_21451,5164,3597,25
CUS_21452,38440,246,10
CUS_21453,9185,3375,25
CUS_21454,50050,3086,15
CUS_21455,3236,3597,25
CUS_21456,87023,2242,17
CUS_21457,28970,271,18
CUS_21458,1333,3597,25
CUS_21459,1409,3597,25
CUS_21460,95040,900,22
CUS_21461,8042,3597,25
CUS_21462,11075,3415,25
CUS_21463,27570,2981,18
CUS_21464,27155,4008,18
CUS_21465,18650,3574,25
CUS_21466,95700,462,22
CUS_21467,13295,1861,25
CUS_21468,6182,2594,25
CUS_21469,57036,2150,1
CUS_21470,5783,3597,25
CUS_21471,5835,3597,25
CUS_21472,5533,3597,25
CUS_21473,5415,3597,25
CUS_21474,4719,3597,25
CUS_21475,11711,3003,25
CUS_21476,6315,820,25
CUS_21477,60120,1374,5
CUS_21478,9280,3375,25
CUS_21479,65630,3864,9
CUS_21480,13185,1553,25
CUS_21481,57975,991,1
CUS_21482,26551,2300,18
CUS_21483,4455,3597,25
CUS_21484,73040,558,6
CUS_21485,21042,3155,18
CUS_21486,29070,4087,7
CUS_21487,8411,3597,25
CUS_21488,13178,3765,25
CUS_21489,46900,3663,4
CUS_21490,25065,1235,18
CUS_21491,21020,3155,18
CUS_21492,3170,3597,25
CUS_21493,9820,3428,25
CUS_21494,37440,897,10
CUS_21495,15900,3815,25
CUS_21496,38610,3962,10
CUS_21497,87225,1932,17
CUS_21498,24220,2461,18
CUS_21499,77015,2641,26
CUS_21500,20771,3155,18
CUS_21501,22763,3155,18
CUS_21502,1154,3597,25
CUS_21503,27264,4097,18
CUS_21504,2878,3597,25
CUS_21505,6326,820,25
CUS_21506,22783,3155,18
CUS_21507,1315,3597,25
CUS_21508,49140,411,24
CUS_21509,11630,1644,25
CUS_21510,11623,3617,25
CUS_21511,67130,164,13
CUS_21512,20771,3155,18
CUS_21513,5414,3597,25
CUS_21514,6535,3350,25
CUS_21515,74215,1445,8
CUS_21516,3376,3597,25
CUS_21517,15150,2367,25
CUS_21518,20740,3155,18
CUS_21519,3210,3597,25
CUS_21520,78556,3740,12
CUS_21521,69980,1129,0
CUS_21522,5010,3597,25
CUS_21523,17604,3924,25
CUS_21524,86065,2112,17
CUS_21525,21635,3155,18
CUS_21526,22290,3155,18
CUS_21527,4302,3597,25
CUS_21528,22745,3155,18
CUS_21529,21311,3155,18
CUS_21530,55590,1702,15
CUS_21531,14027,3132,25
CUS_21532,5398,3597,25
CUS_21533,80010,1143,17
CUS_21534,3803,3597,25
CUS_21535,28625,2501,18
CUS_21536,57607,2646,1
CUS_21537,70673,558,6
CUS_21538,24422,3471,18
CUS_21539,5060,3597,25
CUS_21540,11704,3003,25
CUS_21541,4302,3597,25
CUS_21542,4559,3597,25
CUS_21543,46800,3219,4
CUS_21544,36570,4055,10
CUS_21545,14166,3716,25
CUS_21546,35604,2340,10
CUS_21547,87320,3202,17
CUS_21548,20511,3155,18
CUS_21549,85501,2729,17
CUS_21550,47690,1054,4
CUS_21551,75906,3186,8
CUS_21552,4653,3597,25
CUS_21553,87518,3699,17
CUS_21554,86900,1919,17
CUS_21555,95680,765,22
CUS_21556,17120,59,25
CUS_21557,94945,631,22
CUS_21558,11730,2352,25
CUS_21559,13414,2867,25
CUS_21560,22250,3155,18
CUS_21561,25515,3493,18
CUS_21562,9130,3375,25
CUS_21563,4583,3597,25
CUS_21564,86010,2112,17
CUS_21565,65020,3566,9
CUS_21566,31320,453,10
CUS_21567,75070,165,8
CUS_21568,13140,2744,25
CUS_21569,7243,1529,25
CUS_21570,5570,3597,25
CUS_21571,31140,453,10
CUS_21572,1416,3597,25
CUS_21573,3572,3597,25
CUS_21574,4146,3597,25
CUS_21575,16901,173,25
CUS_21576,66020,448,13
CUS_21577,21381,3155,18
CUS_21578,68440,3,13
CUS_21579,7145,1529,25
CUS_21580,2441,3597,25
CUS_21581,13063,707,25
CUS_21582,22783,3155,18
CUS_21583,18070,3758,25
CUS_21584,41250,3247,4
CUS_21585,89801,941,23
CUS_21586,95690,3198,22
CUS_21587,22790,3155,18
CUS_21588,13506,3149,25
CUS_21589,3188,3597,25
CUS_21590,74330,1445,8
CUS_21591,4829,3597,25
CUS_21592,13233,728,25
CUS_21593,25903,2167,18
CUS_21594,13567,3434,25
CUS_21595,22790,3155,18
CUS_21596,5143,3597,25
CUS_21597,85908,3874,17
CUS_21598,15910,2365,25
CUS_21599,64870,468,16
CUS_21600,25212,1235,18
CUS_21601,57330,2039,1
CUS_21602,3174,3597,25
CUS_21603,78058,1133,12
CUS_21604,13090,707,25
CUS_21605,64535,1676,16
CUS_21606,59380,1146,19
CUS_21607,47850,2124,4
CUS_21608,65760,3011,9
CUS_21609,96540,58,22
CUS_21610,25750,2815,18
CUS_21611,13160,314,25
CUS_21612,88307,1768,23
CUS_21613,29162,3690,7
CUS_21614,58770,1052,14
CUS_21615,71680,558,6
CUS_21616,99840,3250,22
CUS_21617,70701,558,6
CUS_21618,36062,2005,10
CUS_21619,37910,1159,10
CUS_21620,20771,3155,18
CUS_21621,1322,3597,25
CUS_21622,8121,3597,25
CUS_21623,71591,558,6
CUS_21624,11730,2352,25
CUS_21625,93347,2552,22
CUS_21626,9220,3375,25
CUS_21627,4704,3597,25
CUS_21628,9726,3428,25
CUS_21629,95780,2385,22
CUS_21630,4564,3597,25
CUS_21631,79083,725,11
CUS_21632,13632,2887,25
CUS_21633,25730,2815,18
CUS_21634,8576,1828,25
CUS_21635,17047,438,25
CUS_21636,2998,3597,25
CUS_21637,20091,3155,18
CUS_21638,17524,2240,25
CUS_21639,13825,1549,25
CUS_21640,88460,179,23
CUS_21641,75813,636,8
CUS_21642,5727,3597,25
CUS_21643,93410,2552,22
CUS_21644,74366,1445,8
CUS_21645,29172,3690,7
CUS_21646,80240,1143,17
CUS_21647,31840,453,10
CUS_21648,13318,1882,25
CUS_21649,58051,1983,14
CUS_21650,23520,3155,18
CUS_21651,98280,2657,22
CUS_21652,29215,1513,7
CUS_21653,80410,1143,17
CUS_21654,2873,3597,25
CUS_21655,4614,3597,25
CUS_21656,89107,2932,23
CUS_21657,12040,3825,25
CUS_21658,9540,3433,25
CUS_21659,39550,3788,10
CUS_21660,48770,3838,4
CUS_21661,27935,2139,18
CUS_21662,1027,3597,25
CUS_21663,4728,3597,25
CUS_21664,71925,558,6
CUS_21665,15042,3549,25
CUS_21666,88353,583,23
CUS_21667,35590,2041,10
CUS_21668,6362,820,25
CUS_21669,28360,515,18
CUS_21670,14021,3132,25
CUS_21671,65765,1210,9
CUS_21672,8772,2341,25
CUS_21673,26980,343,18
CUS_21674,5623,3597,25
CUS_21675,89340,1762,23
CUS_21676,9175,3375,25
CUS_21677,15056,3549,25
CUS_21678,12120,3893,25
CUS_21679,22793,3155,18
CUS_21680,20950,3155,18
CUS_21681,63502,1637,5
CUS_21682,11045,3415,25
CUS_21683,13215,2010,25
CUS_21684,9570,3433,25
CUS_21685,55350,3235,15
CUS_21686,1238,3597,25
CUS_21687,6708,1092,25
CUS_21688,3444,3597,25
CUS_21689,89270,1506,23
CUS_21690,22750,3155,18
CUS_21691,13825,1549,25
CUS_21692,14025,3132,25
CUS_21693,98801,3376,22
CUS_21694,85605,1384,17
CUS_21695,21321,3155,18
CUS_21696,95960,1252,22
CUS_21697,19812,322,25
CUS_21698,55016,860,15
CUS_21699,35400,2608,10
CUS_21700,70658,558,6
CUS_21701,23914,184,18
CUS_21702,7794,655,25
CUS_21703,85118,2649,17
CUS_21704,18520,919,25
CUS_21705,4455,3597,25
CUS_21706,11070,3415,25
CUS_21707,1017,3597,25
CUS_21708,26031,2506,18
CUS_21709,12243,3554,25
CUS_21710,13280,4076,25
CUS_21711,5206,3597,25
CUS_21712,72425,558,6
CUS_21713,35940,3180,10
CUS_21714,65320,4094,9
CUS_21715,96010,2787,22
CUS_21716,6065,2594,25
CUS_21717,60720,1374,5
CUS_21718,6330,820,25
CUS_21719,24210,2461,18
CUS_21720,32141,1041,10
CUS_21721,65760,3011,9
CUS_21722,95555,781,22
CUS_21723,32240,1041,10
CUS_21724,13035,707,25
CUS_21725,72151,558,6
CUS_21726,12308,1884,25
CUS_21727,12120,3893,25
CUS_21728,91410,2964,22
CUS_21729,5787,3597,25
CUS_21730,15076,3549,25
CUS_21731,91710,2964,22
CUS_21732,27600,3998,18
CUS_21733,25055,1235,18
CUS_21734,6454,430,25
CUS_21735,35500,1190,10
CUS_21736,97670,3430,22
CUS_21737,8940,477,25
CUS_21738,6401,430,25
CUS_21739,2316,3597,25
CUS_21740,4509,3597,25
CUS_21741,59500,2146,19
CUS_21742,41830,3247,4
CUS_21743,7794,655,25
CUS_21744,95650,1631,22
CUS_21745,3938,3597,25
CUS_21746,13890,49,25
CUS_21747,98802,3376,22
CUS_21748,68780,4060,13
CUS_21749,75820,3705,8
CUS_21750,25510,3493,18
CUS_21751,62570,442,5
CUS_21752,22230,3155,18
CUS_21753,20550,3155,18
CUS_21754,18606,546,25
CUS_21755,5069,3597,25
CUS_21756,21930,3155,18
CUS_21757,20765,3155,18
CUS_21758,76560,118,8
CUS_21759,70756,558,6
CUS_21760,60822,1374,5
CUS_21761,28610,2501,18
CUS_21762,5528,3597,25
CUS_21763,81510,1143,17
CUS_21764,19014,3022,25
CUS_21765,23550,3155,18
CUS_21766,9260,3375,25
CUS_21767,13171,3765,25
CUS_21768,3410,3597,25
CUS_21769,99940,1573,22
CUS_21770,22410,3155,18
CUS_21771,29702,980,7
CUS_21772,7835,1390,25
CUS_21773,38800,3479,10
CUS_21774,13515,942,25
CUS_21775,5303,3597,25
CUS_21776,21020,3155,18
CUS_21777,3648,3597,25
CUS_21778,31742,453,10
CUS_21779,82410,1143,17
CUS_21780,2757,3597,25
CUS_21781,36820,1185,10
CUS_21782,58398,3097,14
CUS_21783,4474,3597,25
CUS_21784,6460,430,25
CUS_21785,23071,3155,18
CUS_21786,98870,1432,22
CUS_21787,74115,1445,8
CUS_21788,3515,3597,25
CUS_21789,30310,453,10
CUS_21790,9240,3375,25
CUS_21791,68385,3917,13
CUS_21792,28625,2501,18
CUS_21793,18055,3758,25
CUS_21794,3211,3597,25
CUS_21795,22250,3155,18
CUS_21796,30330,453,10
CUS_21797,2993,3597,25
CUS_21798,4107,3597,25
CUS_21799,40155,3247,4
CUS_21800,18320,216,25
CUS_21801,79170,3724,11
CUS_21802,49400,2033,24
CUS_21803,50865,3086,15
CUS_21804,31330,453,10
CUS_21805,5311,3597,25
CUS_21806,3275,3597,25
CUS_21807,3877,3597,25
CUS_21808,6333,820,25
CUS_21809,4003,3597,25
CUS_21810,30170,453,10
CUS_21811,13720,3548,25
CUS_21812,78115,4024,12
CUS_21813,1224,3597,25
CUS_21814,11070,3415,25
CUS_21815,60822,1374,5
CUS_21816,2415,3597,25
CUS_21817,14270,3336,25
CUS_21818,88132,2635,23
CUS_21819,97542,76,22
CUS_21820,4037,3597,25
CUS_21821,50865,3086,15
CUS_21822,59071,2442,19
CUS_21823,22250,3155,18
CUS_21824,65265,2333,9
CUS_21825,2072,3597,25
CUS_21826,22750,3155,18
CUS_21827,11700,3003,25
CUS_21828,29164,3690,7
CUS_21829,13309,1855,25
CUS_21830,29166,3690,7
CUS_21831,4543,3597,25
CUS_21832,64490,3092,16
CUS_21833,36576,4055,10
CUS_21834,13101,707,25
CUS_21835,12230,3554,25
CUS_21836,5797,3597,25
CUS_21837,15990,2264,25
CUS_21838,69915,3145,0
CUS_21839,25908,2167,18
CUS_21840,1410,3597,25
CUS_21841,2229,3597,25
