review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
RV_1458,OR_11545,3,No Title,No Comment,2017-02-20 00:00:00,2017-02-20 10:48:27
RV_1459,OR_34953,3,No Title,Eu adorei muito. ,2018-02-22 00:00:00,2018-02-23 00:39:53
RV_1460,OR_76051,5,No Title,No Comment,2017-12-12 00:00:00,2017-12-13 10:22:57
RV_1461,OR_39882,5,No Title,No Comment,2017-06-01 00:00:00,2017-06-01 23:24:27
RV_1462,OR_88572,4,No Title,No Comment,2017-10-06 00:00:00,2017-10-06 23:33:35
RV_1463,OR_59997,3,No Title,No Comment,2018-08-19 00:00:00,2018-08-19 22:30:12
RV_1464,OR_33566,5,No Title,No Comment,2017-08-29 00:00:00,2017-08-30 08:28:10
RV_1465,OR_750,3,No Title,No Comment,2018-01-05 00:00:00,2018-01-10 20:14:06
RV_1466,OR_40713,3,No Title,Bom,2017-06-20 00:00:00,2017-06-21 10:53:17
RV_1467,OR_25044,5,No Title,No Comment,2017-08-16 00:00:00,2017-08-19 11:00:31
RV_1468,OR_85711,5,Recomendo.,No Comment,2018-05-09 00:00:00,2018-05-10 00:01:01
RV_1469,OR_81817,4,Bom ,Entrega foi rapida sobre o perfume é bom mas ja tive melhores mas pelo valor vale a pena ,2018-04-26 00:00:00,2018-04-27 10:46:06
RV_1470,OR_46334,3,No Title,No Comment,2018-08-18 00:00:00,2018-09-15 00:53:25
RV_1471,OR_44985,5,No Title,No Comment,2018-01-12 00:00:00,2018-01-12 23:22:50
RV_1472,OR_17087,5,No Title,No Comment,2018-05-12 00:00:00,2018-05-14 14:59:57
RV_1473,OR_76076,5,No Title,No Comment,2017-06-06 00:00:00,2017-06-09 03:10:35
RV_1474,OR_56867,4,No Title,No Comment,2018-01-23 00:00:00,2018-01-27 11:26:53
RV_1475,OR_78870,5,No Title,No Comment,2018-08-09 00:00:00,2018-08-13 11:34:30
RV_1476,OR_91166,3,No Title,"Minha mercadoria era para levar mais ou menos 20 dias para chegar, demorou quase dois meses!!!!!",2018-01-13 00:00:00,2018-01-16 09:22:17
RV_1477,OR_42306,5,No Title,No Comment,2018-05-18 00:00:00,2018-05-21 00:17:57
RV_1478,OR_27677,5,No Title,"Ótimo produto, estou satisfeito com minha compra",2018-02-24 00:00:00,2018-02-25 12:16:33
RV_1479,OR_40768,1,No Title,"O PRODUTO É BOM, MAS QUASE 2 MESES PARA RECEBER !!!!",2018-03-20 00:00:00,2018-03-22 16:57:56
RV_1480,OR_16529,1,No Title,"Só veio uma capa comprei 3 aí paguei. Mais de 100 reais por uma capa
",2017-04-11 00:00:00,2017-04-14 11:02:46
RV_1481,OR_38011,5,No Title,bom tmb,2017-12-29 00:00:00,2017-12-29 23:04:30
RV_1482,OR_20009,5,Entrega antes do prazo,No Comment,2018-06-05 00:00:00,2018-06-05 21:54:36
RV_1483,OR_42996,5,No Title,No Comment,2018-08-10 00:00:00,2018-08-10 19:27:56
RV_1484,OR_38758,5,Muito bom,veio no prazo e funcionando muito bem.,2018-06-26 00:00:00,2018-06-29 00:29:03
RV_1485,OR_3769,1,No Title,"Não é original, infelizmente o pós vendas da stark é extremamente ruim, pois já entrei em contato e até agora nada, aí consegui ligar para o fornecedor parceiro que já devolveu o dinheiro.",2018-04-04 00:00:00,2018-04-09 12:23:38
RV_1486,OR_95085,5,No Title,No Comment,2018-08-31 00:00:00,2018-08-31 20:13:49
RV_1487,OR_53613,5,No Title,maravilhoso,2018-05-23 00:00:00,2018-05-25 22:55:27
RV_1488,OR_29452,5,No Title,Entrega rápida e pedido entregue conforme solicitado. Recomendo.,2017-11-22 00:00:00,2017-11-24 14:42:01
RV_1489,OR_1496,5,No Title,No Comment,2018-01-06 00:00:00,2018-01-07 03:26:20
RV_1490,OR_18677,5,No Title,No Comment,2018-06-19 00:00:00,2018-06-20 17:41:19
RV_1491,OR_24714,5,No Title,No Comment,2017-05-12 00:00:00,2017-05-15 17:21:18
RV_1492,OR_84507,1,Atraso na data de entrega,Já entrei em contato com a lannister pelo telefone e eles me falam q vai mandar o link direto com o parceiro pra eu saber detalhes da entrega da conta e esse link n veio. Péssimo suporte ao cliente,2018-08-16 00:00:00,2018-08-16 17:20:04
RV_1493,OR_34737,5,No Title,No Comment,2018-04-13 00:00:00,2018-04-14 14:31:53
RV_1494,OR_76089,4,No Title,CUMPRIRAM...,2018-03-02 00:00:00,2018-03-21 17:25:26
RV_1495,OR_78545,3,No Title,Apesar do tamanho a escova é leve e de fácil manuseio,2017-12-15 00:00:00,2017-12-18 10:24:34
RV_1496,OR_87627,5,No Title,No Comment,2018-07-10 00:00:00,2018-07-11 02:23:54
RV_1497,OR_40970,5,No Title,No Comment,2018-07-14 00:00:00,2018-07-16 23:25:06
RV_1498,OR_90132,4,No Title,"Muito frágil, mas funciona certinho.",2018-02-17 00:00:00,2018-02-20 23:23:08
RV_1499,OR_33733,5,No Title,No Comment,2017-10-15 01:00:00,2017-10-17 11:26:32
RV_1500,OR_89413,5,No Title,"Comunicação e respeito com o consumidor. É raro,comprar aqui sempre",2017-09-22 00:00:00,2017-09-23 11:17:43
RV_1501,OR_77437,4,No Title,No Comment,2017-06-27 00:00:00,2017-06-28 00:06:47
RV_1502,OR_13207,5,No Title,No Comment,2017-06-13 00:00:00,2017-06-16 03:29:28
RV_1503,OR_97447,5,No Title,No Comment,2017-07-04 00:00:00,2017-07-06 00:17:22
RV_1504,OR_32693,1,No Title,Não recebi o produto não recebi uma justificativa do vendedor. entrei em contato mas até agora não obtive uma resposta. ,2017-05-20 00:00:00,2017-05-22 12:05:04
RV_1505,OR_6426,4,No Title,No Comment,2017-10-20 00:00:00,2017-10-21 00:33:52
RV_1506,OR_38269,5,No Title,"Estou muito satisfeita, a rapidez que chegou o produto , bem antes do previsto",2017-09-30 00:00:00,2017-10-01 02:51:51
RV_1507,OR_88348,5,No Title,No Comment,2018-04-07 00:00:00,2018-04-13 18:16:46
RV_1508,OR_40767,4,No Title,No Comment,2018-03-17 00:00:00,2018-03-21 05:27:32
RV_1509,OR_66513,5,No Title,No Comment,2017-08-25 00:00:00,2017-08-28 13:49:00
RV_1510,OR_39573,5,No Title,Melhor fantasia da vida,2017-07-11 00:00:00,2017-07-14 11:34:39
RV_1511,OR_42215,5,No Title,"Loja eficiente,entrega correta e antes do prazo.",2017-06-07 00:00:00,2017-06-08 17:14:45
RV_1512,OR_11864,5,No Title,No Comment,2018-08-07 00:00:00,2018-08-10 11:37:18
RV_1513,OR_56646,4,No Title,No Comment,2017-07-05 00:00:00,2017-07-07 00:43:07
RV_1514,OR_18115,3,No Title,No Comment,2017-06-21 00:00:00,2017-06-27 23:20:55
RV_1515,OR_70357,5,No Title,No Comment,2018-03-17 00:00:00,2018-03-17 20:46:33
RV_1516,OR_79409,5,rápida entrega,ótima,2018-05-17 00:00:00,2018-05-17 11:14:17
RV_1517,OR_1831,5,Excelente ,Eu recomendaria essa loja. Chegou dentro do prazo. E ótima mercadoria ,2018-04-27 00:00:00,2018-04-27 16:15:31
RV_1518,OR_18304,2,No Title, Recebi a jarra da Cafeteria mas a mesma não é o modelo que comprei. Eu comprei a jarra da cafeteira Electrolux CMM20 e a que recebi não é desse modelo da Cafeteria. ,2017-07-29 00:00:00,2017-07-29 11:51:50
RV_1519,OR_87408,4,No Title,adorei veio certinho muito obrigado,2017-06-27 00:00:00,2017-06-28 13:40:27
RV_1520,OR_55152,5,Entrega feita com sucesso,"Entrega feita e o produto é o que eu queria, muito bom!! ",2018-06-04 00:00:00,2018-06-05 00:51:35
RV_1521,OR_55613,4,No Title,No Comment,2017-08-16 00:00:00,2017-08-20 11:51:59
RV_1522,OR_30076,3,No Title,No Comment,2017-09-01 00:00:00,2017-09-04 17:42:13
RV_1523,OR_44957,5,No Title,"bom produto, veio sem neum defeito bom. ",2018-04-04 00:00:00,2018-04-07 13:51:02
RV_1524,OR_8632,1,No Title,Ainda não recebi minha capa de sofá tô aguardando,2018-06-16 00:00:00,2018-06-17 12:27:29
RV_1525,OR_68282,5,No Title,No Comment,2018-06-16 00:00:00,2018-06-18 20:32:12
RV_1526,OR_42412,5,No Title,No Comment,2017-05-24 00:00:00,2017-05-25 06:31:51
RV_1527,OR_3509,5,No Title,No Comment,2018-05-08 00:00:00,2018-05-10 12:59:24
RV_1528,OR_43048,5,No Title,No Comment,2018-03-22 00:00:00,2018-03-22 23:51:34
RV_1529,OR_24636,4,No Title,No Comment,2018-07-25 00:00:00,2018-07-27 20:32:10
RV_1530,OR_44419,5,Ótimo,No Comment,2018-08-31 00:00:00,2018-09-01 14:36:21
RV_1531,OR_91621,5,No Title,No Comment,2018-07-06 00:00:00,2018-07-09 13:20:11
RV_1532,OR_77083,4,No Title,No Comment,2018-05-12 00:00:00,2018-05-13 15:24:27
RV_1533,OR_80703,5,Agilidade,Chegou super rápido e bem embalado.,2018-07-14 00:00:00,2018-07-15 01:27:53
RV_1534,OR_43472,5,No Title,No Comment,2018-05-04 00:00:00,2018-05-05 00:06:17
RV_1535,OR_37889,5,No Title,Melhor site de compras pela internet!,2018-02-23 00:00:00,2018-03-01 19:13:13
RV_1536,OR_73078,5,Excelente,Chegou muito antes do prazo!,2018-08-05 00:00:00,2018-08-06 17:34:27
RV_1537,OR_72542,5,No Title,No Comment,2017-03-16 00:00:00,2017-03-16 23:29:18
RV_1538,OR_50031,1,No Title,"Ainda não recebi o produto... varios dias que fiz a compra. entrega demorada pelas compras que faço online, ainda estou aguardando a entrega",2018-04-05 00:00:00,2018-04-06 17:42:58
RV_1539,OR_48803,5,No Title,No Comment,2017-07-28 00:00:00,2017-08-02 12:05:49
RV_1540,OR_40338,5,No Title,No Comment,2017-11-28 00:00:00,2017-11-28 23:48:35
RV_1541,OR_78891,4,No Title,No Comment,2018-02-07 00:00:00,2018-02-07 23:11:55
RV_1542,OR_35611,3,Bom acabamento,Não instalei ainda,2018-07-12 00:00:00,2018-07-12 21:58:19
RV_1543,OR_26188,5,Recomendo muito bom,"Chegou antes da data prevista, tudo ok",2018-08-16 00:00:00,2018-08-17 11:21:50
RV_1544,OR_81986,3,No Title,No Comment,2018-03-24 00:00:00,2018-03-27 16:30:07
RV_1545,OR_54439,5,No Title,"eu tinha aberto a reclamação solicitando o reenvio ontem e durante a tarde aconteceu

grato",2018-02-15 00:00:00,2018-02-15 18:54:29
RV_1546,OR_20865,5,No Title,No Comment,2018-07-01 00:00:00,2018-07-01 14:26:45
RV_1547,OR_11809,5,No Title,No Comment,2017-09-26 00:00:00,2017-09-27 13:40:22
RV_1548,OR_20115,4,No Title,Foi Boa a compra recomendo,2018-07-13 00:00:00,2018-07-16 17:15:30
RV_1549,OR_19426,4,No Title,No Comment,2017-12-10 00:00:00,2017-12-11 11:35:25
RV_1550,OR_16870,5,No Title,No Comment,2018-08-21 00:00:00,2018-08-27 17:14:08
RV_1551,OR_47903,1,No Title,Infelizmente compensa pagar um pouco mais e comprar em loja física na sua cidade todas as lojas inclusive stark estão com péssimo prazo de entrega dos produtos!,2017-12-15 00:00:00,2017-12-18 12:17:36
RV_1552,OR_12577,4,No Title,No Comment,2017-09-15 00:00:00,2017-09-16 16:03:18
RV_1553,OR_97810,4,No Title,Produto dentro dom esperado.,2018-02-15 00:00:00,2018-02-19 12:42:46
RV_1554,OR_3357,5,No Title,No Comment,2017-03-24 00:00:00,2017-03-25 02:12:03
RV_1555,OR_2712,4,No Title,No Comment,2018-08-14 00:00:00,2018-08-15 19:43:58
RV_1556,OR_22242,5,recomendo,No Comment,2018-08-16 00:00:00,2018-08-20 11:25:41
RV_1557,OR_82950,5,No Title,No Comment,2018-05-12 00:00:00,2018-05-12 12:09:07
RV_1558,OR_46338,5,No Title,No Comment,2018-07-28 00:00:00,2018-07-30 11:45:51
RV_1559,OR_61753,5,No Title,No Comment,2017-02-23 00:00:00,2017-02-24 00:22:32
RV_1560,OR_32342,2,No Title,Só ñ gostei de uma coisa o relógio está só parando com bateria fraca está novicimo esse relógio e já está parando,2017-09-23 00:00:00,2017-09-26 10:00:56
RV_1561,OR_98076,4,No Title,No Comment,2018-04-19 00:00:00,2018-04-23 11:48:50
RV_1562,OR_60564,5,No Title,No Comment,2017-12-07 00:00:00,2017-12-07 23:33:56
RV_1563,OR_71532,5,No Title,"a troca mais rápida do mundo. Estou realmente impressionado com a eficiência do stark. Não tive nenhuma burocracia, o produto da troca estava em minha casa em um piscar de olhos. Parabéns.",2017-11-11 00:00:00,2017-11-13 10:22:29
RV_1564,OR_88189,3,No Title,No Comment,2018-01-24 00:00:00,2018-01-24 20:05:23
RV_1565,OR_31628,5,Super satisfeito ,Ótimo produto ! Prazo rápido !!!,2018-05-03 00:00:00,2018-05-04 04:34:12
RV_1566,OR_1497,3,No Title,No Comment,2018-08-19 00:00:00,2018-08-20 16:47:35
RV_1567,OR_88514,5,Balancim 100,"Ainda não pode avaliar o produto. Estou aguardando a Matriz e os botões, também comprados no site das Lojas lannister.
Estou estranhando o fato da nota fiscal desses produtos não ter sido emitida. ",2018-05-01 00:00:00,2018-05-01 22:14:29
RV_1568,OR_55978,3,No Title,Muito bom,2018-04-18 00:00:00,2018-04-19 02:35:15
RV_1569,OR_71716,5,super recomendo,No Comment,2018-08-22 00:00:00,2018-08-23 14:45:01
RV_1570,OR_62163,4,No Title,No Comment,2017-07-08 00:00:00,2017-07-08 19:22:47
RV_1571,OR_41684,5,No Title,No Comment,2018-01-14 00:00:00,2018-01-16 15:32:33
RV_1572,OR_88402,5,No Title,No Comment,2017-12-14 00:00:00,2017-12-18 15:08:55
RV_1573,OR_53318,5,No Title,No Comment,2017-12-13 00:00:00,2017-12-14 11:10:35
RV_1574,OR_76133,4,No Title,No Comment,2018-01-11 00:00:00,2018-01-12 10:44:00
RV_1575,OR_58925,5,Perfeito,"Entrega dentro do prazo, e produto em excelente condição",2018-08-14 00:00:00,2018-08-15 00:07:00
RV_1576,OR_35159,5,No Title,"Produto igual ao anunciado, estou super satisfeita.Funciona perfeitamente.",2017-03-16 00:00:00,2017-03-17 11:31:22
RV_1577,OR_42934,5,No Title,Recebi o produto no prazo e bem embalado!,2017-07-20 00:00:00,2017-07-21 14:00:37
RV_1578,OR_15663,3,No Title,No Comment,2017-07-18 00:00:00,2017-07-20 01:46:57
RV_1579,OR_6259,5,Bom cofre,Cofre com bom espaço interno e prateleira para facilitar a organização. Bom produto.,2018-08-07 00:00:00,2018-08-10 21:21:39
RV_1580,OR_50760,4,No Title,No Comment,2017-06-01 00:00:00,2017-06-02 01:24:09
RV_1581,OR_47168,4,No Title,No Comment,2018-08-28 00:00:00,2018-08-31 09:30:28
RV_1582,OR_38365,1,No Title,"Já solicitei devolução do produto. Veio amassado, parece que houve uma queda",2017-09-10 00:00:00,2017-09-10 22:27:50
RV_1583,OR_25781,1,No Title,Não recebi o produto que comprei e paguei. ,2017-08-23 00:00:00,2017-08-23 23:36:50
RV_1584,OR_13830,5,mto bom,"chegou antes do prazo, e o produto mto bom",2018-05-25 00:00:00,2018-05-25 16:12:27
RV_1585,OR_22647,5,No Title,No Comment,2018-02-18 00:00:00,2018-02-19 01:03:01
RV_1586,OR_37537,4,No Title,"Respondi que sim para ""recebi o produto correto"" por falta de opção. Eu ainda não vi o produto. Não quis abrir a embalagem, pois é presente. Caso haja alguma desconformidade entrarei em contato.",2018-06-09 00:00:00,2018-06-10 11:39:53
RV_1587,OR_31103,4,No Title,No Comment,2018-05-11 00:00:00,2018-05-14 10:56:31
RV_1588,OR_53323,5,No Title,esta de acordo com meus propósitos,2018-02-28 00:00:00,2018-03-01 12:44:08
RV_1589,OR_34137,5,No Title,No Comment,2017-06-13 00:00:00,2017-06-14 02:58:09
RV_1590,OR_53023,5,No Title,No Comment,2018-07-21 00:00:00,2018-07-24 09:06:41
RV_1591,OR_2293,5,No Title,No Comment,2018-07-10 00:00:00,2018-07-10 22:28:34
RV_1592,OR_54436,1,No Title,"O mp3 player é muito bonito e pequeno. Contudo, o som dele é muito ruim, com ruídos e chiados. Troquei o fone de ouvido pelo da apple, mas não mudou nada. O problema é na qualidade do produto mesmo.",2017-07-06 00:00:00,2017-07-07 15:47:44
RV_1593,OR_16834,4,X,X,2018-05-22 00:00:00,2018-05-22 20:49:23
RV_1594,OR_43599,4,No Title,"Produto bonito, parece de boa qualidade, entretanto, nas imagens do site, o produto parecia mais robusto, elegante e com cor uniforme. O tom varia...",2018-01-04 00:00:00,2018-01-06 17:51:12
RV_1595,OR_80650,5,No Title,No Comment,2018-01-27 00:00:00,2018-01-28 19:57:00
RV_1596,OR_22234,3,No Title,No Comment,2018-04-13 00:00:00,2018-04-16 09:04:03
RV_1597,OR_56954,4,No Title,Ainda não instalei mas chegou no prazo certinho!!,2018-04-21 00:00:00,2018-04-22 22:51:26
RV_1598,OR_90897,5,No Title,No Comment,2017-02-08 00:00:00,2017-02-10 06:18:28
RV_1599,OR_69927,5,Ótimo produto!,"Ótimo produto, entrega muito rápida!",2018-08-30 00:00:00,2018-09-01 22:10:17
RV_1600,OR_74954,4,No Title,No Comment,2017-12-20 00:00:00,2017-12-21 10:34:31
RV_1601,OR_22384,5,No Title,No Comment,2017-06-06 00:00:00,2017-06-07 04:13:19
RV_1602,OR_17468,5,Muito bom ,"Ótimo, excelente produto recomendo a todos ",2018-07-12 00:00:00,2018-07-13 10:49:12
RV_1603,OR_26816,4,No Title,nao veio o produto que pedi veio um quite de marmitas 10 peças eu comprei um jogo de panelas,2017-12-14 00:00:00,2017-12-14 21:53:54
RV_1604,OR_14453,3,Troca / devolução,"a experiência de compra on-line e a entrega foram boas, porém o produto não atendeu às expectativas e estou tendo dificuldades com a troca /devolução.",2018-05-15 00:00:00,2018-05-20 13:19:13
RV_1605,OR_7585,4,No Title,No Comment,2018-04-13 00:00:00,2018-04-17 13:12:37
RV_1606,OR_34769,4,No Title,No Comment,2017-04-19 00:00:00,2017-04-20 13:42:07
RV_1607,OR_84878,5,No Title,No Comment,2017-08-29 00:00:00,2017-08-30 00:58:35
RV_1608,OR_61543,4,No Title,No Comment,2017-04-21 00:00:00,2017-04-22 01:07:38
RV_1609,OR_86899,4,No Title,No Comment,2018-04-13 00:00:00,2018-04-15 23:28:14
RV_1610,OR_6887,5,No Title,parabenizo pela qualidade do produto e pontualidade na entrega..,2018-08-10 00:00:00,2018-08-17 11:26:10
RV_1611,OR_36112,5,No Title,No Comment,2018-03-01 00:00:00,2018-03-04 02:02:08
RV_1612,OR_81252,5,No Title,No Comment,2018-04-11 00:00:00,2018-04-12 13:16:57
RV_1613,OR_59032,5,No Title,No Comment,2018-08-04 00:00:00,2018-08-04 12:36:06
RV_1614,OR_78670,1,No Title,Ainda não recebi. Como faço?,2017-03-16 00:00:00,2017-03-17 10:43:40
RV_1615,OR_17250,1,No Title,Recebi o produto errado. Comprei original e recebi produtos paralelos. Reciclados. Picareta ,2018-03-16 00:00:00,2018-03-19 02:03:43
RV_1616,OR_72316,5,No Title,No Comment,2018-07-12 00:00:00,2018-07-13 23:21:52
RV_1617,OR_71659,5,No Title,No Comment,2018-06-27 00:00:00,2018-06-28 09:50:09
RV_1618,OR_71348,5,No Title,No Comment,2018-06-26 00:00:00,2018-06-26 22:01:25
RV_1619,OR_65150,3,No Title,"Produto entregue divergente do adquirido e não deram resposta a solicitação feita no site. Trata-se de presente e não pude entregar, aguardo troca do mesmo.",2018-02-15 00:00:00,2018-02-17 19:20:01
RV_1620,OR_62912,5,No Title,No Comment,2018-05-27 00:00:00,2018-05-27 21:18:10
RV_1621,OR_10189,5,Ótimo,"Tapete lindo e personalizado, bordado em volta e com o logo classic, todo de borracha PVC, mt bom fácil de limpar",2018-05-22 00:00:00,2018-05-24 23:20:45
RV_1622,OR_90067,5,Bom acabamento,Produto bem acabado 👍🏻,2018-07-05 00:00:00,2018-07-07 23:01:23
RV_1623,OR_24061,2,No Title,O produto está com problemas (defeito).,2017-12-23 00:00:00,2017-12-23 23:05:57
RV_1624,OR_14061,1,No Title,"Comprei duas bonecas baby kiss Sid nil dia 07/12/17 e eles entregaram somente 1 boneca ,não veio junto nota fiscal,caixa amassada e também não consigo contato com a lannister o telefone só da ocupado",2018-01-05 00:00:00,2018-01-09 13:32:54
RV_1625,OR_20418,5,No Title,ótimo produto e entrega super rápida.,2018-01-30 00:00:00,2018-02-01 00:54:38
RV_1626,OR_45914,5,No Title,Recebi i procuto antes do prazo determinado...,2017-05-19 00:00:00,2017-05-22 09:27:32
RV_1627,OR_8375,5,No Title,No Comment,2017-10-05 00:00:00,2017-10-05 12:55:11
RV_1628,OR_32639,5,No Title,No Comment,2018-02-04 00:00:00,2018-02-05 22:01:45
RV_1629,OR_15668,4,BOA LOJA ,"BOA LOJA, CUMPRIU TUDO O QUE ESTAVA NO ANUNCIO! A ENTREGA FOI SUPER-RÁPIDO!",2018-06-24 00:00:00,2018-06-24 21:56:07
RV_1630,OR_75406,5,No Title,Produto chegou antes do prazo ,2018-03-02 00:00:00,2018-03-02 15:39:11
RV_1631,OR_90829,5,No Title,No Comment,2017-12-28 00:00:00,2017-12-30 08:26:19
RV_1632,OR_94832,5,No Title,No Comment,2017-08-15 00:00:00,2017-08-16 07:26:10
RV_1633,OR_38245,5,No Title,"O tapete e muito lindo e material muito bom, super fofinho. A entrega foi dentro do prazo, so o embrulho que ele veio e que assusta e tao pequeno que nem parece que tem um lindo tapete dentro .",2017-07-26 00:00:00,2017-07-27 00:16:17
RV_1634,OR_15685,5,No Title,No Comment,2017-07-25 00:00:00,2017-07-27 00:43:28
RV_1635,OR_29076,5,No Title,"Ótima loja, produto muito bonito, entrega antes do prazo. Recomendo!!!!",2017-07-11 00:00:00,2017-07-12 01:33:47
RV_1636,OR_45224,5,No Title,Bom,2017-05-28 00:00:00,2017-05-29 09:34:57
RV_1637,OR_75523,3,No Title,No Comment,2017-10-19 00:00:00,2017-10-20 01:38:26
RV_1638,OR_36569,5,No Title,No Comment,2018-02-06 00:00:00,2018-02-06 23:32:05
RV_1639,OR_54598,5,No Title,No Comment,2018-02-08 00:00:00,2018-02-09 14:05:46
RV_1640,OR_85539,5,No Title,No Comment,2018-01-04 00:00:00,2018-01-04 22:54:44
RV_1641,OR_87502,5,No Title,No Comment,2018-04-28 00:00:00,2018-04-30 15:12:43
RV_1642,OR_75389,4,No Title,No Comment,2018-06-06 00:00:00,2018-06-07 01:44:34
RV_1643,OR_76796,5,No Title,Hoje no mercado encontramos roteador de baixa potência. E este aparelho é muito bom e potente ,2017-05-18 00:00:00,2017-05-24 23:49:31
RV_1644,OR_92877,4,BOM,"De forma geral o produto é bom, porém, som sai muito baixo o que torna produto em um produto de média qualidade.",2018-08-28 00:00:00,2018-08-29 00:51:09
RV_1645,OR_92419,5,No Title,No Comment,2017-09-07 00:00:00,2017-09-08 15:07:29
RV_1646,OR_66878,5,No Title,No Comment,2017-04-23 00:00:00,2017-04-24 14:36:45
RV_1647,OR_43566,5,No Title,No Comment,2018-01-31 00:00:00,2018-02-01 23:42:58
RV_1648,OR_34524,5,No Title,No Comment,2018-07-31 00:00:00,2018-08-02 23:05:47
RV_1649,OR_62907,3,No Title,"O produto foi entregue no prazo, até uma semana antes, porém houve um imprevisto na minha entrega, tentei entrar em contato várias vezes sem nenhum sucesso, fiquei mais de semana sem saber de nada.",2018-03-03 00:00:00,2018-03-04 02:40:47
RV_1650,OR_31052,5,No Title,Muito bom amei o produto,2018-04-12 00:00:00,2018-04-27 13:26:34
RV_1651,OR_91835,4,No Title,No Comment,2018-08-02 00:00:00,2018-08-03 12:44:13
RV_1652,OR_97747,5,No Title,No Comment,2018-08-23 00:00:00,2018-08-25 19:13:34
RV_1653,OR_52796,5,No Title,No Comment,2018-02-20 00:00:00,2018-02-21 01:18:35
RV_1654,OR_68727,5,No Title,No Comment,2018-05-26 00:00:00,2018-05-26 23:47:15
RV_1655,OR_24956,4,No Title,No Comment,2018-07-14 00:00:00,2018-07-14 22:04:51
RV_1656,OR_21014,5,No Title,"Ainda não recebi um dos relógios, ainda aguardando...obrigada!",2018-04-04 00:00:00,2018-04-05 12:51:40
RV_1657,OR_77329,4,No Title,No Comment,2018-03-03 00:00:00,2018-03-04 02:20:21
RV_1658,OR_51075,3,No Title,No Comment,2018-01-25 00:00:00,2018-01-29 12:02:12
RV_1659,OR_15302,4,No Title,No Comment,2017-11-14 00:00:00,2017-11-14 23:20:25
RV_1660,OR_7427,4,No Title,Nao foi possível verificar no site que um dos lados da almofada era preto.,2017-12-05 00:00:00,2017-12-06 10:52:19
RV_1661,OR_28338,4,No Title,No Comment,2018-07-03 00:00:00,2018-07-03 15:49:24
RV_1662,OR_85950,5,No Title,No Comment,2017-04-11 00:00:00,2017-04-14 02:20:35
RV_1663,OR_6056,3,targaryen,A capa é muito boa para o celular mas e película inclusa é de muita péssima qualidade.,2018-08-09 00:00:00,2018-08-12 20:22:42
RV_1664,OR_20227,5,No Title,No Comment,2017-06-17 00:00:00,2017-06-18 14:00:58
RV_1665,OR_61508,4,No Title,Não abri a caixa ainda ! ,2018-08-01 00:00:00,2018-08-01 23:44:52
RV_1666,OR_23560,5,No Title,o produto é de alta qualidade... adorei!!!!,2017-05-03 00:00:00,2017-05-03 23:13:58
RV_1667,OR_19517,1,Mercadoria não entregue,Não posso avaliar o que não recebi ,2018-08-10 00:00:00,2018-08-10 08:54:02
RV_1668,OR_61641,5,´´Otimo,Muito obrigada,2018-08-18 00:00:00,2018-09-10 16:59:46
RV_1669,OR_85164,4,No Title,Produto muito frágil,2018-07-26 00:00:00,2018-07-30 00:27:16
RV_1670,OR_64706,5,No Title,No Comment,2018-04-27 00:00:00,2018-04-27 14:14:52
RV_1671,OR_21599,5,No Title,"Ótima entrega, rápida e objetiva",2018-04-19 00:00:00,2018-04-21 21:48:39
RV_1672,OR_92779,1,No Title,Veio quebrado e faltando peça ,2017-09-19 00:00:00,2017-09-20 02:35:11
RV_1673,OR_42583,2,No Title,Recebi o produto de outro modelo. Desatenção por parte do distribuidor :(,2018-05-20 00:00:00,2018-05-20 15:48:18
RV_1674,OR_17122,5,No Title,"Gostei bastante do tecido, bem macio",2017-07-06 00:00:00,2017-07-07 02:59:26
RV_1675,OR_24064,5,No Title,No Comment,2018-01-25 00:00:00,2018-01-26 22:23:51
RV_1676,OR_72563,5,No Title,No Comment,2017-08-11 00:00:00,2017-08-12 02:17:45
RV_1677,OR_84706,4,No Title,No Comment,2018-06-16 00:00:00,2018-06-18 12:25:00
RV_1678,OR_62768,5,No Title,o produto e muito bom obrigada ,2017-04-20 00:00:00,2017-04-21 09:35:34
RV_1679,OR_77801,5,No Title,No Comment,2018-05-22 00:00:00,2018-05-24 17:48:01
RV_1680,OR_95060,1,No Title,Mudarei a avaliação se tudo der certo .,2017-08-30 00:00:00,2017-09-04 19:21:27
RV_1681,OR_69190,4,No Title,No Comment,2018-02-07 00:00:00,2018-02-07 20:09:14
RV_1682,OR_28966,5,No Title,No Comment,2017-10-07 00:00:00,2017-10-08 18:29:10
RV_1683,OR_24413,1,No Title,Relógio que comprei foi uma replica do original. ,2018-01-22 00:00:00,2018-01-30 14:26:31
RV_1684,OR_35245,4,Bom,No Comment,2018-08-02 00:00:00,2018-08-03 17:14:41
RV_1685,OR_80595,4,recomendo,"chegou, obrigada
mas a caixa, a embalagem
amassada e é um presente.",2018-08-15 00:00:00,2018-08-15 16:22:22
RV_1686,OR_35350,5,No Title,"OTIMO , ",2018-03-06 00:00:00,2018-03-20 19:44:26
RV_1687,OR_7393,5,No Title,No Comment,2018-03-24 00:00:00,2018-03-26 19:06:24
RV_1688,OR_15871,5,No Title,No Comment,2017-12-22 00:00:00,2017-12-22 20:06:58
RV_1689,OR_65611,4,No Title,No Comment,2017-04-04 00:00:00,2017-04-26 21:18:22
