order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
23310,1,4221,1280,2018-04-04 00:30:13,169.0,18.76
23310,2,4221,1280,2018-04-04 00:30:13,169.0,18.76
23311,1,12717,590,2018-04-18 10:10:47,83.9,16.56
23312,1,427,23,2018-08-14 04:35:09,55.0,18.49
23313,1,12718,567,2018-07-30 11:32:01,39.99,13.86
23314,1,12719,216,2018-02-14 16:31:27,69.9,11.73
23315,1,4497,400,2018-01-01 22:13:24,179.99,27.8
23316,1,1038,523,2017-07-27 14:15:21,213.0,17.74
23317,1,1374,167,2017-06-22 12:50:52,167.92,15.93
23318,1,12720,23,2017-10-19 20:27:08,145.0,15.76
23319,1,12721,18,2017-05-31 20:02:40,243.68,14.73
23320,1,453,67,2017-05-10 13:35:23,16.99,20.8
23321,1,8756,510,2018-02-15 20:15:25,38.0,15.1
23322,1,6235,599,2017-09-04 18:35:11,59.0,9.34
23323,1,7319,330,2017-02-18 08:41:15,6.0,14.52
23324,1,261,197,2018-08-21 06:31:25,199.0,21.66
23325,1,2212,526,2017-07-13 21:43:20,16.9,9.34
23326,1,6131,15,2018-08-14 15:24:34,134.99,23.75
23327,1,954,54,2017-11-06 14:06:07,105.0,21.57
23328,1,12722,551,2018-08-13 14:30:16,529.0,44.68
23329,1,12723,1807,2017-05-03 14:42:14,499.0,48.98
23330,1,679,34,2017-12-05 19:57:21,13.65,15.1
23331,1,2996,203,2018-01-18 14:39:31,119.8,27.16
23332,1,11361,260,2017-11-09 14:10:37,144.8,21.81
23333,1,12724,220,2017-05-04 08:22:31,280.0,19.39
23334,1,8486,39,2018-07-13 01:25:47,24.89,18.27
23335,1,1610,704,2018-05-03 22:15:14,299.0,15.21
23336,1,9978,344,2018-04-18 22:29:57,524.9,26.25
23337,1,2499,659,2017-11-01 00:07:44,17.9,15.1
23338,1,9162,193,2017-08-29 02:46:54,355.99,28.81
23339,1,422,34,2018-03-12 19:29:41,9.0,15.23
23340,1,804,34,2018-05-07 17:12:54,12.25,7.39
23341,1,100,89,2018-04-03 20:50:15,61.99,22.93
23342,1,3618,143,2018-03-07 21:08:48,39.9,14.1
23343,1,8490,366,2017-03-24 15:52:41,313.9,26.69
23344,1,9868,294,2017-12-19 02:50:00,24.9,11.85
23345,1,229,84,2018-07-25 10:24:11,179.0,27.91
23346,1,268,200,2017-12-18 16:17:25,88.0,16.87
23347,1,1791,2183,2018-03-16 11:30:30,53.89,7.55
23348,1,479,38,2017-09-15 13:10:20,99.99,16.95
23349,1,12725,265,2018-01-03 21:16:29,84.9,13.61
23350,1,2993,278,2017-07-14 14:50:18,160.99,43.54
23351,1,12726,216,2018-02-12 03:55:28,59.9,11.73
23352,1,1669,22,2017-12-12 02:22:07,196.99,65.5
23353,1,1727,741,2017-03-30 18:32:29,129.9,23.9
23354,1,12727,841,2017-11-30 04:28:29,119.9,15.59
23355,1,5818,362,2017-11-03 17:55:21,159.9,16.88
23356,1,12728,90,2018-02-12 17:11:24,22.99,14.1
23357,1,12729,164,2018-02-09 17:31:37,75.0,15.28
23358,1,5740,867,2018-02-15 21:35:28,29.9,22.67
23359,1,1088,38,2018-05-10 22:35:19,131.99,18.19
23359,2,12730,990,2018-05-13 22:35:19,290.0,18.2
23360,1,12731,574,2018-06-14 05:15:58,7.9,22.06
23360,2,12731,574,2018-06-14 05:15:58,7.9,22.06
23360,3,12731,574,2018-06-14 05:15:58,7.9,22.06
23360,4,12731,574,2018-06-14 05:15:58,7.9,22.06
23360,5,12731,574,2018-06-14 05:15:58,7.9,22.06
23360,6,12731,574,2018-06-14 05:15:58,7.9,22.06
23361,1,12732,310,2018-04-26 12:30:52,36.0,11.81
23361,2,12733,212,2018-04-26 12:30:52,262.44,11.81
23362,1,12734,410,2017-11-03 03:06:47,12.0,7.78
23363,1,1018,392,2018-03-16 18:29:35,122.9,23.79
23364,1,116,14,2017-11-23 02:29:03,59.9,17.67
23364,2,434,14,2017-11-23 02:29:03,59.9,17.67
23364,3,443,14,2017-11-23 02:29:03,59.9,17.67
23364,4,340,14,2017-11-23 02:29:03,59.9,17.67
23364,5,340,14,2017-11-23 02:29:03,59.9,17.67
23364,6,434,14,2017-11-23 02:29:03,59.9,17.67
23364,7,116,14,2017-11-23 02:29:03,59.9,17.67
23364,8,443,14,2017-11-23 02:29:03,59.9,17.67
23365,1,12735,633,2017-10-19 15:14:11,35.0,34.15
23366,1,4871,745,2018-01-23 12:50:45,59.7,11.92
23367,1,12736,1668,2017-07-12 16:43:46,59.4,13.44
23368,1,12737,1242,2017-07-20 14:05:29,104.9,20.22
23369,1,218,146,2017-08-30 03:05:42,16.9,15.1
23370,1,320,228,2017-11-30 09:14:34,190.83,12.84
23371,1,12738,2184,2018-06-18 23:49:18,344.99,17.42
23372,1,12739,371,2017-09-13 20:25:11,59.9,19.91
23373,1,9604,684,2017-11-30 19:12:31,69.0,34.28
23374,1,9963,48,2017-12-22 20:56:32,234.9,17.89
23375,1,228,177,2017-11-28 03:26:00,24.5,11.85
23375,2,228,177,2017-11-28 03:26:00,24.5,11.85
23376,1,318,226,2018-04-19 03:49:46,349.9,27.13
23377,1,1316,38,2017-06-12 21:42:22,229.99,24.48
23378,1,7827,527,2018-06-11 20:30:44,4.9,15.23
23379,1,553,294,2018-02-15 17:45:45,24.9,16.79
23379,2,5933,294,2018-02-15 17:45:45,24.9,16.79
23380,1,12740,613,2018-07-03 11:51:17,45.9,23.12
23380,2,12740,613,2018-07-03 11:51:17,45.9,23.12
23381,1,12099,287,2017-05-24 23:35:15,240.35,19.25
23382,1,12741,570,2018-01-16 21:49:21,24.9,16.79
23383,1,12742,16,2018-08-16 14:35:19,71.4,13.16
23384,1,340,14,2017-11-28 14:06:39,59.9,17.67
23385,1,742,406,2017-11-30 05:19:24,98.8,17.94
23386,1,5898,570,2017-10-23 04:09:44,34.9,10.38
23386,2,12743,291,2017-10-23 04:09:44,39.99,15.56
23387,1,12744,2185,2018-08-06 20:50:14,64.99,15.56
23387,2,12744,2185,2018-08-06 20:50:14,64.99,15.56
23388,1,1131,556,2017-10-31 00:56:57,55.0,16.83
23388,2,1131,556,2017-10-31 00:56:57,55.0,16.83
23388,3,1131,556,2017-10-31 00:56:57,55.0,16.83
23388,4,1131,556,2017-10-31 00:56:57,55.0,16.83
23388,5,1131,556,2017-10-31 00:56:57,55.0,16.83
23388,6,1131,556,2017-10-31 00:56:57,55.0,16.83
23389,1,615,365,2017-07-11 17:11:13,12.88,8.27
23390,1,100,89,2018-07-06 20:30:57,66.99,27.75
23391,1,2876,183,2018-04-03 07:05:31,32.9,15.23
23392,1,240,183,2018-06-06 03:31:14,24.9,7.39
23393,1,42,13,2018-04-13 16:55:39,92.0,21.59
23394,1,12745,1336,2017-12-28 18:19:36,59.99,16.99
23395,1,519,11,2017-10-10 18:44:17,58.99,17.66
23396,1,3201,814,2017-03-22 14:00:38,130.0,16.21
23397,1,47,45,2018-07-09 04:32:58,35.9,11.74
23398,1,12746,258,2018-04-19 02:15:31,69.9,7.39
23399,1,12747,1061,2018-06-12 12:57:06,33.8,15.23
23400,1,12748,156,2018-04-10 20:55:27,54.99,16.35
23401,1,1212,584,2017-08-08 18:23:31,167.99,36.5
23402,1,12749,135,2018-06-24 22:55:42,119.0,30.63
23403,1,987,509,2018-01-11 13:31:51,135.0,14.7
23404,1,12750,706,2018-08-02 10:24:18,69.97,19.68
23405,1,519,11,2017-06-28 11:45:14,59.99,7.78
23406,1,6778,1653,2017-11-30 14:34:25,99.0,7.83
23406,2,12751,1653,2017-11-30 14:34:25,235.0,23.02
23406,3,6778,1653,2017-11-30 14:34:25,99.0,7.83
23406,4,12751,1653,2017-11-30 14:34:25,235.0,23.02
23407,1,12752,151,2018-06-13 21:55:28,29.9,15.23
23408,1,914,2186,2017-09-21 16:04:25,85.0,14.34
23409,1,318,226,2018-07-20 15:01:17,364.0,21.74
23410,1,9811,121,2018-07-03 20:50:16,165.0,19.26
23411,1,12753,739,2017-09-11 09:30:12,33.2,25.63
23412,1,12754,2187,2017-10-26 09:06:10,139.9,34.78
23413,1,12755,426,2018-02-21 19:11:27,159.9,21.92
23414,1,4493,23,2017-12-01 08:36:55,125.0,14.62
23415,1,8483,23,2017-06-14 09:15:13,69.0,7.78
23416,1,443,14,2017-11-08 16:45:11,59.9,19.66
23417,1,12756,320,2018-02-21 02:55:56,71.99,9.09
23417,2,12756,320,2018-02-21 02:55:56,71.99,9.09
23418,1,653,773,2018-09-04 15:49:12,16.99,7.39
23419,1,13,13,2018-06-04 03:15:19,79.9,13.0
23420,1,12757,2019,2018-05-07 20:55:32,203.8,15.52
23421,1,2842,240,2018-03-26 21:08:29,104.49,18.61
23422,1,12758,805,2018-01-12 15:31:51,238.0,26.95
23423,1,12759,278,2017-04-05 16:22:59,113.99,15.91
23424,1,124,38,2018-02-26 07:15:36,129.99,12.11
23425,1,12760,21,2018-02-27 18:30:48,28.99,15.1
23426,1,12761,13,2017-12-11 09:55:16,89.9,13.65
23427,1,6118,187,2018-08-03 20:55:25,228.0,49.97
23428,1,1923,21,2017-08-22 15:15:26,16.99,15.1
23429,1,12762,1064,2017-01-09 13:52:39,10.9,8.72
23430,1,12763,657,2017-08-18 10:45:19,233.8,94.94
23431,1,12764,378,2017-12-28 19:09:59,129.9,45.75
23432,1,12765,1063,2018-02-20 21:15:42,49.95,25.63
23433,1,9024,276,2018-01-08 23:28:45,150.0,15.8
23434,1,13,13,2018-06-18 22:16:30,79.9,57.33
23435,1,6429,1103,2017-07-16 21:55:18,35.0,11.85
23436,1,4698,190,2018-04-05 16:30:16,439.65,20.96
23437,1,7838,348,2018-05-16 15:11:42,53.0,22.08
23438,1,24,24,2017-10-16 13:26:07,48.9,16.6
23439,1,12766,86,2017-05-09 12:31:10,79.99,19.26
23439,2,12767,2188,2017-05-09 12:31:10,29.9,6.03
23440,1,12768,599,2017-12-01 20:11:22,349.0,27.19
23441,1,8892,53,2017-11-09 12:46:06,49.99,16.79
23442,1,6793,249,2018-05-16 15:11:42,159.99,8.14
23443,1,5712,116,2017-08-10 10:25:17,29.99,15.1
23444,1,12769,925,2018-06-10 21:52:44,289.0,14.46
23445,1,921,483,2018-03-19 04:31:17,88.9,13.74
23446,1,479,38,2018-03-12 01:30:25,99.99,12.84
23447,1,3508,105,2017-10-26 00:07:19,149.9,18.3
23448,1,2309,128,2018-03-05 11:09:53,67.9,12.61
23448,2,2309,128,2018-03-05 11:09:53,67.9,12.61
23449,1,126,110,2017-03-23 12:39:45,159.99,33.4
23450,1,3707,1188,2018-03-08 13:30:26,108.3,25.21
23450,2,3707,1188,2018-03-08 13:30:26,108.3,25.21
23451,1,315,187,2018-05-18 12:14:47,230.0,31.16
23452,1,12770,2189,2018-05-15 03:31:25,69.9,8.88
23453,1,12771,150,2018-03-06 21:20:24,72.89,16.95
23454,1,12772,716,2017-12-29 02:39:28,49.9,34.15
23455,1,12773,234,2017-03-02 11:22:12,109.9,14.54
23456,1,3755,187,2018-04-26 18:30:41,35.0,8.88
23456,2,3755,187,2018-04-26 18:30:41,35.0,8.88
23457,1,12774,2190,2018-08-16 15:45:13,169.9,53.54
23458,1,12775,63,2018-08-20 03:25:09,199.9,51.69
23459,1,12776,265,2017-12-12 15:19:34,389.9,15.75
23460,1,3216,180,2017-12-26 10:10:41,34.99,7.78
23461,1,12777,2191,2017-12-28 15:17:32,378.38,58.88
23462,1,10926,551,2017-03-16 15:05:18,119.0,15.94
23463,1,4971,768,2018-04-16 08:10:15,379.9,11.57
23464,1,945,494,2017-08-28 04:25:56,39.9,15.1
23465,1,8822,163,2018-05-17 04:12:25,94.9,19.63
23466,1,1422,38,2017-11-20 23:30:46,144.99,19.25
23467,1,12778,484,2018-05-24 18:31:41,49.9,15.23
23468,1,1316,38,2017-05-05 17:42:39,219.99,15.31
23469,1,878,68,2017-07-13 18:43:08,49.9,11.85
23470,1,12779,90,2018-04-06 15:49:05,49.99,15.23
23471,1,12780,341,2018-02-05 21:35:31,230.0,44.02
23472,1,5959,448,2017-08-23 17:50:15,154.99,14.83
23473,1,12781,279,2018-02-12 04:34:37,44.99,13.37
23474,1,104,88,2018-05-18 00:31:39,116.9,0.0
23475,1,12782,82,2017-10-18 17:56:47,179.99,49.79
23476,1,5099,34,2018-04-30 11:32:04,16.5,8.29
23477,1,12783,809,2018-02-19 19:07:32,7.99,12.35
23477,2,12783,809,2018-02-19 19:07:32,7.99,12.35
23477,3,12783,809,2018-02-19 19:07:32,7.99,12.35
23477,4,12783,809,2018-02-19 19:07:32,7.99,12.35
23478,1,12784,156,2018-03-26 03:48:54,9.99,7.39
23479,1,6276,528,2017-11-22 16:35:34,61.9,9.34
23480,1,12195,70,2017-08-30 02:26:26,14.0,15.1
23481,1,3169,86,2018-01-11 11:15:29,55.0,17.64
23482,1,12785,2192,2018-06-18 21:24:49,1599.0,39.72
23483,1,897,354,2017-03-14 07:25:07,59.9,20.5
23484,1,12786,631,2017-09-20 10:25:46,44.63,17.92
23485,1,6767,142,2017-09-28 23:28:31,50.9,12.7
23486,1,1978,131,2018-01-29 03:37:30,69.99,16.25
23487,1,12787,2193,2018-07-27 10:45:16,120.0,43.12
23488,1,6249,394,2018-06-19 09:56:57,34.9,11.26
23489,1,8779,385,2018-08-13 08:50:22,39.0,13.61
23490,1,12788,595,2017-05-11 11:42:23,212.0,10.96
23491,1,11281,22,2017-08-25 14:44:23,69.98,28.4
23491,2,11281,22,2017-08-25 14:44:23,69.98,28.4
23491,3,12789,22,2017-08-25 14:44:23,159.99,22.72
23492,1,2194,868,2018-01-30 21:39:24,79.9,29.6
23493,1,28,28,2018-05-01 23:31:13,27.9,50.85
23494,1,2675,455,2018-06-25 14:58:52,189.9,21.6
23495,1,10259,860,2017-12-07 13:31:10,54.0,18.24
23495,2,10862,860,2017-12-07 13:31:10,33.0,7.01
23496,1,504,316,2017-06-16 06:42:30,10.99,15.1
23496,2,504,316,2017-06-16 06:42:30,10.99,15.1
23497,1,7908,1629,2018-06-21 08:19:31,35.0,7.51
23498,1,12790,426,2017-06-07 03:02:54,165.9,9.98
23499,1,11598,38,2017-06-02 17:55:14,109.99,17.02
23500,1,12791,106,2018-08-13 19:50:14,139.0,22.79
23501,1,12792,22,2018-05-25 19:52:30,44.99,20.57
23501,2,12792,22,2018-05-25 19:52:30,44.99,20.57
23501,3,12792,22,2018-05-25 19:52:30,44.99,20.57
23502,1,1549,233,2018-04-25 16:31:43,67.0,13.59
23503,1,3298,378,2017-10-03 12:07:26,129.9,25.75
23504,1,1254,329,2018-04-03 09:35:16,129.9,23.49
23505,1,11787,657,2017-12-15 17:11:01,117.99,12.33
23506,1,229,84,2018-06-12 16:12:36,179.0,27.69
23507,1,12793,1734,2018-04-04 22:55:18,60.0,19.39
23507,2,12793,1734,2018-04-04 22:55:18,60.0,19.39
23508,1,12794,493,2018-05-16 20:50:12,69.99,19.46
23509,1,12795,294,2018-02-15 02:50:23,299.9,17.5
23510,1,571,341,2017-10-20 11:27:26,143.0,38.55
23511,1,3201,814,2017-06-19 07:55:15,130.0,17.35
23512,1,4594,1344,2018-03-01 12:30:31,34.9,7.78
23513,1,2761,999,2018-04-12 18:47:52,120.0,9.14
23514,1,5896,439,2018-07-02 10:30:58,134.9,39.21
23515,1,12140,92,2017-09-21 06:36:43,849.99,20.71
23516,1,997,110,2018-01-09 23:31:14,139.99,45.44
23517,1,4053,526,2018-02-27 09:31:12,63.14,16.2
23518,1,536,88,2018-02-14 16:31:27,209.9,14.49
23519,1,12796,421,2017-09-11 15:10:18,59.9,11.92
23520,1,897,354,2017-04-03 14:02:33,79.9,20.64
23521,1,4819,502,2017-02-11 10:05:43,55.9,11.0
23522,1,480,306,2017-10-30 03:14:09,27.9,7.78
23523,1,12797,824,2018-08-21 12:35:06,59.9,14.58
23524,1,12798,187,2018-05-28 02:31:29,96.0,7.54
23525,1,12799,216,2018-06-07 18:31:00,49.9,8.88
23526,1,12800,13,2017-12-07 02:39:20,52.3,11.87
23527,1,13,13,2018-05-14 04:32:39,84.0,10.67
23528,1,6090,21,2017-12-12 22:58:31,21.99,7.78
23529,1,12801,34,2018-07-30 03:10:26,25.99,7.44
23530,1,12802,52,2018-08-16 17:55:16,39.99,7.54
23531,1,754,74,2018-01-29 23:34:01,99.9,14.43
23532,1,12803,493,2018-05-17 21:55:22,35.9,18.23
23532,2,12803,493,2018-05-17 21:55:22,35.9,18.23
23533,1,6948,631,2017-08-11 20:35:15,118.88,33.28
23534,1,6931,745,2017-12-03 22:13:17,19.62,16.79
23534,2,6931,745,2017-12-03 22:13:17,19.62,16.79
23534,3,6931,745,2017-12-03 22:13:17,19.62,16.79
23535,1,7323,269,2018-05-17 03:37:41,43.5,18.23
23536,1,9443,626,2017-06-29 09:30:12,34.99,16.6
23537,1,2480,869,2018-08-20 03:30:19,99.9,13.0
23538,1,5505,348,2018-01-23 15:48:36,80.0,12.9
23539,1,2906,34,2018-02-28 22:15:32,13.2,11.85
23540,1,12804,253,2018-05-09 21:12:05,129.99,15.0
23541,1,63,59,2018-01-08 13:49:25,120.0,8.1
23542,1,653,205,2018-03-05 03:32:26,18.9,34.15
23543,1,13,13,2017-12-06 11:13:21,89.9,16.26
23544,1,12805,187,2018-06-12 21:15:17,98.0,23.27
23544,2,12805,187,2018-06-12 21:15:17,98.0,23.27
23545,1,56,54,2018-08-03 02:44:16,135.0,17.88
23546,1,12806,2020,2018-07-22 23:40:50,65.95,15.56
23547,1,12807,229,2018-04-26 16:31:45,329.9,19.22
23548,1,12808,698,2017-04-20 06:41:44,159.0,16.41
23549,1,12809,1404,2017-12-14 02:36:46,121.9,14.6
23549,2,12809,1404,2017-12-14 02:36:46,121.9,14.6
23549,3,12809,1404,2017-12-14 02:36:46,121.9,14.6
23549,4,12809,1404,2017-12-14 02:36:46,121.9,14.6
23549,5,12809,1404,2017-12-14 02:36:46,121.9,14.6
23550,1,5896,439,2018-08-10 14:45:09,134.9,20.13
23551,1,1087,156,2018-04-17 05:50:14,17.99,12.79
23552,1,3827,151,2017-02-26 15:10:23,19.9,15.65
23553,1,12810,278,2017-11-30 21:12:46,128.99,21.29
23554,1,1897,151,2018-07-27 13:10:15,38.9,22.2
23555,1,126,110,2017-06-25 22:30:17,159.99,45.2
23556,1,38,38,2017-07-18 10:50:16,99.99,17.95
23557,1,947,496,2017-11-07 03:50:28,174.9,20.1
23558,1,3625,74,2018-03-07 17:55:36,178.9,26.53
23559,1,12811,190,2018-06-21 06:31:07,694.65,22.96
23560,1,642,381,2017-04-19 21:22:28,99.33,24.9
23561,1,12812,1346,2018-08-02 15:35:19,119.9,9.59
23562,1,7699,218,2017-12-05 10:59:57,39.95,15.1
23563,1,1672,354,2017-07-20 20:05:21,258.9,43.47
23564,1,6904,13,2017-11-23 03:55:37,49.9,11.85
23565,1,1116,105,2018-01-12 10:56:52,99.9,18.27
23566,1,12813,48,2017-12-27 12:58:28,124.9,30.28
23567,1,2910,310,2018-05-15 02:18:11,26.9,8.29
23568,1,12814,2057,2017-10-22 23:14:10,28.9,14.1
23569,1,952,356,2017-06-16 14:50:25,19.99,14.1
23570,1,1451,67,2018-08-02 09:15:13,64.99,22.39
23571,1,5320,86,2018-04-18 17:35:17,141.57,49.14
23572,1,12815,767,2018-03-21 15:15:41,70.9,13.86
23573,1,12816,1242,2017-07-20 03:04:33,99.9,21.19
23574,1,12817,401,2017-12-06 18:50:48,22.66,14.24
23574,2,12817,401,2017-12-06 18:50:48,22.66,14.24
23574,3,12817,401,2017-12-06 18:50:48,22.66,14.24
23575,1,4112,1041,2018-03-02 13:31:07,269.9,22.73
23576,1,12818,623,2018-06-22 00:59:42,102.0,10.02
23577,1,688,15,2018-06-05 09:52:14,135.0,27.68
23578,1,7031,1692,2018-02-01 19:29:43,1599.0,69.74
23579,1,1407,642,2018-07-12 17:05:16,99.18,23.84
23580,1,12819,1108,2018-01-31 23:55:54,339.0,18.81
23581,1,3437,54,2017-03-30 20:50:18,85.0,17.59
23582,1,722,412,2018-04-24 02:15:25,35.0,18.23
23583,1,12820,425,2017-08-22 16:35:28,106.99,53.35
23584,1,1339,424,2018-02-15 13:45:22,99.99,14.43
23585,1,11407,53,2018-05-15 14:30:59,750.0,15.87
23586,1,12634,121,2018-04-20 20:31:21,39.0,22.93
23587,1,9253,1511,2017-11-30 15:15:49,119.99,34.2
23588,1,4113,410,2018-02-07 15:10:32,116.9,16.58
23589,1,1436,38,2018-01-18 09:37:27,239.99,17.31
23590,1,3442,135,2017-11-13 22:50:29,299.0,18.8
23591,1,12821,2049,2018-03-14 17:30:43,67.7,35.53
23592,1,519,11,2017-12-03 22:37:33,58.99,13.43
23593,1,12822,337,2017-08-03 08:43:46,139.9,17.42
23594,1,12823,223,2017-09-21 19:45:39,64.9,15.21
23595,1,12824,348,2017-06-01 19:30:17,19.5,11.85
23596,1,12825,48,2017-05-09 20:25:14,189.9,16.54
23597,1,536,88,2018-03-06 09:56:13,204.0,14.45
23598,1,11,11,2018-01-25 02:11:55,59.99,15.18
23599,1,7383,1732,2018-03-27 13:28:00,1649.89,22.17
23600,1,12826,1180,2017-10-31 15:14:19,339.0,10.57
23601,1,12827,1469,2016-10-21 16:21:57,41.99,19.07
23602,1,533,328,2018-02-09 10:11:09,58.9,23.79
23603,1,12828,362,2017-07-19 02:56:11,69.9,25.77
23604,1,12829,1326,2018-01-09 19:11:23,22.5,15.1
23605,1,12830,573,2017-05-09 11:33:35,28.5,15.56
23606,1,12831,121,2017-04-25 12:35:22,84.0,14.76
23607,1,6549,1155,2018-08-07 15:30:19,109.22,9.52
23608,1,3504,422,2017-11-29 01:47:57,19.9,15.1
23609,1,12832,391,2017-08-30 10:50:40,67.89,19.72
23610,1,10183,86,2017-04-10 16:30:11,52.0,10.97
23611,1,12833,1520,2017-10-19 04:49:21,219.9,28.92
23612,1,7280,218,2018-02-12 11:31:26,59.0,11.91
23613,1,1726,172,2017-12-12 02:51:23,49.95,15.1
23614,1,12834,320,2018-03-27 19:10:24,29.99,8.64
23614,2,12834,320,2018-03-27 19:10:24,29.99,8.64
23614,3,12834,320,2018-03-27 19:10:24,29.99,8.64
23614,4,12834,320,2018-03-27 19:10:24,29.99,8.64
23615,1,12835,9,2018-06-06 18:51:21,56.0,11.15
23616,1,12301,9,2017-04-26 22:30:18,151.74,10.05
23617,1,12836,642,2017-08-28 03:45:25,35.0,18.89
23618,1,12837,88,2018-07-27 09:43:55,154.9,19.18
23619,1,10115,725,2018-01-29 11:10:21,39.9,8.81
23619,2,12838,725,2018-01-29 11:10:21,39.9,9.97
23619,3,4037,725,2018-01-29 11:10:21,45.9,27.53
23620,1,1608,86,2018-05-11 16:12:38,81.99,22.63
23621,1,1339,424,2018-02-12 17:15:28,99.99,29.1
23622,1,1004,113,2018-03-21 11:50:35,180.0,19.14
23623,1,12839,86,2017-08-23 22:25:23,32.19,9.34
23624,1,12840,393,2018-01-22 17:10:12,282.3,19.87
23624,2,12840,393,2018-01-22 17:10:12,282.3,19.87
23625,1,12841,294,2017-09-11 20:50:18,99.9,9.55
23625,2,12842,294,2017-09-11 20:50:18,199.9,19.11
23625,3,12843,294,2017-09-11 20:50:18,199.9,19.11
23626,1,12844,1844,2018-07-24 15:35:16,185.0,39.57
23627,1,12845,27,2017-02-13 05:31:30,79.9,20.74
23628,1,3557,14,2018-08-09 04:44:44,79.9,24.17
23629,1,12846,916,2018-07-20 14:10:20,50.0,15.45
23630,1,1401,146,2017-03-20 00:57:37,98.9,25.18
23631,1,12847,150,2017-06-19 04:42:49,39.9,16.79
23632,1,7908,1629,2018-06-28 11:55:29,35.0,7.51
23633,1,7766,768,2017-06-28 03:03:38,44.9,16.11
23634,1,1857,763,2017-08-10 13:43:27,25.99,15.23
23634,2,4158,763,2017-08-10 13:43:27,25.99,7.61
23634,3,1857,763,2017-08-10 13:43:27,25.99,15.23
23635,1,12848,2194,2017-09-04 18:30:18,195.99,19.26
23636,1,9527,13,2017-11-03 08:15:21,54.9,13.4
23637,1,9124,1044,2017-06-09 10:55:16,39.99,11.85
23638,1,6398,89,2018-02-20 19:27:06,58.99,21.21
23639,1,5555,666,2018-02-16 20:12:04,38.97,12.69
23640,1,1424,11,2017-08-17 04:04:48,23.99,17.63
23641,1,12849,23,2017-03-14 04:03:29,65.0,14.57
23641,2,3163,23,2017-03-14 04:03:29,45.0,14.57
23642,1,2873,506,2018-02-23 18:50:27,54.9,15.82
23642,2,2873,506,2018-02-23 18:50:27,54.9,15.82
23643,1,11609,304,2017-09-20 20:06:07,8.9,15.1
23644,1,2288,53,2017-09-19 22:05:44,55.0,11.89
23645,1,7402,23,2017-04-12 02:45:27,79.0,24.55
23646,1,12850,1240,2018-02-20 16:28:07,34.9,11.85
23647,1,116,14,2018-01-29 10:20:30,49.9,13.37
23648,1,12851,665,2018-08-16 12:45:18,89.9,19.82
23649,1,12852,401,2018-06-20 18:37:24,39.9,23.08
23650,1,407,205,2018-07-27 04:31:40,24.9,22.1
23651,1,2661,985,2017-05-03 14:30:18,165.1,15.92
23652,1,12853,82,2017-08-16 21:44:11,499.99,18.57
23653,1,12854,2195,2016-10-21 16:25:18,16.9,10.96
23654,1,12855,519,2018-05-16 21:10:53,169.0,31.45
23655,1,6354,93,2018-04-05 16:27:31,550.0,21.73
23656,1,12856,812,2018-08-17 14:04:32,384.99,59.18
23657,1,715,105,2016-10-15 05:02:06,59.9,25.18
23658,1,50,1369,2017-12-01 11:54:56,108.9,14.51
23659,1,5507,70,2018-05-24 08:15:16,52.0,10.12
23660,1,559,11,2017-05-12 18:55:07,56.99,14.15
23661,1,443,14,2017-11-30 14:39:31,49.0,13.41
23662,1,4228,377,2017-11-03 20:10:22,46.9,17.92
23663,1,8808,156,2017-05-11 19:01:54,64.99,14.52
23664,1,1380,493,2018-07-10 22:50:17,109.9,19.96
23665,1,12857,1221,2018-05-08 13:15:22,199.99,12.02
23666,1,519,11,2017-12-13 02:50:06,58.99,19.65
23667,1,3627,1117,2017-11-30 00:58:23,129.99,15.67
23668,1,5637,401,2017-12-04 17:30:31,52.11,7.78
23668,2,5637,401,2017-12-04 17:30:31,52.11,7.78
23669,1,12858,1623,2018-07-30 03:35:12,159.9,48.17
23670,1,8445,23,2018-06-12 20:31:54,45.0,15.23
23671,1,12859,687,2018-02-06 21:35:33,260.0,26.66
23672,1,12860,978,2018-03-08 21:48:53,28.0,9.34
23673,1,6635,113,2017-02-24 17:48:01,75.0,20.98
23674,1,9397,21,2018-02-07 02:56:12,29.99,14.1
23675,1,4832,386,2017-10-20 04:35:14,97.9,34.49
23676,1,1124,218,2017-05-29 21:32:42,98.0,18.26
23677,1,6514,729,2018-05-23 03:31:08,6.9,18.23
23678,1,12861,105,2018-07-27 09:19:10,39.9,7.7
23679,1,183,23,2017-07-31 03:30:25,55.0,15.14
23680,1,74,68,2017-08-07 00:15:18,44.9,7.78
23681,1,12862,451,2018-01-29 20:03:49,99.9,15.45
23682,1,12863,657,2017-08-03 02:25:45,85.82,16.23
23683,1,12864,486,2017-03-23 08:29:05,49.99,10.96
23684,1,8197,593,2017-07-12 21:35:14,34.9,9.34
23685,1,10205,21,2017-11-16 02:56:02,24.99,7.78
23686,1,234,53,2018-03-26 15:17:10,69.9,12.43
23687,1,12865,490,2017-06-15 16:10:13,133.9,18.19
23688,1,12866,187,2018-05-17 02:57:42,40.0,22.93
23688,2,12866,187,2018-05-17 02:57:42,40.0,22.93
23689,1,714,23,2018-06-20 01:39:22,78.0,7.81
23690,1,12867,254,2018-06-01 02:53:47,129.89,9.26
23691,1,12868,320,2018-01-26 16:18:33,29.99,9.09
23692,1,12869,478,2017-07-13 02:50:56,169.0,8.44
23693,1,7327,23,2017-12-26 09:30:55,35.0,6.31
