product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_category_name_english,product_category_name_english_encoded
PRO_1040,perfumaria,52.0,1400.0,1.0,100.0,16.0,3.0,15.0,perfumery,59
PRO_1041,relogios_presentes,57.0,623.0,2.0,317.0,18.0,13.0,14.0,watches_gifts,71
PRO_1042,esporte_lazer,60.0,1483.0,1.0,100.0,20.0,8.0,16.0,sports_leisure,65
PRO_1043,moveis_decoracao,55.0,529.0,4.0,2000.0,28.0,18.0,38.0,furniture_decor,39
PRO_1044,automotivo,52.0,231.0,1.0,1050.0,20.0,16.0,16.0,auto,5
PRO_1045,moveis_decoracao,54.0,553.0,1.0,1200.0,35.0,9.0,25.0,furniture_decor,39
PRO_1046,eletronicos,47.0,653.0,1.0,150.0,16.0,16.0,16.0,electronics,26
PRO_1047,moveis_decoracao,51.0,208.0,3.0,200.0,55.0,6.0,55.0,furniture_decor,39
PRO_1048,relogios_presentes,55.0,139.0,5.0,150.0,16.0,2.0,11.0,watches_gifts,71
PRO_1049,livros_tecnicos,40.0,1120.0,1.0,500.0,25.0,3.0,18.0,books_technical,10
PRO_1050,papelaria,59.0,307.0,2.0,8350.0,38.0,30.0,28.0,stationery,66
PRO_1051,telefonia,45.0,702.0,4.0,100.0,19.0,3.0,11.0,telephony,68
PRO_1052,moveis_decoracao,55.0,1646.0,1.0,300.0,16.0,6.0,11.0,furniture_decor,39
PRO_1053,malas_acessorios,52.0,1030.0,4.0,325.0,24.0,19.0,20.0,luggage_accessories,53
PRO_1054,informatica_acessorios,34.0,1080.0,2.0,250.0,41.0,2.0,29.0,computers_accessories,15
PRO_1055,telefonia,60.0,549.0,4.0,100.0,18.0,12.0,16.0,telephony,68
PRO_1056,eletrodomesticos_2,47.0,796.0,3.0,7300.0,82.0,10.0,54.0,home_appliances_2,45
PRO_1057,esporte_lazer,48.0,541.0,4.0,3000.0,67.0,13.0,17.0,sports_leisure,65
PRO_1058,telefonia,59.0,400.0,2.0,233.0,16.0,13.0,13.0,telephony,68
PRO_1059,utilidades_domesticas,42.0,237.0,1.0,900.0,39.0,4.0,27.0,housewares,49
PRO_1060,unknown,51.0,595.0,1.0,1550.0,38.0,4.0,23.0,unknown,70
PRO_1061,informatica_acessorios,34.0,774.0,1.0,900.0,36.0,9.0,11.0,computers_accessories,15
PRO_1062,relogios_presentes,34.0,608.0,3.0,600.0,23.0,19.0,15.0,watches_gifts,71
PRO_1063,utilidades_domesticas,50.0,205.0,1.0,800.0,16.0,11.0,18.0,housewares,49
PRO_1064,beleza_saude,53.0,3826.0,2.0,350.0,20.0,20.0,20.0,health_beauty,43
PRO_1065,bebes,58.0,374.0,6.0,200.0,16.0,9.0,11.0,baby,6
PRO_1066,fashion_underwear_e_moda_praia,60.0,1511.0,5.0,300.0,30.0,16.0,11.0,fashion_underwear_beach,33
PRO_1067,unknown,51.0,595.0,1.0,850.0,27.0,13.0,21.0,unknown,70
PRO_1068,informatica_acessorios,57.0,2637.0,3.0,1000.0,20.0,25.0,20.0,computers_accessories,15
PRO_1069,beleza_saude,32.0,820.0,1.0,2100.0,24.0,26.0,24.0,health_beauty,43
PRO_1070,fashion_bolsas_e_acessorios,27.0,819.0,1.0,100.0,16.0,5.0,16.0,fashion_bags_accessories,28
PRO_1071,papelaria,47.0,167.0,4.0,800.0,35.0,10.0,55.0,stationery,66
PRO_1072,moveis_decoracao,38.0,478.0,2.0,14300.0,49.0,42.0,42.0,furniture_decor,39
PRO_1073,esporte_lazer,43.0,513.0,1.0,400.0,30.0,5.0,20.0,sports_leisure,65
PRO_1074,relogios_presentes,60.0,415.0,7.0,300.0,16.0,2.0,20.0,watches_gifts,71
PRO_1075,automotivo,58.0,623.0,1.0,3100.0,70.0,8.0,70.0,auto,5
PRO_1076,automotivo,41.0,547.0,4.0,100.0,18.0,13.0,13.0,auto,5
PRO_1077,esporte_lazer,51.0,695.0,1.0,200.0,20.0,18.0,18.0,sports_leisure,65
PRO_1078,utilidades_domesticas,59.0,675.0,1.0,20300.0,44.0,93.0,30.0,housewares,49
PRO_1079,bebes,59.0,809.0,5.0,6600.0,45.0,25.0,35.0,baby,6
PRO_1080,cama_mesa_banho,48.0,306.0,1.0,11550.0,50.0,20.0,50.0,bed_bath_table,7
PRO_1081,construcao_ferramentas_construcao,54.0,713.0,1.0,750.0,16.0,11.0,11.0,construction_tools_construction,17
PRO_1082,utilidades_domesticas,54.0,460.0,1.0,475.0,24.0,19.0,24.0,housewares,49
PRO_1083,brinquedos,36.0,210.0,1.0,900.0,45.0,15.0,35.0,toys,69
PRO_1084,moveis_decoracao,35.0,596.0,4.0,5500.0,32.0,32.0,32.0,furniture_decor,39
PRO_1085,esporte_lazer,47.0,80.0,1.0,850.0,36.0,23.0,18.0,sports_leisure,65
PRO_1086,moveis_escritorio,55.0,594.0,1.0,650.0,20.0,12.0,15.0,office_furniture,57
PRO_1087,moveis_sala,33.0,332.0,1.0,6750.0,54.0,18.0,53.0,furniture_living_room,40
PRO_1088,moveis_decoracao,30.0,669.0,4.0,975.0,35.0,25.0,21.0,furniture_decor,39
PRO_1089,cama_mesa_banho,48.0,557.0,3.0,250.0,28.0,4.0,18.0,bed_bath_table,7
PRO_1090,beleza_saude,44.0,635.0,1.0,4050.0,25.0,22.0,21.0,health_beauty,43
PRO_1091,esporte_lazer,55.0,985.0,1.0,717.0,18.0,15.0,18.0,sports_leisure,65
PRO_1092,construcao_ferramentas_jardim,55.0,2038.0,6.0,155.0,18.0,7.0,14.0,costruction_tools_garden,21
PRO_1093,alimentos_bebidas,31.0,502.0,1.0,475.0,20.0,16.0,13.0,food_drink,37
PRO_1094,moveis_decoracao,53.0,1991.0,2.0,600.0,60.0,7.0,14.0,furniture_decor,39
PRO_1095,perfumaria,54.0,522.0,1.0,150.0,16.0,12.0,11.0,perfumery,59
PRO_1096,automotivo,60.0,1657.0,3.0,650.0,16.0,21.0,18.0,auto,5
PRO_1097,esporte_lazer,54.0,493.0,1.0,400.0,21.0,26.0,21.0,sports_leisure,65
PRO_1098,esporte_lazer,48.0,541.0,1.0,200.0,26.0,5.0,13.0,sports_leisure,65
PRO_1099,informatica_acessorios,60.0,878.0,5.0,1050.0,29.0,16.0,18.0,computers_accessories,15
PRO_1100,papelaria,60.0,815.0,5.0,1150.0,21.0,15.0,15.0,stationery,66
PRO_1101,pet_shop,43.0,261.0,4.0,950.0,50.0,20.0,20.0,pet_shop,60
PRO_1102,cama_mesa_banho,59.0,333.0,1.0,2300.0,40.0,10.0,40.0,bed_bath_table,7
PRO_1103,brinquedos,57.0,696.0,4.0,405.0,21.0,7.0,16.0,toys,69
PRO_1104,cama_mesa_banho,52.0,167.0,1.0,1900.0,47.0,7.0,35.0,bed_bath_table,7
PRO_1105,utilidades_domesticas,43.0,357.0,1.0,217.0,18.0,5.0,14.0,housewares,49
PRO_1106,papelaria,39.0,1361.0,1.0,300.0,27.0,5.0,23.0,stationery,66
PRO_1107,casa_construcao,47.0,186.0,2.0,225.0,23.0,18.0,18.0,home_construction,48
PRO_1108,cama_mesa_banho,50.0,145.0,3.0,150.0,26.0,6.0,19.0,bed_bath_table,7
PRO_1109,utilidades_domesticas,56.0,179.0,1.0,400.0,20.0,7.0,11.0,housewares,49
PRO_1110,informatica_acessorios,27.0,645.0,2.0,125.0,18.0,3.0,11.0,computers_accessories,15
PRO_1111,beleza_saude,63.0,1421.0,5.0,200.0,16.0,5.0,11.0,health_beauty,43
PRO_1112,cama_mesa_banho,44.0,826.0,4.0,600.0,31.0,4.0,17.0,bed_bath_table,7
PRO_1113,unknown,51.0,595.0,1.0,1300.0,52.0,10.0,38.0,unknown,70
PRO_1114,esporte_lazer,25.0,1002.0,1.0,2433.0,30.0,24.0,24.0,sports_leisure,65
PRO_1115,livros_interesse_geral,35.0,1254.0,4.0,1833.0,17.0,17.0,18.0,books_general_interest,8
PRO_1116,brinquedos,38.0,1338.0,2.0,150.0,16.0,21.0,11.0,toys,69
PRO_1117,utilidades_domesticas,43.0,165.0,2.0,100.0,30.0,8.0,12.0,housewares,49
PRO_1118,moveis_decoracao,49.0,833.0,1.0,1000.0,40.0,8.0,40.0,furniture_decor,39
PRO_1119,automotivo,59.0,1655.0,3.0,550.0,16.0,21.0,18.0,auto,5
PRO_1120,fashion_bolsas_e_acessorios,41.0,187.0,1.0,100.0,16.0,16.0,16.0,fashion_bags_accessories,28
PRO_1121,brinquedos,55.0,1131.0,3.0,1950.0,30.0,35.0,35.0,toys,69
PRO_1122,utilidades_domesticas,30.0,678.0,3.0,267.0,24.0,15.0,12.0,housewares,49
PRO_1123,cama_mesa_banho,49.0,486.0,1.0,800.0,43.0,23.0,23.0,bed_bath_table,7
PRO_1124,fashion_bolsas_e_acessorios,33.0,406.0,1.0,200.0,16.0,8.0,11.0,fashion_bags_accessories,28
PRO_1125,eletrodomesticos,54.0,192.0,1.0,150.0,27.0,13.0,17.0,home_appliances,44
PRO_1126,telefonia,44.0,101.0,1.0,100.0,20.0,20.0,20.0,telephony,68
PRO_1127,automotivo,60.0,968.0,3.0,800.0,16.0,16.0,11.0,auto,5
PRO_1128,telefonia,59.0,540.0,3.0,300.0,17.0,4.0,12.0,telephony,68
PRO_1129,fashion_roupa_masculina,54.0,275.0,2.0,750.0,40.0,6.0,35.0,fashion_male_clothing,30
PRO_1130,brinquedos,58.0,419.0,5.0,1700.0,30.0,35.0,25.0,toys,69
PRO_1131,telefonia,40.0,1886.0,2.0,300.0,21.0,11.0,14.0,telephony,68
PRO_1132,esporte_lazer,56.0,1392.0,4.0,1050.0,40.0,20.0,30.0,sports_leisure,65
PRO_1133,pet_shop,41.0,998.0,1.0,533.0,24.0,15.0,16.0,pet_shop,60
PRO_1134,relogios_presentes,40.0,262.0,1.0,600.0,16.0,27.0,17.0,watches_gifts,71
PRO_1135,relogios_presentes,49.0,705.0,2.0,500.0,23.0,15.0,19.0,watches_gifts,71
PRO_1136,moveis_decoracao,39.0,354.0,1.0,1350.0,30.0,30.0,30.0,furniture_decor,39
PRO_1137,cama_mesa_banho,52.0,530.0,6.0,949.0,30.0,20.0,26.0,bed_bath_table,7
PRO_1138,cama_mesa_banho,54.0,123.0,2.0,350.0,70.0,8.0,45.0,bed_bath_table,7
PRO_1139,automotivo,58.0,1020.0,3.0,1800.0,34.0,40.0,19.0,auto,5
PRO_1140,beleza_saude,45.0,918.0,1.0,283.0,17.0,11.0,16.0,health_beauty,43
PRO_1141,esporte_lazer,60.0,1412.0,2.0,433.0,16.0,16.0,16.0,sports_leisure,65
PRO_1142,eletrodomesticos,54.0,246.0,1.0,100.0,18.0,8.0,13.0,home_appliances,44
PRO_1143,automotivo,51.0,1001.0,1.0,3375.0,47.0,22.0,11.0,auto,5
PRO_1144,beleza_saude,15.0,726.0,1.0,450.0,16.0,2.0,11.0,health_beauty,43
PRO_1145,esporte_lazer,57.0,1537.0,5.0,450.0,30.0,10.0,30.0,sports_leisure,65
PRO_1146,cool_stuff,53.0,805.0,1.0,800.0,26.0,15.0,20.0,cool_stuff,20
PRO_1147,telefonia,60.0,540.0,6.0,300.0,17.0,4.0,11.0,telephony,68
PRO_1148,esporte_lazer,49.0,1840.0,5.0,3350.0,50.0,39.0,12.0,sports_leisure,65
PRO_1149,eletrodomesticos,57.0,137.0,1.0,100.0,18.0,8.0,13.0,home_appliances,44
PRO_1150,fashion_bolsas_e_acessorios,60.0,487.0,15.0,500.0,20.0,10.0,20.0,fashion_bags_accessories,28
PRO_1151,utilidades_domesticas,56.0,1220.0,2.0,500.0,23.0,2.0,23.0,housewares,49
PRO_1152,moveis_decoracao,56.0,1750.0,3.0,2450.0,105.0,3.0,70.0,furniture_decor,39
PRO_1153,perfumaria,49.0,300.0,1.0,520.0,24.0,13.0,17.0,perfumery,59
PRO_1154,cama_mesa_banho,39.0,292.0,1.0,1300.0,41.0,7.0,41.0,bed_bath_table,7
PRO_1155,ferramentas_jardim,56.0,354.0,1.0,5050.0,21.0,35.0,21.0,garden_tools,42
PRO_1156,telefonia,52.0,728.0,1.0,75.0,19.0,5.0,11.0,telephony,68
PRO_1157,relogios_presentes,36.0,562.0,1.0,450.0,22.0,14.0,17.0,watches_gifts,71
PRO_1158,telefonia,59.0,502.0,1.0,325.0,40.0,10.0,11.0,telephony,68
PRO_1159,moveis_decoracao,40.0,94.0,5.0,200.0,16.0,5.0,20.0,furniture_decor,39
PRO_1160,moveis_decoracao,63.0,886.0,5.0,30000.0,61.0,70.0,65.0,furniture_decor,39
PRO_1161,telefonia,60.0,816.0,1.0,150.0,27.0,5.0,20.0,telephony,68
PRO_1162,eletronicos,42.0,943.0,1.0,200.0,20.0,20.0,20.0,electronics,26
PRO_1163,cama_mesa_banho,54.0,672.0,2.0,250.0,16.0,10.0,16.0,bed_bath_table,7
PRO_1164,fashion_underwear_e_moda_praia,47.0,187.0,2.0,100.0,26.0,5.0,18.0,fashion_underwear_beach,33
PRO_1165,construcao_ferramentas_construcao,60.0,1988.0,3.0,450.0,16.0,14.0,11.0,construction_tools_construction,17
PRO_1166,moveis_decoracao,31.0,479.0,3.0,1000.0,16.0,19.0,29.0,furniture_decor,39
PRO_1167,beleza_saude,59.0,763.0,2.0,300.0,20.0,10.0,15.0,health_beauty,43
PRO_1168,utilidades_domesticas,43.0,2372.0,1.0,1350.0,44.0,11.0,25.0,housewares,49
PRO_1169,fashion_esporte,51.0,511.0,2.0,200.0,16.0,12.0,12.0,fashion_sport,32
PRO_1170,cool_stuff,26.0,1105.0,3.0,200.0,17.0,4.0,13.0,cool_stuff,20
PRO_1171,market_place,50.0,312.0,9.0,600.0,29.0,12.0,23.0,market_place,54
PRO_1172,instrumentos_musicais,46.0,259.0,1.0,700.0,38.0,4.0,30.0,musical_instruments,56
PRO_1173,telefonia,58.0,607.0,3.0,200.0,19.0,4.0,11.0,telephony,68
PRO_1174,beleza_saude,24.0,1690.0,1.0,4000.0,30.0,35.0,30.0,health_beauty,43
PRO_1175,eletroportateis,47.0,2378.0,6.0,4683.0,45.0,29.0,22.0,small_appliances,63
PRO_1176,cool_stuff,54.0,661.0,2.0,1450.0,42.0,25.0,15.0,cool_stuff,20
PRO_1177,beleza_saude,34.0,336.0,2.0,300.0,16.0,9.0,15.0,health_beauty,43
PRO_1178,cama_mesa_banho,50.0,222.0,1.0,600.0,45.0,15.0,35.0,bed_bath_table,7
PRO_1179,eletronicos,44.0,293.0,3.0,16850.0,22.0,22.0,18.0,electronics,26
PRO_1180,automotivo,53.0,2720.0,5.0,975.0,22.0,6.0,13.0,auto,5
PRO_1181,bebidas,39.0,394.0,1.0,1550.0,16.0,36.0,16.0,drinks,24
PRO_1182,eletroportateis,50.0,481.0,1.0,2500.0,25.0,23.0,32.0,small_appliances,63
PRO_1183,esporte_lazer,50.0,736.0,1.0,2350.0,60.0,15.0,43.0,sports_leisure,65
PRO_1184,cama_mesa_banho,58.0,295.0,1.0,550.0,60.0,10.0,40.0,bed_bath_table,7
PRO_1185,automotivo,60.0,1394.0,3.0,2275.0,33.0,7.0,26.0,auto,5
PRO_1186,relogios_presentes,56.0,559.0,2.0,215.0,19.0,13.0,19.0,watches_gifts,71
PRO_1187,brinquedos,57.0,925.0,5.0,19450.0,45.0,50.0,45.0,toys,69
PRO_1188,perfumaria,37.0,531.0,1.0,500.0,16.0,16.0,16.0,perfumery,59
PRO_1189,brinquedos,43.0,223.0,1.0,350.0,45.0,15.0,35.0,toys,69
PRO_1190,relogios_presentes,58.0,195.0,3.0,200.0,16.0,2.0,11.0,watches_gifts,71
PRO_1191,perfumaria,58.0,1061.0,2.0,368.0,22.0,15.0,18.0,perfumery,59
PRO_1192,bebes,33.0,104.0,1.0,750.0,40.0,11.0,35.0,baby,6
PRO_1193,unknown,51.0,595.0,1.0,17900.0,48.0,32.0,28.0,unknown,70
PRO_1194,perfumaria,30.0,138.0,1.0,150.0,22.0,7.0,16.0,perfumery,59
PRO_1195,cama_mesa_banho,46.0,128.0,1.0,250.0,40.0,4.0,30.0,bed_bath_table,7
PRO_1196,fashion_calcados,42.0,649.0,3.0,700.0,16.0,8.0,18.0,fashion_shoes,31
PRO_1197,consoles_games,27.0,462.0,1.0,200.0,24.0,3.0,19.0,consoles_games,16
PRO_1198,perfumaria,37.0,641.0,1.0,200.0,16.0,3.0,12.0,perfumery,59
PRO_1199,cama_mesa_banho,50.0,395.0,1.0,690.0,25.0,11.0,22.0,bed_bath_table,7
PRO_1200,informatica_acessorios,59.0,211.0,2.0,700.0,30.0,12.0,12.0,computers_accessories,15
PRO_1201,artigos_de_festas,25.0,354.0,1.0,350.0,16.0,11.0,11.0,party_supplies,58
PRO_1202,beleza_saude,54.0,2627.0,1.0,700.0,16.0,16.0,15.0,health_beauty,43
PRO_1203,cama_mesa_banho,54.0,660.0,1.0,1050.0,35.0,3.0,30.0,bed_bath_table,7
PRO_1204,beleza_saude,55.0,865.0,4.0,1350.0,42.0,12.0,11.0,health_beauty,43
PRO_1205,fashion_bolsas_e_acessorios,49.0,378.0,5.0,150.0,16.0,9.0,11.0,fashion_bags_accessories,28
PRO_1206,papelaria,37.0,129.0,2.0,80.0,17.0,9.0,14.0,stationery,66
PRO_1207,fashion_bolsas_e_acessorios,27.0,542.0,2.0,1000.0,20.0,20.0,20.0,fashion_bags_accessories,28
PRO_1208,moveis_decoracao,63.0,199.0,6.0,3800.0,42.0,16.0,26.0,furniture_decor,39
PRO_1209,esporte_lazer,60.0,874.0,1.0,500.0,16.0,30.0,16.0,sports_leisure,65
PRO_1210,relogios_presentes,58.0,485.0,3.0,1000.0,17.0,10.0,16.0,watches_gifts,71
PRO_1211,bebes,46.0,1947.0,4.0,10000.0,50.0,34.0,50.0,baby,6
PRO_1212,eletroportateis,57.0,270.0,1.0,200.0,20.0,10.0,15.0,small_appliances,63
PRO_1213,malas_acessorios,55.0,1002.0,8.0,850.0,30.0,15.0,15.0,luggage_accessories,53
PRO_1214,cama_mesa_banho,56.0,557.0,1.0,700.0,16.0,10.0,16.0,bed_bath_table,7
PRO_1215,telefonia,60.0,1440.0,4.0,225.0,18.0,5.0,16.0,telephony,68
PRO_1216,esporte_lazer,54.0,1186.0,1.0,3800.0,31.0,31.0,31.0,sports_leisure,65
PRO_1217,informatica_acessorios,60.0,162.0,1.0,1000.0,22.0,22.0,22.0,computers_accessories,15
PRO_1218,moveis_decoracao,58.0,1068.0,1.0,680.0,33.0,4.0,33.0,furniture_decor,39
PRO_1219,informatica_acessorios,41.0,344.0,2.0,183.0,23.0,14.0,14.0,computers_accessories,15
PRO_1220,bebes,49.0,376.0,1.0,450.0,35.0,2.0,25.0,baby,6
PRO_1221,papelaria,54.0,983.0,5.0,8800.0,32.0,5.0,40.0,stationery,66
PRO_1222,cool_stuff,55.0,985.0,1.0,1625.0,44.0,24.0,32.0,cool_stuff,20
PRO_1223,beleza_saude,25.0,1340.0,1.0,400.0,20.0,9.0,15.0,health_beauty,43
PRO_1224,utilidades_domesticas,47.0,390.0,3.0,525.0,18.0,19.0,16.0,housewares,49
PRO_1225,esporte_lazer,42.0,2034.0,1.0,800.0,25.0,25.0,25.0,sports_leisure,65
PRO_1226,automotivo,60.0,1409.0,3.0,2200.0,22.0,4.0,22.0,auto,5
PRO_1227,beleza_saude,53.0,2496.0,1.0,200.0,16.0,6.0,11.0,health_beauty,43
PRO_1228,unknown,51.0,595.0,1.0,450.0,16.0,20.0,11.0,unknown,70
PRO_1229,construcao_ferramentas_jardim,33.0,164.0,1.0,200.0,16.0,16.0,12.0,costruction_tools_garden,21
PRO_1230,brinquedos,59.0,1961.0,6.0,950.0,35.0,6.0,25.0,toys,69
PRO_1231,construcao_ferramentas_jardim,57.0,1289.0,1.0,1300.0,60.0,13.0,23.0,costruction_tools_garden,21
PRO_1232,informatica_acessorios,46.0,518.0,1.0,850.0,35.0,15.0,15.0,computers_accessories,15
PRO_1233,eletrodomesticos,59.0,754.0,1.0,16350.0,25.0,25.0,25.0,home_appliances,44
PRO_1234,papelaria,60.0,126.0,3.0,6150.0,25.0,55.0,45.0,stationery,66
PRO_1235,informatica_acessorios,30.0,642.0,2.0,200.0,20.0,10.0,15.0,computers_accessories,15
PRO_1236,instrumentos_musicais,23.0,816.0,1.0,9100.0,55.0,25.0,35.0,musical_instruments,56
PRO_1237,telefonia,47.0,816.0,2.0,300.0,16.0,5.0,12.0,telephony,68
PRO_1238,perfumaria,36.0,47.0,1.0,210.0,17.0,11.0,14.0,perfumery,59
PRO_1239,informatica_acessorios,51.0,518.0,1.0,214.0,18.0,14.0,13.0,computers_accessories,15
PRO_1240,cool_stuff,25.0,258.0,1.0,10600.0,57.0,34.0,37.0,cool_stuff,20
PRO_1241,casa_construcao,51.0,1558.0,2.0,300.0,27.0,8.0,21.0,home_construction,48
PRO_1242,moveis_decoracao,59.0,438.0,1.0,900.0,30.0,4.0,20.0,furniture_decor,39
PRO_1243,utilidades_domesticas,60.0,512.0,1.0,500.0,16.0,30.0,40.0,housewares,49
PRO_1244,utilidades_domesticas,49.0,539.0,3.0,3350.0,22.0,17.0,23.0,housewares,49
PRO_1245,cama_mesa_banho,58.0,781.0,1.0,500.0,20.0,10.0,20.0,bed_bath_table,7
PRO_1246,moveis_decoracao,63.0,395.0,1.0,150.0,25.0,5.0,20.0,furniture_decor,39
PRO_1247,relogios_presentes,58.0,401.0,2.0,200.0,16.0,2.0,20.0,watches_gifts,71
PRO_1248,informatica_acessorios,59.0,129.0,2.0,100.0,16.0,8.0,11.0,computers_accessories,15
PRO_1249,moveis_decoracao,43.0,471.0,1.0,700.0,20.0,20.0,20.0,furniture_decor,39
PRO_1250,consoles_games,23.0,1537.0,1.0,200.0,21.0,5.0,14.0,consoles_games,16
PRO_1251,relogios_presentes,60.0,272.0,5.0,300.0,16.0,2.0,11.0,watches_gifts,71
PRO_1252,fashion_calcados,57.0,404.0,4.0,750.0,22.0,12.0,33.0,fashion_shoes,31
PRO_1253,sinalizacao_e_seguranca,47.0,686.0,1.0,233.0,22.0,17.0,15.0,signaling_and_security,62
PRO_1254,esporte_lazer,31.0,792.0,3.0,400.0,23.0,20.0,15.0,sports_leisure,65
PRO_1255,bebidas,28.0,932.0,1.0,1400.0,25.0,25.0,25.0,drinks,24
PRO_1256,moveis_escritorio,51.0,2206.0,1.0,20500.0,58.0,28.0,58.0,office_furniture,57
PRO_1257,moveis_decoracao,57.0,2260.0,3.0,1550.0,69.0,11.0,11.0,furniture_decor,39
PRO_1258,unknown,51.0,595.0,1.0,1600.0,38.0,28.0,40.0,unknown,70
PRO_1259,esporte_lazer,60.0,1461.0,1.0,2850.0,16.0,15.0,15.0,sports_leisure,65
PRO_1260,cama_mesa_banho,40.0,185.0,2.0,300.0,20.0,10.0,20.0,bed_bath_table,7
PRO_1261,beleza_saude,52.0,1796.0,1.0,2100.0,30.0,17.0,17.0,health_beauty,43
PRO_1262,papelaria,40.0,264.0,8.0,550.0,25.0,7.0,20.0,stationery,66
PRO_1263,fashion_bolsas_e_acessorios,52.0,1519.0,2.0,200.0,16.0,2.0,20.0,fashion_bags_accessories,28
PRO_1264,telefonia_fixa,57.0,631.0,1.0,725.0,22.0,12.0,17.0,fixed_telephony,34
PRO_1265,bebes,57.0,1644.0,3.0,500.0,23.0,33.0,11.0,baby,6
PRO_1266,automotivo,51.0,346.0,2.0,200.0,16.0,16.0,12.0,auto,5
PRO_1267,artigos_de_natal,60.0,298.0,9.0,4200.0,40.0,35.0,40.0,christmas_supplies,12
PRO_1268,esporte_lazer,63.0,213.0,4.0,1600.0,26.0,26.0,26.0,sports_leisure,65
PRO_1269,automotivo,56.0,882.0,4.0,450.0,16.0,9.0,15.0,auto,5
PRO_1270,esporte_lazer,55.0,1889.0,5.0,650.0,38.0,10.0,28.0,sports_leisure,65
PRO_1271,cool_stuff,58.0,681.0,3.0,275.0,16.0,16.0,13.0,cool_stuff,20
PRO_1272,cama_mesa_banho,55.0,198.0,1.0,2200.0,35.0,20.0,30.0,bed_bath_table,7
PRO_1273,brinquedos,58.0,78.0,2.0,367.0,29.0,21.0,21.0,toys,69
PRO_1274,beleza_saude,49.0,1490.0,1.0,850.0,31.0,14.0,20.0,health_beauty,43
PRO_1275,papelaria,57.0,487.0,2.0,150.0,16.0,6.0,11.0,stationery,66
PRO_1276,cama_mesa_banho,59.0,575.0,2.0,4150.0,51.0,11.0,51.0,bed_bath_table,7
PRO_1277,moveis_decoracao,47.0,610.0,1.0,2550.0,30.0,35.0,30.0,furniture_decor,39
PRO_1278,automotivo,44.0,1335.0,1.0,250.0,18.0,11.0,14.0,auto,5
PRO_1279,moveis_decoracao,54.0,602.0,2.0,1700.0,69.0,20.0,53.0,furniture_decor,39
PRO_1280,cama_mesa_banho,59.0,223.0,1.0,2150.0,45.0,13.0,35.0,bed_bath_table,7
PRO_1281,esporte_lazer,40.0,1213.0,5.0,300.0,40.0,10.0,15.0,sports_leisure,65
PRO_1282,esporte_lazer,52.0,303.0,1.0,150.0,25.0,5.0,20.0,sports_leisure,65
PRO_1283,utilidades_domesticas,53.0,810.0,1.0,6500.0,63.0,14.0,44.0,housewares,49
PRO_1284,consoles_games,58.0,1388.0,2.0,700.0,25.0,25.0,16.0,consoles_games,16
PRO_1285,audio,37.0,329.0,4.0,200.0,18.0,6.0,16.0,audio,4
PRO_1286,unknown,51.0,595.0,1.0,50.0,16.0,2.0,11.0,unknown,70
PRO_1287,unknown,51.0,595.0,1.0,1000.0,30.0,30.0,30.0,unknown,70
PRO_1288,papelaria,59.0,240.0,3.0,10100.0,28.0,55.0,37.0,stationery,66
PRO_1289,utilidades_domesticas,60.0,213.0,1.0,450.0,16.0,30.0,11.0,housewares,49
PRO_1290,unknown,51.0,595.0,1.0,2500.0,26.0,25.0,47.0,unknown,70
PRO_1291,eletroportateis,51.0,1164.0,2.0,1000.0,28.0,20.0,28.0,small_appliances,63
PRO_1292,brinquedos,23.0,273.0,1.0,125.0,22.0,7.0,14.0,toys,69
PRO_1293,beleza_saude,45.0,1544.0,1.0,2000.0,22.0,12.0,16.0,health_beauty,43
PRO_1294,informatica_acessorios,56.0,617.0,1.0,1583.0,18.0,15.0,12.0,computers_accessories,15
PRO_1295,bebes,60.0,865.0,1.0,500.0,23.0,23.0,23.0,baby,6
PRO_1296,fashion_bolsas_e_acessorios,55.0,89.0,1.0,200.0,16.0,2.0,11.0,fashion_bags_accessories,28
PRO_1297,informatica_acessorios,43.0,275.0,1.0,900.0,30.0,15.0,15.0,computers_accessories,15
PRO_1298,automotivo,58.0,296.0,4.0,100.0,16.0,20.0,11.0,auto,5
PRO_1299,utilidades_domesticas,54.0,1023.0,2.0,3150.0,34.0,18.0,19.0,housewares,49
PRO_1300,eletroportateis,25.0,812.0,1.0,17325.0,35.0,40.0,40.0,small_appliances,63
PRO_1301,beleza_saude,39.0,3580.0,1.0,375.0,29.0,4.0,16.0,health_beauty,43
PRO_1302,beleza_saude,33.0,542.0,1.0,1100.0,20.0,14.0,16.0,health_beauty,43
PRO_1303,automotivo,57.0,667.0,6.0,4450.0,56.0,11.0,32.0,auto,5
PRO_1304,bebes,41.0,243.0,1.0,133.0,21.0,8.0,14.0,baby,6
PRO_1305,brinquedos,52.0,882.0,7.0,50.0,20.0,8.0,17.0,toys,69
PRO_1306,malas_acessorios,48.0,956.0,1.0,100.0,30.0,8.0,25.0,luggage_accessories,53
PRO_1307,cama_mesa_banho,54.0,505.0,1.0,250.0,16.0,10.0,16.0,bed_bath_table,7
PRO_1308,bebidas,36.0,1481.0,1.0,2775.0,16.0,38.0,11.0,drinks,24
PRO_1309,fashion_calcados,35.0,222.0,5.0,500.0,29.0,12.0,23.0,fashion_shoes,31
