customer_id,customer_zip_code_prefix,customer_city,customer_state,customer_state_encoded,customer_city_encoded
CUS_7676,4355,sao paulo,SP,25,3597
CUS_7677,26600,paracambi,RJ,18,2666
CUS_7678,5330,sao paulo,SP,25,3597
CUS_7679,4557,sao paulo,SP,25,3597
CUS_7680,35900,itabira,MG,10,1741
CUS_7681,6867,itapecerica da serra,SP,25,1799
CUS_7682,87750,alto parana,PR,17,122
CUS_7683,13468,americana,SP,25,151
CUS_7684,3343,sao paulo,SP,25,3597
CUS_7685,13290,louveira,SP,25,2117
CUS_7686,6462,barueri,SP,25,430
CUS_7687,28895,rio das ostras,RJ,18,3152
CUS_7688,36650,senador cortes,MG,10,3672
CUS_7689,15385,ilha solteira,SP,25,1643
CUS_7690,5546,sao paulo,SP,25,3597
CUS_7691,5410,sao paulo,SP,25,3597
CUS_7692,28360,bom jesus do itabapoana,RJ,18,515
CUS_7693,20940,rio de janeiro,RJ,18,3155
CUS_7694,35112,frei inocencio,MG,10,1394
CUS_7695,29055,vitoria,ES,7,4087
CUS_7696,35160,ipatinga,MG,10,1686
CUS_7697,38050,uberaba,MG,10,3949
CUS_7698,41620,salvador,BA,4,3247
CUS_7699,7790,cajamar,SP,25,655
CUS_7700,12301,jacarei,SP,25,1884
CUS_7701,36570,vicosa,MG,10,4055
CUS_7702,92990,eldorado do sul,RS,22,1241
CUS_7703,22080,rio de janeiro,RJ,18,3155
CUS_7704,15057,sao jose do rio preto,SP,25,3549
CUS_7705,36036,juiz de fora,MG,10,2005
CUS_7706,72850,luziania,GO,8,2136
CUS_7707,3277,sao paulo,SP,25,3597
CUS_7708,41760,salvador,BA,4,3247
CUS_7709,1423,sao paulo,SP,25,3597
CUS_7710,13480,limeira,SP,25,2098
CUS_7711,1210,sao paulo,SP,25,3597
CUS_7712,57043,maceio,AL,1,2150
CUS_7713,6390,carapicuiba,SP,25,820
CUS_7714,45600,itabuna,BA,4,1745
CUS_7715,93700,campo bom,RS,22,717
CUS_7716,14720,taiuva,SP,25,3789
CUS_7717,4742,sao paulo,SP,25,3597
CUS_7718,66055,belem,PA,13,448
CUS_7719,34400,raposos,MG,10,3080
CUS_7720,29152,cariacica,ES,7,829
CUS_7721,11706,praia grande,SP,25,3003
CUS_7722,29055,vitoria,ES,7,4087
CUS_7723,17606,tupa,SP,25,3924
CUS_7724,4661,sao paulo,SP,25,3597
CUS_7725,32653,betim,MG,10,470
CUS_7726,83501,almirante tamandare,PR,17,95
CUS_7727,6311,carapicuiba,SP,25,820
CUS_7728,31985,belo horizonte,MG,10,453
CUS_7729,98300,palmeira das missoes,RS,22,2645
CUS_7730,13807,mogi mirim,SP,25,2342
CUS_7731,35860,conceicao do mato dentro,MG,10,1015
CUS_7732,31620,belo horizonte,MG,10,453
CUS_7733,23060,rio de janeiro,RJ,18,3155
CUS_7734,38748,patrocinio,MG,10,2732
CUS_7735,23810,itaguai,RJ,18,1755
CUS_7736,72010,brasilia,DF,6,558
CUS_7737,86800,apucarana,PR,17,222
CUS_7738,5447,sao paulo,SP,25,3597
CUS_7739,12609,lorena,SP,25,2114
CUS_7740,90040,porto alegre,RS,22,2964
CUS_7741,1314,sao paulo,SP,25,3597
CUS_7742,7195,guarulhos,SP,25,1529
CUS_7743,23098,rio de janeiro,RJ,18,3155
CUS_7744,25561,sao joao de meriti,RJ,18,3493
CUS_7745,15480,orindiuva,SP,25,2585
CUS_7746,1258,sao paulo,SP,25,3597
CUS_7747,3342,sao paulo,SP,25,3597
CUS_7748,85501,pato branco,PR,17,2729
CUS_7749,2860,sao paulo,SP,25,3597
CUS_7750,15775,santa fe do sul,SP,25,3288
CUS_7751,11070,santos,SP,25,3415
CUS_7752,4130,sao paulo,SP,25,3597
CUS_7753,86037,londrina,PR,17,2112
CUS_7754,9854,sao bernardo do campo,SP,25,3428
CUS_7755,26052,nova iguacu,RJ,18,2506
CUS_7756,24230,niteroi,RJ,18,2461
CUS_7757,89633,zortea,SC,23,4118
CUS_7758,13054,campinas,SP,25,707
CUS_7759,74915,aparecida de goiania,GO,8,208
CUS_7760,36680,sao joao nepomuceno,MG,10,3510
CUS_7761,5368,sao paulo,SP,25,3597
CUS_7762,27923,macae,RJ,18,2139
CUS_7763,11740,itanhaem,SP,25,1784
CUS_7764,35460,brumadinho,MG,10,581
CUS_7765,29175,serra,ES,7,3690
CUS_7766,26560,mesquita,RJ,18,2300
CUS_7767,45200,jequie,BA,4,1960
CUS_7768,80620,curitiba,PR,17,1143
CUS_7769,9540,sao caetano do sul,SP,25,3433
CUS_7770,6765,taboao da serra,SP,25,3775
CUS_7771,9111,santo andre,SP,25,3375
CUS_7772,30320,belo horizonte,MG,10,453
CUS_7773,13900,amparo,SP,25,157
CUS_7774,86360,bandeirantes,PR,17,375
CUS_7775,5323,sao paulo,SP,25,3597
CUS_7776,85840,ceu azul,PR,17,927
CUS_7777,1315,sao paulo,SP,25,3597
CUS_7778,29845,boa esperanca,ES,7,481
CUS_7779,6766,taboao da serra,SP,25,3775
CUS_7780,24933,marica,RJ,18,2234
CUS_7781,4347,sao paulo,SP,25,3597
CUS_7782,4942,sao paulo,SP,25,3597
CUS_7783,80730,curitiba,PR,17,1143
CUS_7784,91787,porto alegre,RS,22,2964
CUS_7785,13063,campinas,SP,25,707
CUS_7786,87345,campina da lagoa,PR,17,699
CUS_7787,90050,porto alegre,RS,22,2964
CUS_7788,27330,barra mansa,RJ,18,413
CUS_7789,5414,sao paulo,SP,25,3597
CUS_7790,6765,taboao da serra,SP,25,3775
CUS_7791,22470,rio de janeiro,RJ,18,3155
CUS_7792,38443,araguari,MG,10,246
CUS_7793,30770,belo horizonte,MG,10,453
CUS_7794,13087,campinas,SP,25,707
CUS_7795,5088,sao paulo,SP,25,3597
CUS_7796,81020,curitiba,PR,17,1143
CUS_7797,13484,limeira,SP,25,2098
CUS_7798,22041,rio de janeiro,RJ,18,3155
CUS_7799,13995,santo antonio do jardim,SP,25,3396
CUS_7800,76804,porto velho,RO,20,2986
CUS_7801,9320,maua,SP,25,2282
CUS_7802,58039,joao pessoa,PB,14,1983
CUS_7803,8240,sao paulo,SP,25,3597
CUS_7804,5452,sao paulo,SP,25,3597
CUS_7805,96070,pelotas,RS,22,2787
CUS_7806,22251,rio de janeiro,RJ,18,3155
CUS_7807,11712,praia grande,SP,25,3003
CUS_7808,13068,campinas,SP,25,707
CUS_7809,89820,xanxere,SC,23,4109
CUS_7810,28605,nova friburgo,RJ,18,2501
CUS_7811,11630,ilhabela,SP,25,1644
CUS_7812,7745,caieiras,SP,25,652
CUS_7813,36503,uba,MG,10,3941
CUS_7814,4703,sao paulo,SP,25,3597
CUS_7815,92120,canoas,RS,22,772
CUS_7816,19274,primavera,SP,25,3025
CUS_7817,4911,sao paulo,SP,25,3597
CUS_7818,13473,americana,SP,25,151
CUS_7819,38690,formoso,MG,10,1370
CUS_7820,35160,ipatinga,MG,10,1686
CUS_7821,13043,campinas,SP,25,707
CUS_7822,24230,niteroi,RJ,18,2461
CUS_7823,33937,ribeirao das neves,MG,10,3128
CUS_7824,32315,contagem,MG,10,1041
CUS_7825,60841,fortaleza,CE,5,1374
CUS_7826,11670,caraguatatuba,SP,25,811
CUS_7827,37640,extrema,MG,10,1310
CUS_7828,1310,sao paulo,SP,25,3597
CUS_7829,80220,curitiba,PR,17,1143
CUS_7830,53605,igarassu,PE,15,1626
CUS_7831,93180,portao,RS,22,2958
CUS_7832,13087,campinas,SP,25,707
CUS_7833,3022,sao paulo,SP,25,3597
CUS_7834,15035,sao jose do rio preto,SP,25,3549
CUS_7835,42710,lauro de freitas,BA,4,2078
CUS_7836,87023,maringa,PR,17,2242
CUS_7837,22743,rio de janeiro,RJ,18,3155
CUS_7838,18970,chavantes,SP,25,946
CUS_7839,83406,colombo,PR,17,988
CUS_7840,60326,fortaleza,CE,5,1374
CUS_7841,3057,sao paulo,SP,25,3597
CUS_7842,67118,ananindeua,PA,13,164
CUS_7843,4285,sao paulo,SP,25,3597
CUS_7844,66080,belem,PA,13,448
CUS_7845,30220,belo horizonte,MG,10,453
CUS_7846,6729,cotia,SP,25,1092
CUS_7847,5283,sao paulo,SP,25,3597
CUS_7848,32220,contagem,MG,10,1041
CUS_7849,20973,rio de janeiro,RJ,18,3155
CUS_7850,4514,sao paulo,SP,25,3597
CUS_7851,29032,vitoria,ES,7,4087
CUS_7852,83218,paranagua,PR,17,2688
CUS_7853,29907,linhares,ES,7,2106
CUS_7854,3389,sao paulo,SP,25,3597
CUS_7855,95041,caxias do sul,RS,22,900
CUS_7856,13347,indaiatuba,SP,25,1663
CUS_7857,80330,curitiba,PR,17,1143
CUS_7858,24030,niteroi,RJ,18,2461
CUS_7859,84140,porto amazonas,PR,17,2966
CUS_7860,5018,sao paulo,SP,25,3597
CUS_7861,83324,pinhais,PR,17,2848
CUS_7862,7190,guarulhos,SP,25,1529
CUS_7863,38061,uberaba,MG,10,3949
CUS_7864,66050,belem,PA,13,448
CUS_7865,5462,sao paulo,SP,25,3597
CUS_7866,4138,sao paulo,SP,25,3597
CUS_7867,78280,mirassol d'oeste,MT,12,2331
CUS_7868,13566,sao carlos,SP,25,3434
CUS_7869,1404,sao paulo,SP,25,3597
CUS_7870,12951,atibaia,SP,25,330
CUS_7871,41502,salvador,BA,4,3247
CUS_7872,18520,cerquilho,SP,25,919
CUS_7873,96890,sinimbu,RS,22,3739
CUS_7874,12524,guaratingueta,SP,25,1521
CUS_7875,17340,barra bonita,SP,25,392
CUS_7876,88034,florianopolis,SC,23,1358
CUS_7877,30441,belo horizonte,MG,10,453
CUS_7878,35530,claudio,MG,10,965
CUS_7879,14090,ribeirao preto,SP,25,3132
CUS_7880,91900,porto alegre,RS,22,2964
CUS_7881,2557,sao paulo,SP,25,3597
CUS_7882,37200,lavras,MG,10,2081
CUS_7883,98040,cruz alta,RS,22,1121
CUS_7884,18320,apiai,SP,25,216
CUS_7885,93950,dois irmaos,RS,22,1198
CUS_7886,8810,mogi das cruzes,SP,25,2341
CUS_7887,27570,porto real,RJ,18,2981
CUS_7888,38740,patrocinio,MG,10,2732
CUS_7889,12053,taubate,SP,25,3825
CUS_7890,87045,maringa,PR,17,2242
CUS_7891,49260,umbauba,SE,24,3957
CUS_7892,3733,sao paulo,SP,25,3597
CUS_7893,2466,sao paulo,SP,25,3597
CUS_7894,22251,rio de janeiro,RJ,18,3155
CUS_7895,72415,brasilia,DF,6,558
CUS_7896,53080,olinda,PE,15,2579
CUS_7897,4015,sao paulo,SP,25,3597
CUS_7898,12215,sao jose dos campos,SP,25,3554
CUS_7899,5727,sao paulo,SP,25,3597
CUS_7900,95920,boqueirao do leao,RS,22,535
CUS_7901,13330,indaiatuba,SP,25,1663
CUS_7902,66813,belem,PA,13,448
CUS_7903,50110,recife,PE,15,3086
CUS_7904,32280,contagem,MG,10,1041
CUS_7905,22221,rio de janeiro,RJ,18,3155
CUS_7906,37550,pouso alegre,MG,10,2995
CUS_7907,7776,cajamar,SP,25,655
CUS_7908,11714,praia grande,SP,25,3003
CUS_7909,35367,matipo,MG,10,2271
CUS_7910,74310,goiania,GO,8,1445
CUS_7911,22010,rio de janeiro,RJ,18,3155
CUS_7912,57017,maceio,AL,1,2150
CUS_7913,34505,sabara,MG,10,3220
CUS_7914,12285,cacapava,SP,25,615
CUS_7915,4041,sao paulo,SP,25,3597
CUS_7916,3282,sao paulo,SP,25,3597
CUS_7917,8253,sao paulo,SP,25,3597
CUS_7918,24756,sao goncalo,RJ,18,3471
CUS_7919,80210,curitiba,PR,17,1143
CUS_7920,9061,santo andre,SP,25,3375
CUS_7921,19804,assis,SP,25,322
CUS_7922,18900,santa cruz do rio pardo,SP,25,3281
CUS_7923,9820,sao bernardo do campo,SP,25,3428
CUS_7924,27910,macae,RJ,18,2139
CUS_7925,4419,sao paulo,SP,25,3597
CUS_7926,9950,diadema,SP,25,1172
CUS_7927,41745,salvador,BA,4,3247
CUS_7928,36033,juiz de fora,MG,10,2005
CUS_7929,21511,rio de janeiro,RJ,18,3155
CUS_7930,89201,joinville,SC,23,1989
CUS_7931,92030,canoas,RS,22,772
CUS_7932,4840,sao paulo,SP,25,3597
CUS_7933,19700,paraguacu paulista,SP,25,2671
CUS_7934,33400,lagoa santa,MG,10,2057
CUS_7935,31070,belo horizonte,MG,10,453
CUS_7936,78505,terra nova do norte,MT,12,3851
CUS_7937,15505,votuporanga,SP,25,4099
CUS_7938,23064,rio de janeiro,RJ,18,3155
CUS_7939,88850,forquilhinha,SC,23,1373
CUS_7940,68900,macapa,AP,3,2143
CUS_7941,36309,sao joao del rei,MG,10,3496
CUS_7942,3968,sao paulo,SP,25,3597
CUS_7943,70680,brasilia,DF,6,558
CUS_7944,12246,sao jose dos campos,SP,25,3554
CUS_7945,13412,piracicaba,SP,25,2867
CUS_7946,11930,pariquera-acu,SP,25,2709
CUS_7947,13015,campinas,SP,25,707
CUS_7948,78550,sinop,MT,12,3740
CUS_7949,36013,juiz de fora,MG,10,2005
CUS_7950,5846,sao paulo,SP,25,3597
CUS_7951,88370,navegantes,SC,23,2446
CUS_7952,74684,goiania,GO,8,1445
CUS_7953,28024,campos dos goytacazes,RJ,18,740
CUS_7954,17511,marilia,SP,25,2240
CUS_7955,36025,juiz de fora,MG,10,2005
CUS_7956,13601,araras,SP,25,266
CUS_7957,4902,sao paulo,SP,25,3597
CUS_7958,28680,cachoeiras de macacu,RJ,18,630
CUS_7959,85902,toledo,PR,17,3874
CUS_7960,13419,piracicaba,SP,25,2867
CUS_7961,13160,artur nogueira,SP,25,314
CUS_7962,9351,maua,SP,25,2282
CUS_7963,25926,mage,RJ,18,2167
CUS_7964,13569,sao carlos,SP,25,3434
CUS_7965,8320,sao paulo,SP,25,3597
CUS_7966,5726,sao paulo,SP,25,3597
CUS_7967,30620,belo horizonte,MG,10,453
CUS_7968,27655,conservatoria,RJ,18,1039
CUS_7969,50050,recife,PE,15,3086
CUS_7970,14401,franca,SP,25,1382
CUS_7971,28970,araruama,RJ,18,271
CUS_7972,5136,sao paulo,SP,25,3597
CUS_7973,13336,indaiatuba,SP,25,1663
CUS_7974,21012,rio de janeiro,RJ,18,3155
CUS_7975,11020,santos,SP,25,3415
CUS_7976,30330,belo horizonte,MG,10,453
CUS_7977,22461,rio de janeiro,RJ,18,3155
CUS_7978,5618,sao paulo,SP,25,3597
CUS_7979,11075,santos,SP,25,3415
CUS_7980,13142,paulinia,SP,25,2744
CUS_7981,60135,fortaleza,CE,5,1374
CUS_7982,18115,votorantim,SP,25,4098
CUS_7983,11800,juquia,SP,25,2015
CUS_7984,52051,recife,PE,15,3086
CUS_7985,41680,salvador,BA,4,3247
CUS_7986,18600,botucatu,SP,25,546
CUS_7987,4444,sao paulo,SP,25,3597
CUS_7988,85601,francisco beltrao,PR,17,1384
CUS_7989,2044,sao paulo,SP,25,3597
CUS_7990,89600,joacaba,SC,23,1974
CUS_7991,8750,mogi das cruzes,SP,25,2341
CUS_7992,12243,sao jose dos campos,SP,25,3554
CUS_7993,22080,rio de janeiro,RJ,18,3155
CUS_7994,18070,sorocaba,SP,25,3758
CUS_7995,59607,mossoro,RN,19,2411
CUS_7996,8180,sao paulo,SP,25,3597
CUS_7997,37500,itajuba,MG,10,1772
CUS_7998,21311,rio de janeiro,RJ,18,3155
CUS_7999,20720,rio de janeiro,RJ,18,3155
CUS_8000,47802,barreiras,BA,4,418
CUS_8001,17490,piratininga,SP,25,2889
CUS_8002,6233,osasco,SP,25,2594
CUS_8003,97547,alegrete,RS,22,76
CUS_8004,18460,itarare,SP,25,1834
CUS_8005,12239,sao jose dos campos,SP,25,3554
CUS_8006,88348,camboriu,SC,23,687
CUS_8007,11740,itanhaem,SP,25,1784
CUS_8008,97800,sao luiz gonzaga,RS,22,3572
CUS_8009,80010,curitiba,PR,17,1143
CUS_8010,37925,piumhii,MG,10,2907
CUS_8011,79420,camapua,MS,11,679
CUS_8012,18015,sorocaba,SP,25,3758
CUS_8013,93260,esteio,RS,22,1291
CUS_8014,28899,rio das ostras,RJ,18,3152
CUS_8015,2242,sao paulo,SP,25,3597
CUS_8016,9560,sao caetano do sul,SP,25,3433
CUS_8017,8750,mogi das cruzes,SP,25,2341
CUS_8018,72210,brasilia,DF,6,558
CUS_8019,6705,cotia,SP,25,1092
CUS_8020,96225,sao jose do norte,RS,22,3543
CUS_8021,30421,belo horizonte,MG,10,453
CUS_8022,2461,sao paulo,SP,25,3597
CUS_8023,12703,cruzeiro,SP,25,1125
CUS_8024,37270,campo belo,MG,10,716
CUS_8025,1322,sao paulo,SP,25,3597
CUS_8026,29148,cariacica,ES,7,829
CUS_8027,37170,boa esperanca,MG,10,481
CUS_8028,13290,louveira,SP,25,2117
CUS_8029,18046,sorocaba,SP,25,3758
CUS_8030,82510,curitiba,PR,17,1143
CUS_8031,8717,mogi das cruzes,SP,25,2341
CUS_8032,29230,anchieta,ES,7,168
CUS_8033,5410,sao paulo,SP,25,3597
CUS_8034,68040,santarem,PA,13,3368
CUS_8035,29216,guarapari,ES,7,1513
CUS_8036,8246,sao paulo,SP,25,3597
CUS_8037,86050,londrina,PR,17,2112
CUS_8038,24330,niteroi,RJ,18,2461
CUS_8039,32900,igarape,MG,10,1623
CUS_8040,89620,campos novos,SC,23,742
CUS_8041,5089,sao paulo,SP,25,3597
CUS_8042,31370,belo horizonte,MG,10,453
CUS_8043,5323,sao paulo,SP,25,3597
CUS_8044,3944,sao paulo,SP,25,3597
CUS_8045,12712,cruzeiro,SP,25,1125
CUS_8046,2962,sao paulo,SP,25,3597
CUS_8047,15970,santa ernestina,SP,25,3284
CUS_8048,85139,colonia vitoria,PR,17,992
CUS_8049,25922,mage,RJ,18,2167
CUS_8050,13203,jundiai,SP,25,2010
CUS_8051,80020,curitiba,PR,17,1143
CUS_8052,24030,niteroi,RJ,18,2461
CUS_8053,23090,rio de janeiro,RJ,18,3155
CUS_8054,36774,cataguases,MG,10,882
CUS_8055,37466,itamonte,MG,10,1783
CUS_8056,85020,guarapuava,PR,17,1515
CUS_8057,13990,espirito santo do pinhal,SP,25,1284
CUS_8058,18680,lencois paulista,SP,25,2089
CUS_8059,32600,betim,MG,10,470
CUS_8060,7270,guarulhos,SP,25,1529
CUS_8061,22250,rio de janeiro,RJ,18,3155
CUS_8062,73760,sao joao d'alianca,GO,8,3484
CUS_8063,4052,sao paulo,SP,25,3597
CUS_8064,75680,corumbaiba,GO,8,1082
CUS_8065,1309,sao paulo,SP,25,3597
CUS_8066,54768,camaragibe,PE,15,681
CUS_8067,92200,canoas,RS,22,772
CUS_8068,18112,votorantim,SP,25,4098
CUS_8069,97015,santa maria,RS,22,3307
CUS_8070,83602,campo largo,PR,17,727
CUS_8071,8572,itaquaquecetuba,SP,25,1828
CUS_8072,28623,nova friburgo,RJ,18,2501
CUS_8073,95703,bento goncalves,RS,22,462
CUS_8074,2422,sao paulo,SP,25,3597
CUS_8075,41620,salvador,BA,4,3247
CUS_8076,59082,natal,RN,19,2442
CUS_8077,79823,dourados,MS,11,1225
CUS_8078,75650,morrinhos,GO,8,2396
CUS_8079,83370,antonina,PR,17,196
CUS_8080,28940,sao pedro da aldeia,RJ,18,3602
CUS_8081,7115,guarulhos,SP,25,1529
CUS_8082,11360,sao vicente,SP,25,3638
CUS_8083,35600,bom despacho,MG,10,503
CUS_8084,12041,taubate,SP,25,3825
CUS_8085,12460,campos do jordao,SP,25,739
CUS_8086,2134,sao paulo,SP,25,3597
CUS_8087,8810,mogi das cruzes,SP,25,2341
CUS_8088,2553,sao paulo,SP,25,3597
CUS_8089,38414,uberlandia,MG,10,3950
CUS_8090,36084,juiz de fora,MG,10,2005
CUS_8091,53230,olinda,PE,15,2579
CUS_8092,13632,pirassununga,SP,25,2887
CUS_8093,8431,sao paulo,SP,25,3597
CUS_8094,3442,sao paulo,SP,25,3597
CUS_8095,6447,barueri,SP,25,430
CUS_8096,62020,sobral,CE,5,3748
CUS_8097,25955,teresopolis,RJ,18,3845
CUS_8098,12902,braganca paulista,SP,25,552
CUS_8099,13186,hortolandia,SP,25,1553
CUS_8100,83412,colombo,PR,17,988
CUS_8101,87010,maringa,PR,17,2242
CUS_8102,23550,rio de janeiro,RJ,18,3155
CUS_8103,13930,serra negra,SP,25,3701
CUS_8104,37470,sao lourenco,MG,10,3559
CUS_8105,24030,niteroi,RJ,18,2461
CUS_8106,14780,barretos,SP,25,421
CUS_8107,84660,general carneiro,PR,17,1424
CUS_8108,18800,piraju,SP,25,2872
CUS_8109,23085,rio de janeiro,RJ,18,3155
CUS_8110,24220,niteroi,RJ,18,2461
CUS_8111,2651,sao paulo,SP,25,3597
CUS_8112,56310,petrolina,PE,15,2814
CUS_8113,28390,porciuncula,RJ,18,2955
CUS_8114,4547,sao paulo,SP,25,3597
CUS_8115,91360,porto alegre,RS,22,2964
CUS_8116,14090,ribeirao preto,SP,25,3132
CUS_8117,4601,sao paulo,SP,25,3597
CUS_8118,13562,sao carlos,SP,25,3434
CUS_8119,80240,curitiba,PR,17,1143
CUS_8120,78590,paranaita,MT,12,2691
CUS_8121,38800,sao gotardo,MG,10,3479
CUS_8122,66077,belem,PA,13,448
CUS_8123,9351,maua,SP,25,2282
CUS_8124,89801,chapeco,SC,23,941
CUS_8125,13215,jundiai,SP,25,2010
CUS_8126,86730,astorga,PR,17,326
CUS_8127,97502,uruguaiana,RS,22,3987
CUS_8128,9540,sao caetano do sul,SP,25,3433
CUS_8129,3236,sao paulo,SP,25,3597
CUS_8130,77016,palmas,TO,26,2641
CUS_8131,2082,sao paulo,SP,25,3597
CUS_8132,6900,embu-guacu,SP,25,1250
CUS_8133,7124,guarulhos,SP,25,1529
CUS_8134,88523,lages,SC,23,2034
CUS_8135,6535,santana de parnaiba,SP,25,3350
CUS_8136,65907,imperatriz,MA,9,1657
CUS_8137,29145,cariacica,ES,7,829
CUS_8138,13272,valinhos,SP,25,4002
CUS_8139,73900,posse,GO,8,2988
CUS_8140,65695,fortuna,MA,9,1377
CUS_8141,57046,maceio,AL,1,2150
CUS_8142,4633,sao paulo,SP,25,3597
CUS_8143,8440,sao paulo,SP,25,3597
CUS_8144,95900,lajeado,RS,22,2064
CUS_8145,88140,santo amaro da imperatriz,SC,23,3371
CUS_8146,6020,osasco,SP,25,2594
CUS_8147,14840,guariba,SP,25,1525
CUS_8148,5777,sao paulo,SP,25,3597
CUS_8149,4061,sao paulo,SP,25,3597
CUS_8150,62900,russas,CE,5,3218
CUS_8151,23030,rio de janeiro,RJ,18,3155
CUS_8152,30810,belo horizonte,MG,10,453
CUS_8153,84130,palmeira,PR,17,2642
CUS_8154,20090,rio de janeiro,RJ,18,3155
CUS_8155,4550,sao paulo,SP,25,3597
CUS_8156,22410,rio de janeiro,RJ,18,3155
CUS_8157,36892,vermelho,MG,10,4043
CUS_8158,20940,rio de janeiro,RJ,18,3155
CUS_8159,7790,cajamar,SP,25,655
CUS_8160,16402,lins,SP,25,2107
CUS_8161,41100,salvador,BA,4,3247
CUS_8162,19010,presidente prudente,SP,25,3022
CUS_8163,13333,indaiatuba,SP,25,1663
CUS_8164,99615,trindade do sul,RS,22,3911
CUS_8165,12606,lorena,SP,25,2114
CUS_8166,72622,brasilia,DF,6,558
CUS_8167,28960,iguaba grande,RJ,18,1632
CUS_8168,89203,joinville,SC,23,1989
CUS_8169,27259,volta redonda,RJ,18,4097
CUS_8170,9360,maua,SP,25,2282
CUS_8171,13289,vinhedo,SP,25,4076
CUS_8172,13465,americana,SP,25,151
CUS_8173,13087,campinas,SP,25,707
CUS_8174,37620,munhoz,MG,10,2421
CUS_8175,90010,porto alegre,RS,22,2964
CUS_8176,2335,sao paulo,SP,25,3597
CUS_8177,36700,leopoldina,MG,10,2091
CUS_8178,32450,sarzedo,MG,10,3654
CUS_8179,95670,gramado,RS,22,1466
CUS_8180,1322,sao paulo,SP,25,3597
CUS_8181,40290,salvador,BA,4,3247
CUS_8182,38031,uberaba,MG,10,3949
CUS_8183,29308,cachoeiro de itapemirim,ES,7,632
CUS_8184,22793,rio de janeiro,RJ,18,3155
CUS_8185,38770,joao pinheiro,MG,10,1984
CUS_8186,37750,machado,MG,10,2154
CUS_8187,99840,sananduva,RS,22,3250
CUS_8188,2033,sao paulo,SP,25,3597
CUS_8189,22723,rio de janeiro,RJ,18,3155
CUS_8190,13304,itu,SP,25,1855
CUS_8191,39390,bocaiuva,MG,10,495
CUS_8192,58880,brejo dos santos,PB,14,570
CUS_8193,11495,guaruja,SP,25,1527
CUS_8194,5688,sao paulo,SP,25,3597
CUS_8195,79070,campo grande,MS,11,725
CUS_8196,30575,belo horizonte,MG,10,453
CUS_8197,14808,araraquara,SP,25,265
CUS_8198,20550,rio de janeiro,RJ,18,3155
CUS_8199,14300,batatais,SP,25,435
CUS_8200,15995,matao,SP,25,2264
CUS_8201,22795,rio de janeiro,RJ,18,3155
CUS_8202,14090,ribeirao preto,SP,25,3132
CUS_8203,41490,salvador,BA,4,3247
CUS_8204,22621,rio de janeiro,RJ,18,3155
CUS_8205,45710,itororo,BA,4,1854
CUS_8206,5126,sao paulo,SP,25,3597
CUS_8207,3134,sao paulo,SP,25,3597
CUS_8208,52050,recife,PE,15,3086
CUS_8209,11065,santos,SP,25,3415
CUS_8210,17470,duartina,SP,25,1231
CUS_8211,4296,sao paulo,SP,25,3597
CUS_8212,11060,santos,SP,25,3415
CUS_8213,69037,manaus,AM,2,2185
CUS_8214,37705,pocos de caldas,MG,10,2925
CUS_8215,21865,rio de janeiro,RJ,18,3155
CUS_8216,24210,niteroi,RJ,18,2461
CUS_8217,95255,campestre da serra,RS,22,697
CUS_8218,11075,santos,SP,25,3415
CUS_8219,4516,sao paulo,SP,25,3597
CUS_8220,4890,sao paulo,SP,25,3597
CUS_8221,39390,bocaiuva,MG,10,495
CUS_8222,91751,porto alegre,RS,22,2964
CUS_8223,30421,belo horizonte,MG,10,453
CUS_8224,79150,maracaju,MS,11,2209
CUS_8225,9400,ribeirao pires,SP,25,3131
CUS_8226,58102,cabedelo,PB,14,606
CUS_8227,18050,sorocaba,SP,25,3758
CUS_8228,2725,sao paulo,SP,25,3597
CUS_8229,13035,campinas,SP,25,707
CUS_8230,91900,porto alegre,RS,22,2964
CUS_8231,13104,campinas,SP,25,707
CUS_8232,14500,ituverava,SP,25,1866
CUS_8233,80040,curitiba,PR,17,1143
CUS_8234,34007,nova lima,MG,10,2512
CUS_8235,13456,santa barbara d'oeste,SP,25,3261
CUS_8236,56460,petrolandia,PE,15,2813
CUS_8237,35610,dores do indaia,MG,10,1220
CUS_8238,62730,caridade,CE,5,830
CUS_8239,85948,pato bragado,PR,17,2728
CUS_8240,13820,jaguariuna,SP,25,1908
CUS_8241,86020,londrina,PR,17,2112
CUS_8242,9172,santo andre,SP,25,3375
CUS_8243,39401,montes claros,MG,10,2386
CUS_8244,14680,jardinopolis,SP,25,1944
CUS_8245,28460,miracema,RJ,18,2318
CUS_8246,17513,marilia,SP,25,2240
CUS_8247,18900,santa cruz do rio pardo,SP,25,3281
CUS_8248,37701,pocos de caldas,MG,10,2925
CUS_8249,80240,curitiba,PR,17,1143
CUS_8250,4674,sao paulo,SP,25,3597
CUS_8251,27920,macae,RJ,18,2139
CUS_8252,20251,rio de janeiro,RJ,18,3155
CUS_8253,44085,feira de santana,BA,4,1324
CUS_8254,31995,belo horizonte,MG,10,453
CUS_8255,85478,ibema,PR,17,1570
CUS_8256,37655,itapeva,MG,10,1809
CUS_8257,2325,sao paulo,SP,25,3597
CUS_8258,68928,santana,AP,3,3347
CUS_8259,6080,osasco,SP,25,2594
CUS_8260,14871,jaboticabal,SP,25,1878
CUS_8261,23052,rio de janeiro,RJ,18,3155
CUS_8262,93010,sao leopoldo,RS,22,3558
